date,code,open,high,low,close,preclose,volume,amount,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2022-12-26,sh.688410,28.0000,28.4600,26.0200,26.1700,32.3000,14670386,389931196.2300,44.135600,1,-18.978300,75.559225,8.974235,10.724800,88.343515,0
2022-12-27,sh.688410,26.0000,26.6500,25.6300,26.3000,26.1700,8093815,212463628.2900,24.350100,1,0.496800,75.934567,9.018815,10.778076,88.782363,0
2022-12-28,sh.688410,26.0000,27.7900,25.2000,26.6500,26.3000,8207283,215766516.6100,24.691500,1,1.330800,76.945103,9.138837,10.921511,89.963877,0
2022-12-29,sh.688410,26.1900,27.1000,26.1600,26.2000,26.6500,4654148,123547981.5100,14.001900,1,-1.688600,75.645842,8.984523,10.737095,88.444788,0
2022-12-30,sh.688410,26.3000,26.4700,25.2100,25.2700,26.2000,4344988,111033230.0900,13.071800,1,-3.549600,72.960704,8.665606,10.355969,85.305335,0
2023-01-03,sh.688410,25.1500,30.3200,25.0100,30.3200,25.2700,10543620,296023741.4000,31.720300,1,19.984200,87.541295,10.397356,12.425524,102.352899,0
2023-01-04,sh.688410,30.4900,30.7000,28.5800,29.2000,30.3200,6678216,194938356.6900,20.091300,1,-3.693900,84.307580,10.013285,11.966533,98.572053,0
2023-01-05,sh.688410,29.3000,32.4400,28.9100,30.6500,29.2000,7117534,217788423.1500,21.413000,1,4.965800,88.494086,10.510520,12.560762,103.466898,0
2023-01-06,sh.688410,30.4900,31.2900,29.5500,29.8600,30.6500,4972055,150260772.7800,14.958300,1,-2.577500,86.213162,10.239612,12.237010,100.800052,0
2023-01-09,sh.688410,30.3000,32.2300,29.4900,31.5300,29.8600,6970788,217632012.2400,20.971500,1,5.592800,91.034863,10.812290,12.921397,106.437563,0
2023-01-10,sh.688410,31.5300,34.5000,31.3200,34.1000,31.5300,8701895,286936022.6200,26.179500,1,8.151000,98.455085,11.693596,13.974616,115.113254,0
2023-01-11,sh.688410,34.2200,35.8700,33.9000,34.9800,34.1000,6682943,233199604.6300,20.105500,1,2.580600,100.995861,11.995366,14.335251,118.083919,0
2023-01-12,sh.688410,34.3000,35.4200,33.4000,34.3100,34.9800,4425208,152573005.0800,13.313200,1,-1.915400,99.061406,11.765609,14.060677,115.822163,0
2023-01-13,sh.688410,34.6800,35.5500,34.2000,34.3900,34.3100,3466609,121042235.4500,10.429200,1,0.233200,99.292386,11.793043,14.093462,116.092223,0
2023-01-16,sh.688410,34.0900,35.0500,33.6000,34.1600,34.3900,3150725,108359219.2200,9.478900,1,-0.668800,98.628319,11.714171,13.999205,115.315799,0
2023-01-17,sh.688410,34.2100,35.2400,32.8600,33.1600,34.1600,3629632,122219955.2600,10.919700,1,-2.927400,95.741074,11.371251,13.589392,111.940044,0
2023-01-18,sh.688410,32.8900,35.5500,32.6600,34.5600,33.1600,4605690,159536403.4500,13.856100,1,4.222000,99.783218,11.851340,14.163130,116.666102,0
2023-01-19,sh.688410,34.5000,35.3800,34.0600,34.4100,34.5600,2327736,80640131.7200,7.003000,1,-0.434000,99.350131,11.799902,14.101658,116.159738,0
2023-01-20,sh.688410,34.8000,34.8000,33.5600,34.5000,34.4100,1811670,62033198.3300,5.450400,1,0.261600,99.609983,11.830764,14.138541,116.463556,0
2023-01-30,sh.688410,35.0700,35.2200,33.6900,35.0200,34.5000,2947535,101870316.7400,8.867600,1,1.507200,101.111351,12.009083,14.351644,118.218949,0
2023-01-31,sh.688410,34.8300,34.9400,33.5800,33.7200,35.0200,1589252,54059624.4700,4.781200,1,-3.712200,97.357931,11.563286,13.818887,113.830467,0
2023-02-01,sh.688410,34.1000,34.1000,33.0000,33.8300,33.7200,1727900,57713704.2500,5.198400,1,0.326200,97.675528,11.601008,13.863966,114.201800,0
2023-02-02,sh.688410,33.8100,34.4800,32.3700,32.8600,33.8300,3755819,124338941.6700,11.299300,1,-2.867300,94.874900,11.268374,13.466448,110.927318,0
2023-02-03,sh.688410,33.0300,34.3200,32.1300,33.2600,32.8600,3097490,102198642.2000,9.318800,1,1.217300,96.029798,11.405543,13.630373,112.277620,0
2023-02-06,sh.688410,32.9200,34.7000,32.5100,34.5000,33.2600,3643603,123307057.4100,10.961700,1,3.728200,99.609983,11.830764,14.138541,116.463556,0
2023-02-07,sh.688410,34.3400,35.1500,33.4100,33.7500,34.5000,1888317,64127356.1800,5.681000,1,-2.173900,97.444549,11.573574,13.831181,113.931740,0
2023-02-08,sh.688410,33.6000,34.6800,33.6000,33.9300,33.7500,2225725,75872852.4200,6.696100,1,0.533300,97.964253,11.635300,13.904948,114.539376,0
2023-02-09,sh.688410,33.9800,39.5000,33.5000,38.3200,33.9300,4933764,181612582.5600,14.843200,1,12.938400,110.639262,13.140721,15.704026,129.358941,0
2023-02-10,sh.688410,38.0000,41.3800,37.9000,39.7000,38.3200,4183715,168227600.1100,12.586600,1,3.601300,114.623662,13.613952,16.269567,134.017484,0
2023-02-13,sh.688410,39.6900,41.7100,39.6900,40.3700,39.7000,2987977,121312302.2000,8.989300,1,1.687700,116.558116,13.843709,16.544142,136.279240,0
2023-02-14,sh.688410,41.1500,41.4000,39.8800,41.2000,40.3700,1927209,78667930.2600,5.798000,1,2.056000,118.954531,14.128333,16.884287,139.081116,0
2023-02-15,sh.688410,41.3000,42.3100,40.3200,40.3200,41.2000,1720023,70817739.9700,5.174700,1,-2.135900,116.413754,13.826563,16.523651,136.110452,0
2023-02-16,sh.688410,40.9200,41.4100,39.1100,39.5100,40.3200,2268434,90763328.9300,6.824500,1,-2.008900,114.075085,13.548797,16.191703,133.376090,0
2023-02-17,sh.688410,39.2700,40.7800,38.1300,38.1300,39.5100,1935243,75721373.5300,5.822100,1,-3.492800,110.090686,13.075567,15.626161,128.717548,0
2023-02-20,sh.688410,38.5400,39.0200,37.6600,38.6200,38.1300,1230773,47192596.4300,3.702800,1,1.285100,111.505436,13.243598,15.826970,130.371668,0
2023-02-21,sh.688410,38.7900,39.8000,38.2000,38.7400,38.6200,1081004,42196653.6600,3.252200,1,0.310700,111.851906,13.284748,15.876147,130.776758,0
2023-02-22,sh.688410,38.6800,40.5000,38.4200,38.6100,38.7400,1153176,45149021.1500,3.469300,1,-0.335600,111.476564,13.240168,15.822871,130.337910,0
2023-02-23,sh.688410,38.4600,39.0700,37.8000,38.2400,38.6100,1088237,41682887.6000,3.273900,1,-0.958300,110.408283,13.113288,15.671241,129.088881,0
2023-02-24,sh.688410,38.1000,39.3000,38.0000,38.4700,38.2400,1351592,52520831.2100,4.066200,1,0.601500,111.072349,13.192160,15.765498,129.865305,0
2023-02-27,sh.688410,39.0300,41.5000,38.6600,40.4700,38.4700,2298280,92276051.9300,6.914300,1,5.198900,100.165278,13.878001,15.332563,136.616815,0
2023-02-28,sh.688410,40.5200,44.3800,40.5200,44.0500,40.4700,3489048,150620490.9500,10.496700,1,8.846100,109.025957,15.105657,16.688891,148.702019,0
2023-03-01,sh.688410,43.3000,44.1400,41.6000,42.3900,44.0500,2910297,124363258.1100,8.755600,1,-3.768400,104.917374,14.536409,16.059979,143.098265,0
2023-03-02,sh.688410,42.2300,42.6600,41.5100,41.9500,42.3900,1404406,58933036.0700,4.225100,1,-1.038000,103.828352,14.385524,15.893280,141.612933,0
2023-03-03,sh.688410,41.6800,43.1000,40.9000,40.9800,41.9500,1604488,66956381.5000,4.827100,1,-2.312300,101.427553,14.052891,15.525783,138.338450,0
2023-03-06,sh.688410,40.5900,42.3900,40.5900,41.8700,40.9800,1832412,76290800.3000,5.512800,1,2.171800,103.630348,14.358090,15.862971,141.342872,0
2023-03-07,sh.688410,41.3100,43.5000,41.0000,41.5500,41.8700,1866924,78462180.8100,5.616600,1,-0.764300,102.838332,14.248355,15.741735,140.262631,0
2023-03-08,sh.688410,41.5700,42.6800,41.1000,42.4600,41.5500,1418249,59702744.2400,4.266800,1,2.190100,105.090627,14.560413,16.086499,143.334568,0
2023-03-09,sh.688410,42.2100,42.8900,41.7300,41.7600,42.4600,900634,37897129.0000,2.709500,1,-1.648600,103.358092,14.320369,15.821296,140.971539,0
2023-03-10,sh.688410,41.6200,41.8800,40.5000,40.6800,41.7600,1211672,49615754.2300,3.645300,1,-2.586200,100.685038,13.950014,15.412124,137.325724,0
2023-03-13,sh.688410,40.0000,40.8700,39.6000,39.8000,40.6800,1235206,49351697.6700,3.716100,1,-2.163200,98.506994,13.648244,15.078725,134.355059,0
2023-03-14,sh.688410,40.4900,41.0000,39.4900,40.0600,39.8000,996885,40090492.2300,2.999100,1,0.653300,99.150507,13.737404,15.177230,135.232755,0
2023-03-15,sh.688410,39.7600,41.8700,39.7500,40.9500,40.0600,1331435,54743777.1800,4.005600,1,2.221700,101.353302,14.042603,15.514417,138.237178,0
2023-03-16,sh.688410,40.6200,41.3700,39.0000,39.4400,40.9500,1239524,49503216.4700,3.729100,1,-3.687400,97.615976,13.524793,14.942335,133.139787,0
2023-03-17,sh.688410,39.5600,39.9700,37.2500,37.3800,39.4400,2695582,102743174.3500,8.109600,1,-5.223100,92.517373,12.818376,14.161878,126.185731,0
2023-03-20,sh.688410,37.3900,38.0600,36.2000,37.2000,37.3800,1665941,61866760.0900,5.012000,1,-0.481500,92.071864,12.756650,14.093683,125.578095,0
2023-03-21,sh.688410,37.0400,38.5700,36.8900,38.1900,37.2000,954111,36101034.7700,2.870400,1,2.661300,94.522163,13.096142,14.468757,128.920093,0
2023-03-22,sh.688410,38.0800,39.3900,37.6900,38.0600,38.1900,834180,32031018.8500,2.509600,1,-0.340400,94.200407,13.051562,14.419505,128.481245,0
2023-03-23,sh.688410,37.8600,38.1100,36.5800,37.1000,38.0600,1097157,40706568.8000,3.300800,1,-2.522300,91.824359,12.722358,14.055797,125.240520,0
2023-03-24,sh.688410,38.1200,38.3800,36.1000,36.2200,37.1000,1374438,50552925.5500,4.135000,1,-2.372000,89.646315,12.420588,13.722398,122.269855,0
2023-03-27,sh.688410,36.5400,38.4900,36.0000,37.0900,36.2200,1849028,69309379.6300,5.562800,1,2.402000,91.799608,12.718929,14.052008,125.206762,0
2023-03-28,sh.688410,37.5100,39.1000,37.0000,37.7500,37.0900,1769300,67336468.3800,5.322900,1,1.779500,93.433141,12.945257,14.302057,127.434761,0
2023-03-29,sh.688410,38.4000,38.7600,36.9500,37.3500,37.7500,1425069,53718459.2400,4.287300,1,-1.059600,92.443121,12.808088,14.150512,126.084459,0
2023-03-30,sh.688410,37.7500,37.7500,36.7100,37.1200,37.3500,820462,30417986.3500,2.468300,1,-0.615800,91.873860,12.729217,14.063374,125.308035,0
2023-03-31,sh.688410,36.6300,38.0000,36.6000,37.4900,37.1200,1024972,38380818.6800,3.083600,1,0.996800,92.789628,12.856097,14.203553,126.557064,0
2023-04-03,sh.688410,38.7000,44.5000,38.2300,41.0300,37.4900,4192579,172758552.1900,12.086900,1,9.442500,100.246091,3.920687,15.544726,4.580772,0
2023-04-04,sh.688410,40.8800,42.3800,40.8800,41.6900,41.0300,1667718,69231244.0100,4.807900,1,1.608600,101.858629,3.983755,15.794775,4.654458,0
2023-04-06,sh.688410,42.6500,43.1000,40.8400,41.1700,41.6900,1393797,58168378.3900,4.018200,1,-1.247300,100.588144,3.934065,15.597767,4.596403,0
2023-04-07,sh.688410,41.6300,44.3500,40.9000,43.6700,41.1700,2677726,114808264.2000,7.719700,1,6.072400,106.696242,4.172957,16.544923,4.875514,0
2023-04-10,sh.688410,43.7500,44.0700,42.3000,42.7100,43.6700,1550150,66810211.3800,4.469000,1,-2.198300,104.350732,4.081223,16.181215,4.768335,0
2023-04-11,sh.688410,43.4600,44.4400,42.4100,42.9300,42.7100,1481172,64078793.2600,4.270100,1,0.515100,104.888245,4.102245,16.264565,4.792897,0
2023-04-12,sh.688410,43.1800,43.4900,41.8100,42.3400,42.9300,934687,39693345.1700,2.694600,1,-1.374300,103.446734,4.045867,16.041036,4.727027,0
2023-04-13,sh.688410,42.3000,43.2000,41.7200,42.2400,42.3400,999530,42280807.1800,2.881600,1,-0.236200,103.202410,4.036311,16.003150,4.715862,0
2023-04-14,sh.688410,42.4700,42.9800,41.4600,42.4100,42.2400,899580,38053098.6800,2.593400,1,0.402500,103.617761,4.052556,16.067556,4.734842,0
2023-04-17,sh.688410,42.1100,44.7000,42.0000,44.6300,42.4100,1853493,81253660.9800,5.343500,1,5.234600,109.041751,4.264691,16.908631,4.982693,0
2023-04-18,sh.688410,44.3700,46.0200,43.2100,45.4500,44.6300,2209037,99476261.9400,6.368500,1,1.837300,111.045207,4.343048,17.219298,5.074241,0
2023-04-19,sh.688410,44.7100,48.1000,44.5000,47.4000,45.4500,2752672,128966312.4200,7.935800,1,4.290400,115.809523,4.529383,17.958080,5.291948,0
2023-04-20,sh.688410,47.0000,47.8500,46.2000,47.6000,47.4000,1905440,89939695.7100,5.493300,1,0.421900,116.298170,4.548494,18.033852,5.314277,0
2023-04-21,sh.688410,47.7300,48.2700,45.6900,45.8200,47.6000,1134284,52931295.7000,3.270100,1,-3.739500,111.949205,4.378404,17.359477,5.115549,0
2023-04-24,sh.688410,45.8600,46.8000,45.3600,46.1000,45.8200,747734,34466969.6900,2.155700,1,0.611100,112.633312,4.405159,17.465559,5.146810,0
2023-04-25,sh.688410,45.8500,46.0800,43.9700,44.5000,46.1000,970921,43462345.8500,2.799100,1,-3.470700,108.724130,4.252269,16.859379,4.968179,0
2023-04-26,sh.688410,44.5000,45.9000,43.9100,44.9500,44.5000,809683,36317002.5700,2.334300,1,1.011200,109.823587,4.295269,17.029867,5.018419,0
2023-04-27,sh.688410,45.3800,50.5200,45.3800,49.6600,44.9500,2103291,102568946.6800,6.063600,1,10.478300,121.331243,4.745341,18.814309,5.544264,0
2023-04-28,sh.688410,58.9900,59.5900,55.0200,59.5900,49.6600,4901435,287734957.6000,14.130500,1,19.996000,68.389261,5.425514,16.983352,6.468249,0
2023-05-04,sh.688410,59.8000,62.9300,58.0000,61.9500,59.5900,6764454,410674223.5200,19.501400,1,3.960400,71.097747,5.640386,17.655960,6.724417,0
2023-05-05,sh.688410,61.9500,62.4000,58.9500,59.6000,61.9500,3656225,220435229.8700,10.540600,1,-3.793400,68.400738,5.426425,16.986203,6.469334,0
2023-05-08,sh.688410,59.3800,59.9800,51.5000,52.5600,59.6000,4806214,260438502.0000,13.856000,1,-11.812100,60.321188,4.785451,14.979779,5.705171,0
2023-05-09,sh.688410,54.0300,54.5500,50.8900,51.4000,52.5600,2381920,123792285.3900,6.866900,1,-2.207000,58.989898,4.679836,14.649175,5.579258,0
2023-05-10,sh.688410,51.0000,51.3000,50.0800,51.0000,51.4000,1621212,82163589.8800,4.673800,1,-0.778200,58.530833,4.643417,14.535173,5.535840,0
2023-05-11,sh.688410,51.3500,52.5600,50.4500,51.8300,51.0000,2008753,103387415.5400,5.791100,1,1.627500,59.483393,4.718986,14.771726,5.625933,0
2023-05-12,sh.688410,51.5000,51.9200,50.0100,50.0100,51.8300,1343388,68438711.4400,3.872900,1,-3.511500,57.394646,4.553280,14.253020,5.428379,0
2023-05-15,sh.688410,49.9500,52.1000,49.7900,50.5000,50.0100,1679409,85147394.2300,4.841600,1,0.979800,57.957001,4.597893,14.392672,5.481567,0
2023-05-16,sh.688410,51.1100,52.1100,49.0500,50.4300,50.5000,2784529,141406459.9700,8.027600,1,-0.138600,57.876664,4.591520,14.372721,5.473968,0
2023-05-17,sh.688410,50.0100,51.0000,49.7100,50.6000,50.4300,1257720,63274214.3300,3.625900,1,0.337100,58.071767,4.606998,14.421172,5.492421,0
2023-05-18,sh.688410,50.6400,53.4900,50.3000,52.2500,50.6000,2904311,150852900.2800,8.372900,1,3.260900,59.965412,4.757226,14.891428,5.671522,0
2023-05-19,sh.688410,51.9600,53.5000,51.0100,52.5300,52.2500,2062190,107602123.9200,5.945100,1,0.535900,60.286758,4.782720,14.971228,5.701915,0
2023-05-22,sh.688410,52.5000,52.7700,49.8000,50.9600,52.5300,1836482,93863622.6500,5.294400,1,-2.988800,58.484926,4.639775,14.523773,5.531498,0
2023-05-23,sh.688410,50.5600,52.3500,50.0300,50.3500,50.9600,1429693,73232415.0200,4.121700,1,-1.197000,57.784851,4.584236,14.349921,5.465285,0
2023-05-24,sh.688410,50.3500,51.2500,49.5700,50.2000,50.3500,1038832,52194942.8200,2.994900,1,-0.297900,57.612702,4.570579,14.307171,5.449003,0
2023-05-25,sh.688410,49.9000,50.5100,48.6000,49.3500,50.2000,1523822,75040172.6600,4.393100,1,-1.693200,56.637188,4.493189,14.064918,5.356739,0
2023-05-26,sh.688410,49.3800,50.6000,48.6000,49.2400,49.3500,1208213,59718500.5300,3.483200,1,-0.222900,56.510945,4.483174,14.033567,5.344799,0
2023-05-29,sh.688410,49.2400,49.5900,48.2900,48.6500,49.2400,1083935,52854716.8400,3.124900,1,-1.198200,55.833824,4.429456,13.865415,5.280757,0
2023-05-30,sh.688410,49.0000,53.9300,48.6100,52.9000,48.6500,2916920,151548624.9300,8.409300,1,8.735900,60.711393,4.816407,15.076680,5.742077,0
2023-05-31,sh.688410,52.8000,54.1800,52.0000,53.0100,52.9000,1766919,93699724.3900,5.093900,1,0.207900,60.837636,4.826422,15.108030,5.754017,0
2023-06-01,sh.688410,53.1000,54.7700,52.1800,52.6600,53.0100,1288767,68659261.2700,3.715400,1,-0.660300,60.435954,4.794556,15.008279,5.716026,0
2023-06-02,sh.688410,53.8800,53.8800,50.3000,50.9100,52.6600,1223946,62315820.3500,3.528600,1,-3.323200,58.427543,4.635223,14.509523,5.526071,0
2023-06-05,sh.688410,50.9100,51.6600,50.1300,51.6300,50.9100,1102622,56126708.5300,3.178800,1,1.414300,59.253861,4.700777,14.714725,5.604224,0
2023-06-06,sh.688410,51.5000,52.1000,50.2300,50.7600,51.6300,1097781,56060179.9600,3.164800,1,-1.685100,58.255393,4.621566,14.466772,5.509789,0
