债券代码,债券简称,申购日期,正股代码,正股简称,正股价,转股价,转股价值,发行规模
118001,金博转债,2021-07-23,688598,金博股份,37.6,nan,nan,5.99901
113627,太平转债,2021-07-15,603877,太平鸟,12.5,20.61,60.6502,8.0
123119,康泰转2,2021-07-15,300601,康泰生物,13.55,15.69,86.3607,20.0
127041,弘亚转债,2021-07-12,002833,弘亚数控,18.55,nan,nan,6.0
123118,惠城转债,2021-07-07,300779,惠城环保,68.53,10.33,663.4075,3.2
127040,国泰转债,2021-07-07,002091,江苏国泰,7.84,7.35,106.6667,45.574186
127039,北港转债,2021-06-29,000582,北部湾港,10.89,nan,nan,30.0
113626,伯特转债,2021-06-29,603596,伯特利,25.9,nan,nan,9.02
123117,健帆转债,2021-06-23,300529,健帆生物,15.9,38.15,41.6776,10.0
113051,节能转债,2021-06-21,601016,节能风电,3.41,3.33,102.4024,30.0
113050,南银转债,2021-06-15,601009,南京银行,11.62,nan,nan,200.0
113625,江山转债,2021-06-11,603208,江山欧派,11.31,19.84,57.006,5.83
113049,长汽转债,2021-06-10,601633,长城汽车,15.29,38.74,39.4682,35.0
127038,国微转债,2021-06-10,002049,紫光国微,63.25,97.01,65.1995,15.0
123116,万兴转债,2021-06-09,300624,万兴科技,46.89,nan,nan,3.7875
123115,捷捷转债,2021-06-08,300623,捷捷微电,30.96,nan,nan,11.95
127037,银轮转债,2021-06-07,002126,银轮股份,42.3,10.27,411.8792,7.0
127036,三花转债,2021-06-01,002050,三花智控,36.82,nan,nan,30.0
127035,濮耐转债,2021-05-26,002225,濮耐股份,3.67,nan,nan,6.263903
123114,三角转债,2021-05-25,300775,三角防务,21.46,22.69,94.5791,9.043727
111000,起帆转债,2021-05-24,605222,起帆电缆,20.42,17.29,118.1029,10.0
127034,绿茵转债,2021-04-30,002887,绿茵生态,9.71,11.21,86.6191,7.12
113624,正川转债,2021-04-28,603976,正川股份,28.78,nan,nan,4.05
113048,晶科转债,2021-04-23,601778,晶科科技,3.73,4.47,83.4452,30.0
123113,仙乐转债,2021-04-19,300791,仙乐健康,17.37,31.69,54.8122,10.248929
127033,中装转2,2021-04-16,002822,ST中装,3.19,3.79,84.1689,11.6
110080,东湖转债,2021-04-12,600133,东湖高新,8.31,nan,nan,15.5
127032,苏行转债,2021-04-12,002966,苏州银行,8.76,nan,nan,50.0
113047,旗滨转债,2021-04-09,601636,旗滨集团,5.85,nan,nan,15.0
113623,凤21转债,2021-04-08,603225,新凤鸣,20.42,nan,nan,25.0
123112,万讯转债,2021-04-08,300112,万讯自控,10.7,6.43,166.4075,2.457212
123111,东财转3,2021-04-07,300059,东方财富,19.62,nan,nan,158.0
123110,九典转债,2021-04-01,300705,九典制药,11.46,nan,nan,2.7
123109,昌红转债,2021-04-01,300151,昌红科技,16.53,26.64,62.0495,4.6
123108,乐普转2,2021-03-30,300003,乐普医疗,12.14,nan,nan,16.38
110079,杭银转债,2021-03-29,600926,杭州银行,16.8,nan,nan,150.0
123107,温氏转债,2021-03-29,300498,温氏股份,14.18,16.09,88.1293,92.97
127031,洋丰转债,2021-03-25,000902,新洋丰,14.39,16.79,85.7058,10.0
113622,杭叉转债,2021-03-25,603298,杭叉集团,26.36,nan,nan,11.5
123106,正丹转债,2021-03-24,300641,正丹股份,14.08,nan,nan,3.2
113046,金田转债,2021-03-22,601609,金田股份,13.35,10.18,131.1395,15.0
128145,日丰转债,2021-03-22,002953,日丰股份,11.88,nan,nan,3.8
127030,盛虹转债,2021-03-22,000301,东方盛虹,13.63,13.21,103.1794,50.0
123105,拓尔转债,2021-03-19,300229,拓尔思,13.31,nan,nan,8.0
127029,中钢转债,2021-03-19,000928,中钢国际,5.16,nan,nan,9.6
123104,卫宁转债,2021-03-16,300253,卫宁健康,6.82,7.02,97.151,9.70265
123103,震安转债,2021-03-12,300767,震安科技,19.36,nan,nan,2.85
123102,华自转债,2021-03-12,300490,华自科技,11.49,nan,nan,6.7
123101,拓斯转债,2021-03-10,300607,拓斯达,35.76,nan,nan,6.7
113620,傲农转债,2021-03-10,603363,傲农生物,2.98,nan,nan,10.0
113045,环旭转债,2021-03-04,601231,环旭电子,27.55,nan,nan,34.5
128144,利民转债,2021-03-01,002734,利民股份,16.27,nan,nan,9.8
118000,嘉元转债,2021-02-23,688388,嘉元科技,29.32,nan,nan,12.4
404005,普利退债,2021-02-09,400266,R普利1,nan,3.0,nan,8.5
123099,普利转退,2021-02-09,300630,普利退,nan,nan,nan,8.5
123100,朗科转债,2021-02-09,300543,朗科智能,7.76,nan,nan,3.8
123098,一品转债,2021-01-28,300723,一品红,37.57,nan,nan,4.8
123097,美力转债,2021-01-27,300611,美力科技,24.14,nan,nan,3.0
113621,彤程转债,2021-01-26,603650,彤程新材,63.98,nan,nan,8.0018
123096,思创转债,2021-01-26,300078,思创智联,3.14,nan,nan,8.17
113042,上银转债,2021-01-25,601229,上海银行,9.55,8.35,114.3713,200.0
123094,星源转2,2021-01-20,300568,星源材质,15.53,nan,nan,10.0
113619,世运转债,2021-01-20,603920,世运电路,38.83,nan,nan,10.0
123093,金陵转债,2021-01-19,300651,金陵体育,16.83,nan,nan,2.5
113618,美诺转债,2021-01-14,603538,美诺华,27.1,nan,nan,5.2
128143,锋龙转债,2021-01-08,002931,锋龙股份,46.91,nan,nan,2.45
127028,英特转债,2021-01-05,000411,英特集团,9.81,nan,nan,6.0
113616,韦尔转债,2020-12-28,603501,豪威集团,84.54,159.02,53.1631,24.4
123092,天壕转债,2020-12-24,300332,天壕能源,5.02,4.97,101.006,4.23
123091,长海转债,2020-12-23,300196,长海股份,17.06,14.99,113.8092,5.5
113615,金诚转债,2020-12-23,603979,金诚信,80.35,11.12,722.572,10.0
123090,三诺转债,2020-12-21,300298,三诺生物,16.13,34.52,46.7265,5.0
123089,九洲转2,2020-12-21,300040,九洲集团,5.91,nan,nan,5.0
128142,新乳转债,2020-12-18,002946,新乳业,15.33,17.5,87.6,7.18
128141,旺能转债,2020-12-17,002034,旺能环境,14.47,nan,nan,14.0
113614,健20转债,2020-12-17,603707,健友股份,8.24,nan,nan,7.8
123087,明电转债,2020-12-15,300739,明阳电路,23.14,nan,nan,6.73
123088,威唐转债,2020-12-15,300707,威唐工业,12.25,14.97,81.8303,3.0138
113044,大秦转债,2020-12-14,601006,大秦铁路,4.76,nan,nan,320.0
123086,海兰转债,2020-12-11,300065,海兰信,15.46,nan,nan,7.3
123085,万顺转2,2020-12-11,300057,万顺新材,6.69,nan,nan,9.0
127027,能化转债,2020-12-10,000552,甘肃能化,2.65,2.93,90.4437,28.0
113043,财通转债,2020-12-10,601108,财通证券,8.83,7.98,110.6516,38.0
123084,高澜转债,2020-12-10,300499,高澜股份,31.5,nan,nan,2.8
123083,朗新转债,2020-12-09,300682,朗新科技,9.58,nan,nan,8.0
113612,永冠转债,2020-12-08,603681,永冠新材,18.52,nan,nan,5.2
127026,超声转债,2020-12-08,000823,超声电子,15.7,nan,nan,7.0
128140,润建转债,2020-12-07,002929,润建股份,53.46,nan,nan,10.9
123082,北陆转债,2020-12-07,300016,北陆药业,9.35,nan,nan,5.0
123081,精研转债,2020-12-03,300709,精研科技,41.48,nan,nan,5.7
123080,海波转债,2020-12-02,300517,海波重科,10.35,11.28,91.7553,2.45
123079,运达转债,2020-12-01,300772,运达股份,11.09,nan,nan,5.77
113611,福20转债,2020-12-01,603806,福斯特,15.34,nan,nan,17.0
113610,灵康转债,2020-12-01,603669,灵康药业,5.56,6.5,85.5385,5.25
128139,祥鑫转债,2020-12-01,002965,祥鑫科技,31.37,nan,nan,6.470054
123078,飞凯转债,2020-11-27,300398,飞凯材料,36.51,nan,nan,8.25
113609,永安转债,2020-11-24,603776,永安行,20.2,nan,nan,8.8648
123077,汉得转债,2020-11-23,300170,汉得信息,15.3,nan,nan,9.3715
110077,洪城转债,2020-11-20,600461,洪城环境,8.95,4.41,202.9479,18.0
123076,强力转债,2020-11-19,300429,强力新材,11.36,10.6,107.1698,8.5
128138,侨银转债,2020-11-17,002973,侨银股份,12.37,10.6,116.6981,4.2
113608,威派转债,2020-11-09,603956,威派格,6.11,nan,nan,4.2
127025,冀东转债,2020-11-05,000401,金隅冀东,3.62,12.92,28.0186,28.2
127024,盈峰转债,2020-11-04,000967,盈峰环境,8.63,nan,nan,14.761896
128137,洁美转债,2020-11-04,002859,洁美科技,66.18,nan,nan,6.0
113041,紫金转债,2020-11-03,601899,紫金矿业,34.57,nan,nan,60.0
128136,立讯转债,2020-11-03,002475,立讯精密,57.18,55.67,102.7124,30.0
123075,贝斯转债,2020-11-02,300580,贝斯特,20.17,nan,nan,6.0
110076,华海转债,2020-11-02,600521,华海药业,16.64,16.5,100.8485,18.426
113607,伟20转债,2020-11-02,603568,伟明环保,15.04,nan,nan,12.0
113606,荣泰转债,2020-10-30,603579,荣泰健康,17.92,nan,nan,6.0
123074,隆利转债,2020-10-29,300752,隆利科技,11.15,nan,nan,3.245
123073,同和转债,2020-10-26,300636,同和药业,6.96,nan,nan,3.6
127023,华菱转2,2020-10-23,000932,华菱钢铁,3.72,nan,nan,40.0
113605,大参转债,2020-10-22,603233,大参林,17.72,16.86,105.1008,14.05
113040,星宇转债,2020-10-22,601799,星宇股份,81.86,nan,nan,15.0
123071,天能转债,2020-10-21,300569,天能重工,4.71,6.68,70.509,7.0
123072,乐歌转债,2020-10-21,300729,乐歌股份,10.28,32.61,31.5241,1.42
128135,洽洽转债,2020-10-20,002557,洽洽食品,18.5,54.95,33.667,13.4
123070,鹏辉转债,2020-10-20,300438,鹏辉能源,62.33,nan,nan,8.9
123069,金诺转债,2020-10-16,300505,川金诺,20.64,nan,nan,3.68
127022,恒逸转债,2020-10-16,000703,恒逸石化,19.2,nan,nan,20.0
110075,南航转债,2020-10-15,600029,南方航空,5.03,6.17,81.5235,160.0
123068,弘信转债,2020-10-15,300657,弘信电子,35.44,nan,nan,5.7
113604,多伦转债,2020-10-13,603528,多伦科技,6.33,nan,nan,6.4
128134,鸿路转债,2020-10-09,002541,鸿路钢构,19.86,17.49,113.5506,18.8
113603,东缆转债,2020-09-24,603606,东方电缆,34.24,nan,nan,8.0
128133,奇正转债,2020-09-22,002287,奇正藏药,20.3,nan,nan,8.0
123067,斯莱转债,2020-09-17,300382,斯莱克,18.01,nan,nan,3.88
123066,赛意转债,2020-09-16,300687,赛意信息,26.82,nan,nan,3.2
128132,交建转债,2020-09-15,002941,新疆交建,10.85,nan,nan,8.5
128131,崇达转2,2020-09-07,002815,崇达技术,14.34,nan,nan,14.0
123065,宝莱转债,2020-09-04,300246,宝莱特,15.23,18.3,83.224,2.19
123064,万孚转债,2020-09-01,300482,万孚生物,16.43,20.88,78.6877,6.0
128130,景兴转债,2020-08-31,002067,景兴纸业,4.18,nan,nan,12.8
128129,青农转债,2020-08-25,002958,青农商行,2.93,nan,nan,50.0
113039,嘉泽转债,2020-08-24,601619,嘉泽新能,4.08,nan,nan,13.0
113602,景20转债,2020-08-24,603228,景旺电子,96.74,nan,nan,17.8
113601,塞力转债,2020-08-21,603716,塞力医疗,16.41,nan,nan,5.4331
128128,齐翔转2,2020-08-20,002408,齐翔腾达,5.45,nan,nan,29.9
128127,文科转债,2020-08-20,002775,文科股份,3.62,nan,nan,9.5
110074,精达转债,2020-08-19,600577,精达股份,8.63,nan,nan,7.87
404004,汇车退债,2020-08-18,400245,R汇车1,nan,nan,nan,33.7
110072,广汇转债,2020-08-18,600297,广汇汽车,nan,nan,nan,33.7
113600,新星转债,2020-08-13,603978,深圳新星,18.93,nan,nan,5.95
127021,特发转2,2020-08-07,000070,特发信息,16.5,nan,nan,5.5
128126,赣锋转2,2020-08-06,002460,赣锋锂业,54.13,nan,nan,21.08
113599,嘉友转债,2020-08-05,603871,嘉友国际,13.52,nan,nan,7.2
113598,法兰转债,2020-07-31,603966,法兰泰克,7.96,nan,nan,3.3
113038,隆20转债,2020-07-31,601012,隆基绿能,12.15,nan,nan,50.0
128125,华阳转债,2020-07-30,002949,华阳国际,12.8,nan,nan,4.5
113597,佳力转债,2020-07-30,603912,佳力图,9.0,nan,nan,3.0
123063,大禹转债,2020-07-28,300021,大禹节水,4.1,nan,nan,6.38
128124,科华转债,2020-07-28,002022,科华生物,5.72,nan,nan,7.38
113596,城地转债,2020-07-28,603887,城地香江,9.26,nan,nan,12.0
128123,国光转债,2020-07-27,002749,国光股份,8.58,nan,nan,3.2
123062,三超转债,2020-07-27,300554,三超新材,21.26,nan,nan,1.95
110073,国投转债,2020-07-24,600061,国投资本,6.53,nan,nan,80.0
128122,兴森转债,2020-07-23,002436,兴森科技,35.7,nan,nan,2.689
113037,紫银转债,2020-07-23,601860,紫金银行,2.55,nan,nan,45.0
123061,航新转债,2020-07-22,300424,航新科技,14.01,nan,nan,2.5
123060,苏试转债,2020-07-21,300416,苏试试验,14.61,nan,nan,3.1
113594,淳中转债,2020-07-21,603516,淳中科技,93.6,nan,nan,3.0
113595,花王转债,2020-07-21,603007,顺景科技,4.88,nan,nan,3.3
113593,沪工转债,2020-07-20,603131,上海沪工,14.54,nan,nan,4.0
127020,中金转债,2020-07-20,000060,中金岭南,6.84,nan,nan,38.0
128121,宏川转债,2020-07-17,002930,宏川智慧,8.91,nan,nan,6.7
128120,联诚转债,2020-07-17,002921,联诚精密,21.16,nan,nan,2.6
127019,国城转债,2020-07-15,000688,国城矿业,31.01,nan,nan,8.5
123059,银信转债,2020-07-15,300231,银信科技,8.29,nan,nan,3.914
123058,欣旺转债,2020-07-14,300207,欣旺达,18.09,nan,nan,11.2
128119,龙大转债,2020-07-13,002726,ST龙大,2.57,nan,nan,9.5
110071,湖盐转债,2020-07-10,600929,雪天盐业,5.49,nan,nan,7.2
113592,安20转债,2020-07-08,603345,安井食品,77.48,nan,nan,9.0
113036,宁建转债,2020-07-06,601789,宁波建工,4.27,nan,nan,5.4
128117,道恩转债,2020-07-02,002838,道恩股份,25.32,nan,nan,3.6
128118,瀛通转债,2020-07-02,002861,瀛通通讯,16.09,nan,nan,3.0
113591,胜达转债,2020-07-01,603687,大胜达,15.39,nan,nan,5.5
123057,美联转债,2020-07-01,300586,美联新材,9.63,nan,nan,2.0674
127018,本钢转债,2020-06-29,000761,本钢板材,2.39,nan,nan,68.0
128116,瑞达转债,2020-06-29,002961,瑞达期货,20.05,nan,nan,6.5
113590,海容转债,2020-06-29,603187,海容冷链,11.15,nan,nan,5.00127
128115,巨星转债,2020-06-24,002444,巨星科技,30.72,nan,nan,9.726
113589,天创转债,2020-06-24,603608,天创时尚,17.91,nan,nan,6.0
123056,雪榕转债,2020-06-24,300511,雪榕生物,5.6,nan,nan,5.85
128114,正邦转债,2020-06-17,002157,正邦科技,2.99,nan,nan,16.0
113588,润达转债,2020-06-17,603108,润达医疗,9.73,nan,nan,5.5
123055,晨光转债,2020-06-17,300138,晨光生物,11.48,nan,nan,6.3
113587,泛微转债,2020-06-15,603039,泛微网络,39.68,nan,nan,3.16
128113,比音转债,2020-06-15,002832,比音勒芬,24.03,nan,nan,6.89
128112,歌尔转2,2020-06-12,002241,歌尔股份,23.89,nan,nan,40.0
128111,中矿转债,2020-06-11,002738,中矿资源,51.67,nan,nan,8.0
123054,思特转债,2020-06-10,300608,思特奇,10.13,nan,nan,2.71
113586,上机转债,2020-06-09,603185,弘元绿能,16.15,nan,nan,6.65
128110,永兴转债,2020-06-09,002756,永兴材料,45.73,nan,nan,7.0
113585,寿仙转债,2020-06-09,603896,寿仙谷,14.71,nan,nan,3.6
113584,家悦转债,2020-06-05,603708,家家悦,9.29,nan,nan,6.45
123052,飞鹿转债,2020-06-05,300665,飞鹿股份,9.7,nan,nan,1.77
123053,宝通转债,2020-06-05,300031,宝通科技,21.34,nan,nan,5.0
128109,楚江转债,2020-06-04,002171,楚江新材,10.05,nan,nan,18.3
123051,今天转债,2020-06-04,300532,今天国际,6.92,nan,nan,2.8
127017,万青转债,2020-06-03,000789,万年青,4.18,nan,nan,10.0
113583,益丰转债,2020-06-01,603939,益丰药房,22.99,nan,nan,15.81009
128108,蓝帆转债,2020-05-28,002382,蓝帆医疗,6.13,nan,nan,31.4404
113582,火炬转债,2020-05-27,603678,火炬电子,47.96,nan,nan,6.0
113035,福莱转债,2020-05-27,601865,福莱特,9.94,nan,nan,14.5
113580,康隆转债,2020-04-23,603665,康隆达,19.9,nan,nan,2.0
113581,龙蟠转债,2020-04-23,603906,龙蟠科技,19.63,nan,nan,4.0
113579,健友转债,2020-04-23,603707,健友股份,8.24,nan,nan,5.0319
128107,交科转债,2020-04-22,002061,浙江交科,3.54,nan,nan,25.0
113578,全筑转债,2020-04-20,603030,全筑股份,2.1,nan,nan,3.84
113573,纵横转债,2020-04-17,603602,纵横通信,11.63,nan,nan,2.7
113577,春秋转债,2020-04-14,603890,春秋电子,18.16,nan,nan,2.4
123050,聚飞转债,2020-04-14,300303,聚飞光电,7.21,nan,nan,7.046881
123049,维尔转债,2020-04-13,300190,维尔利,3.74,nan,nan,9.172387
110070,凌钢转债,2020-04-13,600231,凌钢股份,1.75,nan,nan,4.4
113576,起步转债,2020-04-10,603557,*ST起步,3.52,nan,nan,5.2
123048,应急转债,2020-04-10,300527,ST应急,8.19,nan,nan,8.189312
128106,华统转债,2020-04-10,002840,华统股份,8.26,nan,nan,5.5
113034,滨化转债,2020-04-10,601678,滨化股份,6.48,nan,nan,24.0
127016,鲁泰转债,2020-04-09,000726,鲁泰A,5.97,nan,nan,14.0
128105,长集转债,2020-04-09,002616,长青集团,4.91,nan,nan,8.0
113575,东时转债,2020-04-09,603377,ST东时,2.9,4.42,65.6109,4.28
110069,瀚蓝转债,2020-04-07,600323,瀚蓝环境,29.99,nan,nan,9.9232
128104,裕同转债,2020-04-07,002831,裕同科技,26.83,nan,nan,14.0
113033,利群转债,2020-04-01,601366,利群股份,3.66,nan,nan,18.0
113574,华体转债,2020-03-31,603679,华体科技,23.35,nan,nan,2.088
128103,同德转债,2020-03-26,002360,ST同德,5.79,nan,nan,1.4428
110068,龙净转债,2020-03-24,600388,紫金龙净,18.2,nan,nan,20.0
123047,久吾转债,2020-03-20,300631,久吾高科,21.8,nan,nan,2.54
128102,海大转债,2020-03-19,002311,海大集团,45.4,nan,nan,28.3
123046,天铁转债,2020-03-19,300587,天铁科技,4.91,nan,nan,3.99
128101,联创转债,2020-03-16,002036,联创电子,6.8,nan,nan,3.0
128100,搜特转债,2020-03-12,002503,*ST搜特,nan,nan,nan,8.0
404002,搜特退债,2020-03-12,400198,R搜特1,nan,1.1,6.3636,8.0
123045,雷迪转债,2020-03-12,300652,雷迪克,28.32,nan,nan,2.885
113571,博特转债,2020-03-12,603916,苏博特,11.5,nan,nan,6.968
110067,华安转债,2020-03-12,600909,华安证券,8.42,nan,nan,28.0
123044,红相转债,2020-03-12,300427,红相股份,6.73,nan,nan,5.85
113572,三祥转债,2020-03-12,603663,三祥新材,44.16,nan,nan,2.05
128099,永高转债,2020-03-11,002641,公元股份,4.04,nan,nan,7.0
113570,百达转债,2020-03-11,603331,百达精工,12.76,nan,nan,2.8
113569,科达转债,2020-03-09,603660,苏州科达,10.76,nan,nan,5.16
113568,新春转债,2020-03-06,603667,五洲新春,52.55,nan,nan,3.3
123043,正元转债,2020-03-05,300645,正元智慧,13.26,nan,nan,1.75
128098,康弘转债,2020-03-05,002773,康弘药业,20.54,nan,nan,16.3
113567,君禾转债,2020-03-04,603617,君禾股份,6.77,nan,nan,2.1
113032,桐20转债,2020-03-02,601233,桐昆股份,26.0,nan,nan,23.0
110066,盛屯转债,2020-03-02,600711,盛屯矿业,11.95,nan,nan,23.86456
113564,天目转债,2020-02-28,603136,天目湖,9.18,nan,nan,3.0
113566,翔港转债,2020-02-28,603499,翔港科技,12.02,nan,nan,2.0
113565,宏辉转债,2020-02-26,603336,宏辉果蔬,9.58,nan,nan,3.32
128097,奥佳转债,2020-02-25,002614,奥佳华,5.82,nan,nan,12.0
128096,奥瑞转债,2020-02-11,002701,奥瑞金,4.79,nan,nan,10.868
128095,恩捷转债,2020-02-11,002812,恩捷股份,53.97,nan,nan,16.0
128094,星帅转债,2020-01-16,002860,星帅尔,14.92,nan,nan,2.8
113563,柳药转债,2020-01-16,603368,柳药集团,15.98,nan,nan,8.022
123042,银河转债,2020-01-14,300619,金银河,26.22,nan,nan,1.6666
123041,东财转2,2020-01-13,300059,东方财富,19.62,nan,nan,73.0
113031,博威转债,2020-01-10,601137,博威合金,21.12,nan,nan,12.0
123040,乐普转债,2020-01-03,300003,乐普医疗,12.14,nan,nan,7.5
127015,希望转债,2020-01-03,000876,新希望,7.07,nan,nan,40.0
128093,百川转债,2020-01-03,002455,百川股份,7.78,nan,nan,5.2
113562,璞泰转债,2020-01-02,603659,璞泰来,23.91,nan,nan,8.7
113561,正裕转债,2019-12-31,603089,正裕工业,10.33,nan,nan,2.9
128092,唐人转债,2019-12-30,002567,唐人神,3.8,nan,nan,12.428
128091,新天转债,2019-12-30,002873,新天药业,8.66,nan,nan,1.773
128090,汽模转2,2019-12-27,002510,天汽模,5.65,nan,nan,4.71
123039,开润转债,2019-12-26,300577,开润股份,19.13,nan,nan,2.23
128089,麦米转债,2019-12-26,002851,麦格米特,127.66,nan,nan,6.55
123038,联得转债,2019-12-25,300545,联得装备,30.79,nan,nan,2.0
113030,东风转债,2019-12-24,601515,衢州东峰,3.55,nan,nan,2.95328
128088,深南转债,2019-12-24,002916,深南电路,365.1,nan,nan,15.2
113559,永创转债,2019-12-23,603901,永创智能,9.53,nan,nan,5.1217
110065,淮矿转债,2019-12-23,600985,淮北矿业,18.13,nan,nan,27.574
113558,日月转债,2019-12-23,603218,日月股份,9.79,nan,nan,12.0
113556,至纯转债,2019-12-20,603690,至纯科技,25.63,nan,nan,3.56
110064,建工转债,2019-12-20,600939,重庆建工,2.61,nan,nan,16.6
123037,新莱转债,2019-12-19,300260,新莱应材,60.89,nan,nan,2.8
113557,森特转债,2019-12-19,603098,森特股份,10.18,nan,nan,6.0
113555,振德转债,2019-12-19,603301,振德医疗,84.09,nan,nan,4.4
128087,孚日转债,2019-12-17,002083,孚日股份,10.48,nan,nan,6.5
128086,国轩转债,2019-12-17,002074,国轩高科,27.69,nan,nan,18.5
113554,仙鹤转债,2019-12-16,603733,仙鹤股份,21.71,nan,nan,12.5
113029,明阳转债,2019-12-16,601615,明阳智能,10.85,nan,nan,17.0
128085,鸿达转债,2019-12-16,002002,ST鸿达,nan,nan,nan,24.2678
404003,鸿达退债,2019-12-16,400207,R鸿达1,nan,nan,nan,24.2678
128084,木森转债,2019-12-16,002745,木林森,11.96,nan,nan,26.600177
110063,鹰19转债,2019-12-13,600567,山鹰国际,1.36,nan,nan,18.6
113553,金牌转债,2019-12-13,603180,金牌家居,15.35,nan,nan,3.92
128083,新北转债,2019-12-12,002376,新北洋,6.78,nan,nan,8.77
123036,先导转债,2019-12-11,300450,先导智能,33.77,nan,nan,10.0
128082,华锋转债,2019-12-04,002806,华锋股份,14.64,nan,nan,3.524
113552,克来转债,2019-12-02,603960,克来机电,16.24,nan,nan,1.8
110062,烽火转债,2019-12-02,600498,烽火通信,42.71,nan,nan,30.8835
128081,海亮转债,2019-11-21,002203,海亮股份,20.29,nan,nan,31.5
113551,福特转债,2019-11-18,603806,福斯特,15.34,nan,nan,11.0
128080,顺丰转债,2019-11-18,002352,顺丰控股,33.41,nan,nan,58.0
113550,常汽转债,2019-11-18,603035,常熟汽饰,11.36,nan,nan,9.92424
113549,白电转债,2019-11-15,603861,白云电器,11.74,nan,nan,8.8
123035,利德转债,2019-11-14,300296,利亚德,5.15,nan,nan,8.0
110061,川投转债,2019-11-11,600674,川投能源,15.55,nan,nan,40.0
123034,通光转债,2019-11-04,300265,通光线缆,14.31,nan,nan,2.97
123033,金力转债,2019-11-01,300748,金力永磁,27.41,nan,nan,4.35
110060,天路转债,2019-10-28,600326,西藏天路,7.72,nan,nan,10.86988
113548,石英转债,2019-10-28,603688,石英股份,51.56,nan,nan,3.6
110059,浦发转债,2019-10-28,600000,浦发银行,9.07,nan,nan,500.0
127014,北方转债,2019-10-24,000065,北方国际,9.95,nan,nan,5.7821
113547,索发转债,2019-10-24,603612,索通发展,17.36,nan,nan,9.45
113546,迪贝转债,2019-10-23,603320,迪贝电气,17.63,nan,nan,2.2993
128078,太极转债,2019-10-21,002368,太极股份,13.75,nan,nan,10.0
128079,英联转债,2019-10-21,002846,英联股份,10.72,nan,nan,2.14
128077,华夏转债,2019-10-16,002928,华夏航空,6.32,nan,nan,7.9
128076,金轮转债,2019-10-14,002722,物产金轮,12.96,nan,nan,2.14
113545,金能转债,2019-10-14,603113,金能科技,5.33,nan,nan,15.0
123032,万里转债,2019-10-11,300591,万里马,7.31,nan,nan,1.8029
128074,游族转债,2019-09-23,002174,游族网络,12.07,nan,nan,11.5
128075,远东转债,2019-09-23,002406,远东传动,6.74,nan,nan,8.937
113544,桃李转债,2019-09-20,603866,桃李面包,4.3,nan,nan,10.0
123031,晶瑞转债,2019-08-29,300655,晶瑞电材,13.14,nan,nan,1.85
128073,哈尔转债,2019-08-22,002615,哈尔斯,6.62,nan,nan,3.0
128072,翔鹭转债,2019-08-20,002842,翔鹭钨业,39.07,nan,nan,3.019223
123030,九洲转债,2019-08-20,300040,九洲集团,5.91,nan,nan,3.08
113543,欧派转债,2019-08-16,603833,欧派家居,32.58,nan,nan,14.95
128071,合兴转债,2019-08-16,002228,合兴包装,3.21,nan,nan,5.9575
123029,英科转债,2019-08-16,300677,英科医疗,56.09,nan,nan,4.7
113542,好客转债,2019-08-01,603898,好莱客,11.28,nan,nan,6.3
113541,荣晟转债,2019-07-23,603165,荣晟环保,14.23,nan,nan,3.3
113540,南威转债,2019-07-15,603636,南威软件,6.92,nan,nan,6.6
113539,圣达转债,2019-07-03,603079,圣达生物,13.73,nan,nan,2.99136
128070,智能转债,2019-07-02,002877,智能自控,7.34,nan,nan,2.3
113538,安图转债,2019-06-28,603658,安图生物,33.52,nan,nan,6.82979
128069,华森转债,2019-06-24,002907,华森制药,16.32,nan,nan,3.0
123028,清水转债,2019-06-19,300437,清水源,11.52,nan,nan,4.9
113028,环境转债,2019-06-18,601200,上海环境,6.97,nan,nan,21.7
113027,华钰转债,2019-06-14,601020,华钰矿业,22.63,nan,nan,6.4
123027,蓝晓转债,2019-06-11,300487,蓝晓科技,63.5,nan,nan,3.4
123026,中环转债,2019-06-10,300692,中赋科技,9.01,nan,nan,2.9
113537,文灿转债,2019-06-10,603348,文灿股份,14.28,nan,nan,8.0
128068,和而转债,2019-06-04,002402,和而泰,19.15,nan,nan,5.47
113536,三星转债,2019-05-31,603578,三星新材,13.21,nan,nan,1.91565
113535,大业转债,2019-05-09,603278,大业股份,9.11,nan,nan,5.0
128067,一心转债,2019-04-19,002727,一心堂,11.35,nan,nan,6.026392
128066,亚泰转债,2019-04-17,002811,郑中设计,13.23,nan,nan,4.8
110058,永鼎转债,2019-04-16,600105,永鼎股份,41.0,nan,nan,9.8
128065,雅化转债,2019-04-16,002497,雅化集团,18.95,nan,nan,8.0
127013,创维转债,2019-04-15,000810,创维数字,9.74,nan,nan,10.4
113026,核能转债,2019-04-15,601985,中国核电,8.9,nan,nan,78.0
113025,明泰转债,2019-04-10,601677,明泰铝业,16.97,nan,nan,18.3911
113534,鼎胜转债,2019-04-09,603876,鼎胜新材,23.26,nan,nan,12.54
113024,核建转债,2019-04-08,601611,中国核建,10.86,nan,nan,29.9625
128064,司尔转债,2019-04-08,002538,ST司特,7.41,nan,nan,8.0
128063,未来转债,2019-04-03,002631,德尔未来,9.18,nan,nan,6.3
113533,参林转债,2019-04-03,603233,大参林,17.72,nan,nan,10.0
113532,海环转债,2019-04-02,603817,海峡环保,5.71,nan,nan,4.6
