债券代码,债券简称,申购日期,正股代码,正股简称,正股价,转股价,转股价值,发行规模
128062,亚药转债,2019-04-02,002370,亚太药业,5.6,nan,nan,9.65
110057,现代转债,2019-04-01,600420,国药现代,8.63,nan,nan,16.1594
123025,精测转债,2019-03-29,300567,精测电子,221.8,nan,nan,3.75
113531,百姓转债,2019-03-29,603883,老百姓,12.87,nan,nan,3.27
113530,大丰转债,2019-03-27,603081,大丰实业,10.03,nan,nan,6.3
128061,启明转债,2019-03-27,002439,启明星辰,13.42,nan,nan,10.45
128060,中装转债,2019-03-26,002822,ST中装,3.19,nan,nan,5.25
127012,招路转债,2019-03-22,001965,招商公路,9.6,nan,nan,50.0
123024,岱勒转债,2019-03-21,300700,岱勒新材,20.26,nan,nan,2.1
123023,迪森转债,2019-03-20,300335,迪森股份,5.56,nan,nan,6.0
110056,亨通转债,2019-03-19,600487,亨通光电,71.3,nan,nan,17.33
123022,长信转债,2019-03-18,300088,长信科技,7.1,nan,nan,12.3
110054,通威转债,2019-03-18,600438,通威股份,11.9,nan,nan,50.0
110055,伊力转债,2019-03-15,600197,伊力特,9.65,nan,nan,8.76
110053,苏银转债,2019-03-14,600919,江苏银行,12.07,nan,nan,200.0
113022,浙商转债,2019-03-12,601878,浙商证券,9.38,nan,nan,35.0
113529,绝味转债,2019-03-11,603517,ST绝味,11.33,nan,nan,10.0
128059,视源转债,2019-03-11,002841,视源股份,46.99,nan,nan,9.418304
127011,中鼎转2,2019-03-08,000887,中鼎股份,21.04,nan,nan,12.0
128058,拓邦转债,2019-03-07,002139,拓邦股份,9.64,nan,nan,5.73
110052,贵广转债,2019-03-05,600996,贵广网络,6.78,nan,nan,16.0
128057,博彦转债,2019-03-05,002649,博彦科技,9.77,nan,nan,5.758152
113021,中信转债,2019-03-04,601998,中信银行,8.66,nan,nan,400.0
123021,万信转2,2019-03-04,300168,万达信息,4.96,nan,nan,12.0
113528,长城转债,2019-03-01,603897,长城科技,30.47,nan,nan,6.34
123020,富祥转债,2019-03-01,300497,富祥股份,17.09,nan,nan,4.2
110051,中天转债,2019-02-28,600522,中天科技,36.08,nan,nan,39.6512
128056,今飞转债,2019-02-28,002863,今飞凯达,4.72,nan,nan,3.68
128055,长青转2,2019-02-27,002391,长青股份,5.28,nan,nan,9.138
123019,中来转债,2019-02-25,300393,中来股份,6.23,nan,nan,10.0
128054,中宠转债,2019-02-15,002891,中宠股份,28.4,nan,nan,1.9424
128053,尚荣转债,2019-02-14,002551,尚荣医疗,3.37,nan,nan,7.5
113527,维格转债,2019-01-24,603518,锦泓集团,8.02,nan,nan,7.46
113526,联泰转债,2019-01-23,603797,联泰环保,4.77,nan,nan,3.9
127010,平银转债,2019-01-21,000001,平安银行,11.59,nan,nan,260.0
127009,冰轮转债,2019-01-14,000811,冰轮环境,42.94,nan,nan,5.0913
128052,凯龙转债,2018-12-21,002783,凯龙股份,8.01,nan,nan,3.288548
123018,溢利转债,2018-12-20,300381,溢多利,6.15,nan,nan,6.649677
110050,佳都转债,2018-12-19,600728,佳都科技,4.73,nan,nan,8.74723
110049,海尔转债,2018-12-18,600690,海尔智家,21.12,nan,nan,30.0749
113525,台华转债,2018-12-17,603055,台华新材,9.3,nan,nan,5.33
128051,光华转债,2018-12-14,002741,光华科技,25.73,nan,nan,2.493
113524,奇精转债,2018-12-14,603677,奇精机械,13.55,nan,nan,3.3
128050,钧达转债,2018-12-10,002865,钧达股份,40.44,nan,nan,3.2
113523,伟明转债,2018-12-10,603568,伟明环保,15.04,nan,nan,6.7
110048,福能转债,2018-12-07,600483,福能股份,10.8,nan,nan,28.3
128049,华源转债,2018-11-27,002787,华源控股,21.84,nan,nan,4.0
113522,旭升转债,2018-11-22,603305,旭升集团,11.27,nan,nan,4.2
110047,山鹰转债,2018-11-21,600567,山鹰国际,1.36,nan,nan,23.0
123017,寒锐转债,2018-11-20,300618,寒锐钴业,35.4,nan,nan,4.4
110046,圆通转债,2018-11-20,600233,圆通速递,16.95,nan,nan,36.5
113020,桐昆转债,2018-11-19,601233,桐昆股份,26.0,nan,nan,38.0
113521,科森转债,2018-11-16,603626,科森科技,19.84,nan,nan,6.1
127008,特发转债,2018-11-16,000070,特发信息,16.5,nan,nan,4.194
128048,张行转债,2018-11-12,002839,张家港行,4.4,nan,nan,25.0
113520,百合转债,2018-11-08,603313,梦百合,6.05,nan,nan,5.1
123016,洲明转债,2018-11-07,300232,洲明科技,5.49,nan,nan,5.480346
113519,长久转债,2018-11-07,603569,长久物流,6.04,nan,nan,7.0
128047,光电转债,2018-11-05,002179,中航光电,35.5,nan,nan,13.0
128046,利尔转债,2018-10-17,002258,利尔化学,14.16,nan,nan,8.52
113518,顾家转债,2018-09-12,603816,顾家家居,24.79,nan,nan,10.9731
128045,机电转债,2018-08-27,002013,中航机电,nan,nan,nan,21.0
128044,岭南转债,2018-08-14,002717,*ST岭南,1.03,1.4,73.5714,6.6
123015,蓝盾转退,2018-08-13,300297,蓝盾退,nan,nan,nan,5.38
404001,蓝盾退债,2018-08-13,400194,R蓝盾1,nan,nan,nan,5.38
113517,曙光转债,2018-08-06,603019,中科曙光,86.54,nan,nan,11.2
128043,东音转债,2018-08-02,002793,罗欣药业,5.17,nan,nan,2.8132
113516,苏农转债,2018-08-02,603323,苏农银行,4.32,nan,nan,25.0
128042,凯中转债,2018-07-30,002823,凯中精密,13.09,nan,nan,4.16
123014,凯发转债,2018-07-27,300407,凯发电气,11.88,nan,nan,3.498948
113515,高能转债,2018-07-26,603588,高能环境,15.55,nan,nan,8.4
123013,横河转债,2018-07-26,300539,横河精密,18.29,nan,nan,1.4
123012,万顺转债,2018-07-20,300057,万顺新材,6.69,nan,nan,9.5
113514,威帝转债,2018-07-20,603023,威帝股份,4.31,nan,nan,2.0
123011,德尔转债,2018-07-18,300473,德尔股份,26.9,nan,nan,5.647066
128041,盛路转债,2018-07-17,002446,盛路通信,8.43,nan,nan,10.0
110045,海澜转债,2018-07-13,600398,海澜之家,5.97,nan,nan,30.0
113513,安井转债,2018-07-12,603345,安井食品,77.48,nan,nan,5.0
113512,景旺转债,2018-07-06,603228,景旺电子,96.74,nan,nan,9.78
123010,博世转债,2018-07-05,300422,博世科,4.16,nan,nan,4.3
127007,湖广转债,2018-06-28,000665,湖北广电,3.93,nan,nan,17.33592
110044,广电转债,2018-06-27,600831,广电网络,3.33,nan,nan,8.0
113511,千禾转债,2018-06-20,603027,千禾味业,7.24,nan,nan,3.56
113510,再升转债,2018-06-19,603601,再升科技,9.04,nan,nan,1.14
128040,华通转债,2018-06-14,002758,浙农股份,8.51,nan,nan,2.24
128039,三力转债,2018-06-08,002224,三力士,3.72,nan,nan,6.2
113509,新泉转债,2018-06-04,603179,新泉股份,39.81,nan,nan,4.5
113508,新凤转债,2018-04-26,603225,新凤鸣,20.42,nan,nan,21.53
113507,天马转债,2018-04-17,603668,天马科技,10.29,nan,nan,3.05
113506,鼎信转债,2018-04-16,603421,鼎信通讯,5.83,nan,nan,6.0
128038,利欧转债,2018-03-22,002131,利欧股份,4.59,nan,nan,21.975475
128037,岩土转债,2018-03-15,002542,*ST中岩,1.79,nan,nan,6.0366
127006,敖东转债,2018-03-13,000623,吉林敖东,18.68,nan,nan,24.13
127005,长证转债,2018-03-12,000783,长江证券,9.32,nan,nan,50.0
128036,金农转债,2018-03-09,002548,金新农,4.29,nan,nan,6.5
123009,星源转债,2018-03-07,300568,星源材质,15.53,nan,nan,4.8
113505,杭电转债,2018-03-06,603618,杭电股份,35.11,nan,nan,7.8
113504,艾华转债,2018-03-02,603989,艾华集团,28.38,nan,nan,6.91
113019,玲珑转债,2018-03-01,601966,玲珑轮胎,11.08,nan,nan,20.0
128035,大族转债,2018-02-06,002008,大族激光,90.0,nan,nan,23.0
123008,康泰转债,2018-02-01,300601,康泰生物,13.55,nan,nan,3.56
110043,无锡转债,2018-01-30,600908,无锡银行,5.54,nan,nan,30.0
128034,江银转债,2018-01-26,002807,江阴银行,4.08,nan,nan,20.0
113018,常熟转债,2018-01-19,601128,常熟银行,6.23,nan,nan,30.0
123007,道氏转债,2017-12-28,300409,道氏技术,18.52,nan,nan,4.8
128033,迪龙转债,2017-12-27,002658,雪迪龙,7.43,nan,nan,5.2
113017,吉视转债,2017-12-27,601929,吉视传媒,2.33,nan,nan,15.6
110042,航电转债,2017-12-25,600372,中航机载,11.07,nan,nan,24.0
128032,双环转债,2017-12-25,002472,双环传动,35.79,nan,nan,10.0
128030,天康转债,2017-12-22,002100,天康生物,7.4,nan,nan,10.0
110041,蒙电转债,2017-12-22,600863,华能蒙电,4.72,nan,nan,18.7522
128029,太阳转债,2017-12-22,002078,太阳纸业,14.89,nan,nan,12.0
128028,赣锋转债,2017-12-21,002460,赣锋锂业,54.13,nan,nan,9.28
123006,东财转债,2017-12-20,300059,东方财富,19.62,nan,nan,46.5
123005,万信转债,2017-12-19,300168,万达信息,4.96,nan,nan,9.0
123004,铁汉转债,2017-12-18,300197,节能铁汉,2.05,nan,nan,11.0
128027,崇达转债,2017-12-15,002815,崇达技术,14.34,nan,nan,8.0
113503,泰晶转债,2017-12-15,603738,泰晶科技,42.09,nan,nan,2.15
128026,众兴转债,2017-12-13,002772,众兴菌业,11.13,nan,nan,9.2
123003,蓝思转债,2017-12-08,300433,蓝思科技,39.05,nan,nan,48.0
128025,特一转债,2017-12-06,002728,特一药业,9.05,nan,nan,3.54
128024,宁行转债,2017-12-05,002142,宁波银行,33.75,nan,nan,100.0
128023,亚太转债,2017-12-04,002284,亚太股份,9.8,nan,nan,10.0
128022,众信转债,2017-12-01,002707,众信旅游,5.39,nan,nan,7.0
128021,兄弟转债,2017-11-28,002562,兄弟科技,4.92,nan,nan,7.0
123002,国祯转债,2017-11-24,300388,节能国祯,6.96,nan,nan,5.97
110040,生益转债,2017-11-24,600183,生益科技,140.97,nan,nan,18.0
110039,宝信转债,2017-11-17,600845,宝信软件,17.47,nan,nan,16.0
128020,水晶转债,2017-11-17,002273,水晶光电,26.81,nan,nan,11.8
110038,济川转债,2017-11-13,600566,济川药业,25.22,nan,nan,8.4316
113502,嘉澳转债,2017-11-10,603822,ST嘉澳,57.59,nan,nan,1.85
128019,久立转2,2017-11-08,002318,久立特材,19.59,nan,nan,10.4
128018,时达转债,2017-11-06,002527,新时达,11.2,nan,nan,8.825057
113016,小康转债,2017-11-06,601127,赛力斯,50.52,nan,nan,15.0
113015,隆基转债,2017-11-02,601012,隆基绿能,12.15,nan,nan,28.0
128017,金禾转债,2017-11-01,002597,金禾实业,20.31,nan,nan,6.0
113014,林洋转债,2017-10-27,601222,林洋能源,5.54,nan,nan,30.0
128016,雨虹转债,2017-09-25,002271,东方雨虹,11.38,nan,nan,18.4
113013,国君转债,2017-07-07,601211,国泰海通,17.91,nan,nan,70.0
128015,久其转债,2017-06-08,002279,久其软件,6.41,nan,nan,7.8
127004,模塑转债,2017-06-02,000700,模塑科技,11.68,nan,nan,8.1366
128014,永东转债,2017-04-17,002753,永东股份,6.64,nan,nan,3.4
113012,骆驼转债,2017-03-24,601311,骆驼股份,7.43,nan,nan,7.17
113011,光大转债,2017-03-17,601818,光大银行,3.04,nan,nan,300.0
128013,洪涛转债,2016-07-29,002325,*ST洪涛,nan,nan,nan,12.0
127003,海印转债,2016-06-08,000861,海印股份,nan,nan,nan,11.11
128012,辉丰转债,2016-04-21,002496,辉丰股份,2.17,nan,nan,8.45
113010,江南转债,2016-03-18,601199,江南水务,6.23,nan,nan,7.6
128011,汽模转债,2016-03-02,002510,天汽模,5.65,nan,nan,4.2
110035,白云转债,2016-02-26,600004,白云机场,7.62,nan,nan,35.0
128010,蔚蓝转债,2016-01-22,002245,蔚蓝锂芯,17.85,nan,nan,5.1
113009,广汽转债,2016-01-22,601238,广汽集团,5.17,nan,nan,41.0558
110034,九州转债,2016-01-15,600998,九州通,4.94,nan,nan,15.0
110033,国贸转债,2016-01-05,600755,厦门国贸,5.72,nan,nan,28.0
110032,三一转债,2016-01-04,600031,三一重工,19.06,nan,nan,45.0
123001,蓝标转债,2015-12-18,300058,蓝色光标,13.55,nan,nan,14.0
110031,航信转债,2015-06-12,600271,航天信息,6.91,nan,nan,24.0
113008,电气转债,2015-02-02,601727,上海电气,6.64,nan,nan,60.0
110030,格力转债,2014-12-25,600185,珠免集团,4.72,nan,nan,9.8
128009,歌尔转债,2014-12-12,002241,歌尔股份,23.89,nan,nan,25.0
113501,洛钼转债,2014-12-02,603993,洛阳钼业,19.51,nan,nan,49.0
110029,浙能转债,2014-10-13,600023,浙能电力,4.92,nan,nan,100.0
128008,齐峰转债,2014-09-15,002521,齐峰新材,6.8,nan,nan,7.6
113007,吉视转债,2014-09-05,601929,吉视传媒,2.33,nan,nan,17.0
128007,通鼎转债,2014-08-15,002491,通鼎互联,23.64,nan,nan,6.0
110028,冠城转债,2014-07-18,600067,冠城新材,2.88,nan,nan,18.0
110027,东方转债,2014-07-10,600875,东方电气,25.95,nan,nan,40.0
128006,长青转债,2014-06-20,002391,长青股份,5.28,nan,nan,6.3176
110025,国金转债,2014-05-14,600109,国金证券,8.79,nan,nan,25.0
128005,齐翔转债,2014-04-18,002408,齐翔腾达,5.45,nan,nan,12.4
128004,久立转债,2014-02-25,002318,久立特材,19.59,nan,nan,4.87
113006,深燃转债,2013-12-13,601139,深圳燃气,6.35,nan,nan,16.0
113005,平安转债,2013-11-22,601318,中国平安,55.87,nan,nan,260.0
127002,徐工转债,2013-10-25,000425,徐工机械,8.01,nan,nan,25.0
110024,隧道转债,2013-09-13,600820,隧道股份,5.44,nan,nan,26.0
128003,华天转债,2013-08-12,002185,华天科技,17.18,nan,nan,4.61
128002,东华转债,2013-07-26,002065,东华软件,6.94,nan,nan,10.0
110023,民生转债,2013-03-15,600016,民生银行,3.44,nan,nan,200.0
128001,泰尔转债,2013-01-09,002347,泰尔股份,6.04,nan,nan,3.2
127001,海直转债,2012-12-19,000099,中信海直,13.69,nan,nan,6.5
110022,同仁转债,2012-12-04,600085,同仁堂,24.35,nan,nan,12.05
110020,南山转债,2012-10-16,600219,南山铝业,4.83,nan,nan,60.0
113003,重工转债,2012-06-04,601989,中国重工,nan,nan,nan,80.5015
110019,恒丰转债,2012-03-23,600356,恒丰纸业,8.81,nan,nan,4.5
110018,国电转债,2011-08-19,600795,国电电力,5.23,nan,nan,55.0
110017,中海转债,2011-08-01,600026,中远海能,18.61,nan,nan,39.5
129031,巨轮转2,2011-07-19,002031,巨轮智能,5.23,nan,nan,3.5
125089,深机转债,2011-07-15,000089,深圳机场,6.49,nan,nan,20.0
110016,川投转债,2011-03-21,600674,川投能源,15.55,nan,nan,21.0
110015,石化转债,2011-02-23,600028,中国石化,5.29,nan,nan,230.0
125887,中鼎转债,2011-02-11,000887,中鼎股份,21.04,nan,nan,3.0
110013,国投转债,2011-01-25,600886,国投电力,13.91,nan,nan,34.0
110012,海运转债,2011-01-07,600798,宁波海运,3.29,nan,nan,7.2
110011,歌华转债,2010-11-25,600037,歌华有线,7.07,nan,nan,16.0
126729,燕京转债,2010-10-15,000729,燕京啤酒,11.48,nan,nan,11.3
113002,工行转债,2010-08-31,601398,工商银行,7.82,nan,nan,250.0
128233,塔牌转债,2010-08-26,002233,塔牌集团,7.37,nan,nan,6.3
126630,铜陵转债,2010-07-15,000630,铜陵有色,6.76,nan,nan,20.0
113001,中行转债,2010-06-02,601988,中国银行,6.14,nan,nan,400.0
125731,美丰转债,2010-06-02,000731,四川美丰,6.25,nan,nan,6.5
110009,双良转债,2010-05-04,600481,双良节能,4.34,nan,nan,7.2
110008,王府转债,2009-10-19,600859,王府井,9.96,nan,nan,8.21
110007,博汇转债,2009-09-23,600966,博汇纸业,4.99,nan,nan,9.75
125969,安泰转债,2009-09-16,000969,安泰科技,17.15,nan,nan,7.5
110006,龙盛转债,2009-09-14,600352,浙江龙盛,12.81,nan,nan,12.5
110005,西洋转债,2009-09-03,600558,大西洋,4.92,nan,nan,2.65
110004,厦工转债,2009-08-28,600815,厦工股份,4.05,nan,nan,6.0
126019,09长虹债,2009-07-31,600839,四川长虹,7.02,nan,nan,30.0
126018,08江铜债,2008-09-22,600362,江西铜业,49.2,nan,nan,68.0
110003,新钢转债,2008-08-21,600782,新钢股份,2.86,nan,nan,27.6
126017,08葛洲债,2008-06-26,600068,葛洲坝,nan,nan,nan,13.9
126016,08宝钢债,2008-06-20,600019,宝钢股份,5.82,nan,nan,100.0
126015,08康美债,2008-05-08,600518,康美药业,1.4,nan,nan,9.0
126014,08国电债,2008-05-07,600795,国电电力,5.23,nan,nan,39.95
125528,柳工转债,2008-04-18,000528,柳工,7.95,nan,nan,8.0
110002,南山转债,2008-04-18,600219,南山铝业,4.83,nan,nan,28.0
126013,08青啤债,2008-04-02,600600,青岛啤酒,50.99,nan,nan,15.0
110368,五洲转债,2008-02-29,600368,五洲交通,4.25,nan,nan,5.4
126012,08上港债,2008-02-20,600018,上港集团,5.18,nan,nan,24.5
126011,08石化债,2008-02-20,600028,中国石化,5.29,nan,nan,300.0
115003,中兴债1,2008-01-30,000063,中兴通讯,33.96,nan,nan,40.0
126009,08赣粤债,2008-01-28,600269,赣粤高速,3.83,nan,nan,12.0
126010,08中远债,2008-01-28,600428,中远海特,10.98,nan,nan,10.5
125572,海马转债,2008-01-16,000572,海马汽车,3.92,nan,nan,8.2
110598,大荒转债,2007-12-19,600598,北大荒,13.56,nan,nan,15.0
126008,08上汽债,2007-12-19,600104,上汽集团,10.24,nan,nan,63.0
125709,唐钢转债,2007-12-14,000709,河钢股份,2.13,nan,nan,30.0
126007,07日照债,2007-11-27,600017,日照港,2.92,nan,nan,8.8
110227,赤化转债,2007-10-10,600227,赤天化,4.16,nan,nan,4.5
126006,07深高债,2007-10-09,600548,深高速,8.23,nan,nan,15.0
110971,恒源转债,2007-09-24,600971,恒源煤电,8.96,nan,nan,4.0
110567,山鹰转债,2007-09-05,600567,山鹰国际,1.36,nan,nan,4.7
110026,中海转债,2007-07-02,600026,中远海能,18.61,nan,nan,20.0
