date,close,bond_value,convert_value,bond_premium,convert_premium
2021-01-04,116.238000,94.596178,91.690544,22.878115,26.772069
2021-01-05,117.980000,94.639253,90.830946,24.662861,29.889653
2021-01-06,115.567000,94.582933,87.392550,22.185891,32.238961
2021-01-07,115.500000,94.579231,84.670487,22.119834,36.411168
2021-01-08,116.480000,94.833707,88.968481,22.825527,30.922770
2021-01-11,117.300000,94.868646,89.541547,23.644644,31.000640
2021-01-12,118.900000,94.966632,93.839542,25.201871,26.705649
2021-01-13,118.999000,95.017142,92.120344,25.239507,29.177764
2021-01-14,119.600000,95.117805,91.117479,25.738814,31.259119
2021-01-15,117.054000,95.237232,88.681948,22.907815,31.993040
2021-01-18,117.940000,95.321286,89.541547,23.728922,31.715392
2021-01-19,117.399000,95.332873,88.538682,23.146399,32.596282
2021-01-20,116.810000,95.343825,86.532951,22.514490,34.989040
2021-01-21,118.490000,95.422020,89.541547,24.174692,32.329632
2021-01-22,118.000000,95.471354,87.822350,23.597284,34.362153
2021-01-25,118.000000,95.587446,89.111748,23.447173,32.418006
2021-01-26,114.720000,95.578902,87.106017,20.026488,31.701579
2021-01-27,113.501000,95.498946,85.100287,18.850526,33.373229
2021-01-28,111.681000,95.412267,88.538682,17.050987,26.138087
2021-01-29,111.000000,95.338608,90.401146,16.427124,22.786054
2021-02-01,108.936000,95.448838,87.392550,14.130253,24.651357
2021-02-02,107.000000,95.414020,85.530086,12.142848,25.102178
2021-02-03,107.500000,95.517767,89.541547,12.544506,20.056000
2021-02-04,106.538000,95.403342,90.401146,11.671140,17.850276
2021-02-05,104.900000,95.357310,87.679083,10.007298,19.640850
2021-02-08,104.500000,95.421522,86.962751,9.514078,20.166392
2021-02-09,107.227000,95.403352,87.106017,12.393325,23.099418
2021-02-10,108.500000,95.430067,87.106017,13.695823,24.560855
2021-02-18,113.000000,95.471059,98.853868,18.360476,14.310145
2021-02-19,114.801000,95.532137,102.578797,20.170033,11.914941
2021-02-22,117.300000,95.597119,101.146132,22.702442,15.970822
2021-02-23,116.970000,95.700077,99.856734,22.225608,17.137819
2021-02-24,117.846000,95.703848,102.578797,23.136114,14.883391
2021-02-25,115.100000,95.722067,100.859599,20.243955,14.119034
2021-02-26,114.510000,95.649354,101.432665,19.718530,12.892627
2021-03-01,117.470000,95.718128,106.446991,22.724925,10.355397
2021-03-02,119.000000,95.750215,107.306590,24.281705,10.897196
2021-03-03,120.200000,95.676729,110.601719,25.631385,8.678238
2021-03-04,117.580000,95.796172,108.739255,22.739769,8.130224
2021-03-05,117.000000,95.928870,108.452722,21.965369,7.881110
2021-03-08,116.899000,95.889735,109.169054,21.909816,7.080711
2021-03-09,116.800000,95.915597,104.871060,21.773730,11.374863
2021-03-10,116.000000,95.915655,103.008596,20.939590,12.611961
2021-03-11,119.600000,95.861274,108.882521,24.763625,9.843158
2021-03-12,119.500000,95.837432,107.449857,24.690320,11.214667
2021-03-15,117.900000,95.946721,108.022923,22.880697,9.143501
2021-03-16,118.200000,95.856650,107.306590,23.309128,10.151669
2021-03-17,118.124000,95.979547,107.020057,23.072054,10.375572
2021-03-18,117.072000,96.068270,103.008596,21.863338,13.652651
2021-03-19,116.297000,96.069510,100.859599,21.055057,15.305832
2021-03-22,116.823000,96.146370,102.292264,21.505368,14.205118
2021-03-23,117.000000,96.171605,100.286533,21.657531,16.665714
2021-03-24,116.500000,96.289238,99.140401,20.989638,17.510116
2021-03-25,115.000000,96.335688,99.713467,19.374244,15.330460
2021-03-26,116.246000,96.404143,99.570201,20.581955,16.747781
2021-03-29,116.599000,96.413563,100.429799,20.936304,16.100003
2021-03-30,116.775000,96.421308,100.429799,21.109122,16.275250
2021-03-31,118.000000,96.506858,103.438395,22.271103,14.077562
2021-04-01,118.303000,96.410256,103.438395,22.707899,14.370490
2021-04-02,123.160000,96.400551,112.893983,27.758605,9.093503
2021-04-06,127.000000,96.427409,114.756447,31.705291,10.669164
2021-04-07,126.799000,96.453703,115.472779,31.460998,9.808563
2021-04-08,126.999000,96.452458,113.467049,31.670050,11.925886
2021-04-09,124.100000,96.538066,113.037249,28.550327,9.786819
2021-04-12,123.000000,96.546369,110.315186,27.399924,11.498701
2021-04-13,122.175000,96.573685,108.309456,26.509618,12.801786
2021-04-14,124.638000,96.657866,110.315186,28.947601,12.983538
2021-04-15,125.100000,96.719599,110.601719,29.342969,13.108549
2021-04-16,126.296000,96.765846,109.169054,30.517125,15.688462
2021-04-19,127.310000,96.828608,110.458453,31.479738,15.256005
2021-04-20,127.198000,96.873844,109.598854,31.302728,16.057783
2021-04-21,123.500000,96.959360,107.736390,27.372953,14.631649
2021-04-22,126.587000,96.973698,112.177650,30.537457,12.845116
2021-04-23,125.492000,97.001954,110.028653,29.370590,14.053927
2021-04-26,123.290000,96.997328,105.444126,27.106595,16.924484
2021-04-27,121.000000,96.970697,101.862464,24.779963,18.787623
2021-04-28,120.980000,97.016387,102.435530,24.700583,18.103552
2021-04-29,120.486000,97.024171,102.578797,24.181427,17.457022
2021-04-30,120.200000,97.057168,102.722063,23.844537,17.014784
2021-05-06,119.000000,97.152103,101.575931,22.488342,17.153738
2021-05-07,119.440000,97.179112,102.578797,22.907071,16.437318
2021-05-10,116.600000,97.241235,100.000000,19.907979,16.600000
2021-05-11,116.162000,97.302934,98.853868,19.381806,17.508806
2021-05-12,116.522000,97.367675,99.283668,19.672161,17.362707
