date,close,bond_value,convert_value,bond_premium,convert_premium
2021-01-04,122.117000,97.296603,104.513889,25.510034,16.842844
2021-01-05,121.100000,97.398670,105.034722,24.334347,15.295207
2021-01-06,121.400000,97.421735,104.166667,24.612850,16.544000
2021-01-07,121.301000,97.444331,102.604167,24.482357,18.222294
2021-01-08,121.448000,97.625575,101.909722,24.401828,19.172143
2021-01-11,122.200000,97.696194,100.694444,25.081638,21.357241
2021-01-12,121.000000,97.788584,101.388889,23.736325,19.342466
2021-01-13,120.500000,97.685614,99.305556,23.354908,21.342657
2021-01-14,120.550000,97.886159,99.479167,23.153265,21.181152
2021-01-15,121.366000,97.956839,100.694444,23.897423,20.528993
2021-01-18,121.000000,98.028150,101.215278,23.433931,19.547170
2021-01-19,121.500000,98.035193,103.298611,23.935085,17.620168
2021-01-20,121.981000,98.007879,102.083333,24.460402,19.491592
2021-01-21,121.096000,98.059992,101.041667,23.491749,19.847588
2021-01-22,120.300000,98.121519,98.437500,22.603076,22.209524
2021-01-25,119.090000,98.166132,98.958333,21.314752,20.343579
2021-01-26,118.462000,98.083431,97.048611,20.776771,22.064601
2021-01-27,117.202000,98.027139,98.437500,19.560768,19.062349
2021-01-28,114.208000,97.944511,97.222222,16.604798,17.471086
2021-01-29,113.332000,97.897058,97.395833,15.766502,16.362267
2021-02-01,111.400000,97.914972,96.701389,13.772181,15.200000
2021-02-02,109.900000,97.973760,96.006944,12.172892,14.470886
2021-02-03,108.000000,98.049858,93.055556,10.148044,16.059701
2021-02-04,107.700000,97.969544,93.750000,9.932123,14.880000
2021-02-05,108.813000,97.933067,98.958333,11.109560,9.958400
2021-02-08,112.299000,97.884176,97.743056,14.726409,14.892050
2021-02-09,113.100000,97.826664,98.611111,15.612651,14.692958
2021-02-10,112.800000,97.775728,98.958333,15.366055,13.987368
2021-02-18,114.200000,97.894241,99.826389,16.656505,14.398609
2021-02-19,115.800000,97.893386,101.388889,18.291955,14.213699
2021-02-22,115.952000,97.889434,100.694444,18.452007,15.152331
2021-02-23,116.098000,97.977718,101.736111,18.494289,14.116805
2021-02-24,116.502000,97.959540,100.520833,18.928693,15.898363
2021-02-25,116.500000,97.990457,100.520833,18.889128,15.896373
2021-02-26,115.850000,97.925153,98.263889,18.304641,17.896820
2021-03-01,114.500000,97.995737,98.611111,16.841817,16.112676
2021-03-02,112.500000,98.051047,97.743056,14.736154,15.097691
2021-03-03,114.778000,98.103156,100.694444,16.997256,13.986428
2021-03-04,115.010000,98.233070,101.909722,17.078699,12.854787
2021-03-05,114.700000,98.360869,101.736111,16.611414,12.742662
2021-03-08,114.700000,98.471544,100.868056,16.480351,13.712909
2021-03-09,114.772000,98.485469,99.479167,16.536989,15.372901
2021-03-10,113.390000,98.502390,97.743056,15.113958,16.008242
2021-03-11,114.500000,98.562183,99.131944,16.170317,15.502627
2021-03-12,114.330000,98.610594,99.479167,15.940890,14.928586
2021-03-15,115.200000,98.628904,102.430556,16.801460,12.466441
2021-03-16,116.459000,98.611944,102.951389,18.098270,13.120378
2021-03-17,115.512000,98.690736,103.472222,17.044420,11.635758
2021-03-18,116.032000,98.686079,102.256944,17.576867,13.471022
2021-03-19,115.111000,98.736363,99.131944,16.584201,16.118977
2021-03-22,115.201000,98.758515,99.479167,16.649183,15.804147
2021-03-23,114.400000,98.767297,98.958333,15.827813,15.604211
2021-03-24,113.290000,98.873551,98.958333,14.580693,14.482526
2021-03-25,111.910000,98.877679,98.090278,13.180246,14.088779
2021-03-26,112.101000,98.923179,98.611111,13.321267,13.679887
2021-03-29,111.240000,98.950942,98.437500,12.419344,13.005714
2021-03-30,111.058000,98.991236,97.569444,12.189729,13.824569
2021-03-31,111.200000,99.019798,96.701389,12.300774,14.993178
2021-04-01,110.809000,99.008671,96.180556,11.918480,15.209357
2021-04-02,111.200000,98.946218,96.701389,12.384286,14.993178
2021-04-06,111.780000,99.033216,96.354167,12.871221,16.009514
2021-04-07,111.580000,99.025290,96.180556,12.678287,16.010975
2021-04-08,110.748000,98.986744,96.180556,11.881647,15.145935
2021-04-09,109.900000,99.050630,95.659722,10.953358,14.886388
2021-04-12,109.716000,99.080264,96.006944,10.734465,14.279233
2021-04-13,109.400000,99.130351,94.444444,10.359742,15.835294
2021-04-14,109.270000,99.218792,94.618056,10.130347,15.485358
2021-04-15,108.800000,99.302003,95.138889,9.564758,14.359124
2021-04-16,109.702000,99.338967,96.354167,10.431992,13.852886
2021-04-19,109.699000,99.430294,96.180556,10.327543,14.055278
2021-04-20,110.181000,99.463919,95.138889,10.774843,15.810686
2021-04-21,111.002000,99.519419,96.354167,11.538031,15.202076
2021-04-22,110.589000,99.503125,95.312500,11.141232,16.027803
2021-04-23,109.211000,99.532736,94.270833,9.723700,15.848133
2021-04-26,108.521000,99.559822,93.923611,9.000797,15.541767
