date,code,open,high,low,close,preclose,volume,amount,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2025-06-05,sh.603049,57.0000000000,57.0000000000,49.5000000000,49.6800000000,46.5000000000,52175923,2707087008.9400,61.511200,1,6.838700,12.361000,2.329204,1.064666,540.710330,0
2025-06-06,sh.603049,49.2000000000,49.2000000000,47.0000000000,47.0300000000,49.6800000000,28670114,1365486007.2600,33.799800,1,-5.334100,11.701648,2.204961,1.007876,511.868092,0
2025-06-09,sh.603049,46.7500000000,47.4800000000,46.7200000000,46.9600000000,47.0300000000,15066699,708269824.0000,17.762400,1,-0.148800,11.684231,2.201679,1.006375,511.106222,0
2025-06-10,sh.603049,47.0000000000,47.5900000000,46.7200000000,47.2600000000,46.9600000000,15036570,708773566.3000,17.726900,1,0.638800,11.758874,2.215744,1.012805,514.371381,0
2025-06-11,sh.603049,47.4100000000,47.4300000000,46.9500000000,46.9500000000,47.2600000000,11491896,541135746.2100,13.548000,1,-0.655900,11.681743,2.201210,1.006161,510.997383,0
2025-06-12,sh.603049,47.0100000000,47.0200000000,46.6000000000,46.6400000000,46.9500000000,10464626,488961195.7500,12.337000,1,-0.660300,11.604611,2.186676,0.999518,507.623386,0
2025-06-13,sh.603049,46.5500000000,46.5500000000,45.3000000000,45.3100000000,46.6400000000,12722767,584500141.7400,14.999100,1,-2.851600,11.273690,2.124320,0.971015,493.147847,0
2025-06-16,sh.603049,45.0000000000,45.3100000000,44.8000000000,45.1500000000,45.3100000000,5689827,256424583.5200,6.707800,1,-0.353100,11.233880,2.116818,0.967586,491.406429,0
2025-06-17,sh.603049,45.1500000000,45.3400000000,44.8600000000,44.9900000000,45.1500000000,5524656,249154650.6000,6.513100,1,-0.354400,11.194070,2.109317,0.964157,489.665011,0
2025-06-18,sh.603049,44.8800000000,45.1000000000,44.8100000000,44.8900000000,44.9900000000,4622485,207614218.9000,5.449500,1,-0.222300,11.169189,2.104629,0.962014,488.576625,0
2025-06-19,sh.603049,45.0000000000,45.0100000000,43.9100000000,44.0000000000,44.8900000000,7341374,326169089.0400,8.654900,1,-1.982600,10.947746,2.062902,0.942941,478.889986,0
2025-06-20,sh.603049,43.9700000000,44.1200000000,43.4700000000,43.4900000000,44.0000000000,4894755,213826709.2200,5.770500,1,-1.159100,10.820852,2.038991,0.932012,473.339216,0
2025-06-23,sh.603049,43.1000000000,43.8800000000,43.0100000000,43.8300000000,43.4900000000,4519744,196216346.8000,5.328400,1,0.781800,10.905448,2.054931,0.939298,477.039730,0
2025-06-24,sh.603049,43.7900000000,44.4700000000,43.6800000000,44.3000000000,43.8300000000,5334744,235758511.3100,6.289200,1,1.072300,11.022390,2.076967,0.949370,482.155145,0
2025-06-25,sh.603049,44.1900000000,44.6500000000,44.1100000000,44.5600000000,44.3000000000,5044749,223589182.0900,5.947400,1,0.586900,11.087081,2.089157,0.954942,484.984950,0
2025-06-26,sh.603049,44.3800000000,44.4700000000,44.0800000000,44.0800000000,44.5600000000,4368575,193460339.7600,5.150200,1,-1.077200,10.967651,2.066652,0.944656,479.760696,0
2025-06-27,sh.603049,44.0500000000,44.6300000000,44.0500000000,44.4200000000,44.0800000000,4683194,208016713.4100,5.521100,1,0.771300,11.052247,2.082593,0.951942,483.461209,0
2025-06-30,sh.603049,44.4200000000,44.9400000000,44.3700000000,44.8800000000,44.4200000000,4830966,215947224.9300,5.695300,1,1.035600,11.166701,2.104160,0.961800,488.467786,0
2025-07-01,sh.603049,44.8200000000,44.8200000000,44.4200000000,44.5500000000,44.8800000000,3571285,159242686.8500,4.210300,1,-0.735300,11.084593,2.088688,0.954728,484.876111,0
2025-07-02,sh.603049,44.5700000000,44.7300000000,44.4400000000,44.6000000000,44.5500000000,3019197,134592744.7900,3.559400,1,0.112200,11.097033,2.091032,0.955799,485.420304,0
2025-07-03,sh.603049,44.5200000000,44.7900000000,44.4400000000,44.6900000000,44.6000000000,2868218,127926888.8300,3.381400,1,0.201800,11.119427,2.095252,0.957728,486.399852,0
2025-07-04,sh.603049,44.6100000000,45.8700000000,44.6100000000,45.4200000000,44.6900000000,8066466,366580621.3800,9.509700,1,1.633500,11.301060,2.129477,0.973372,494.345072,0
2025-07-07,sh.603049,45.5900000000,46.3100000000,45.4500000000,46.2200000000,45.4200000000,8794477,404584639.1900,10.368000,1,1.761300,11.500110,2.166985,0.990517,503.052163,0
2025-07-08,sh.603049,46.0100000000,46.4300000000,45.8800000000,46.3000000000,46.2200000000,6507553,300789962.8200,7.671900,1,0.173100,11.520015,2.170735,0.992231,503.922872,0
2025-07-09,sh.603049,46.1000000000,46.2200000000,45.8600000000,45.9100000000,46.3000000000,4829109,222121265.9300,5.693100,1,-0.842300,11.422978,2.152450,0.983873,499.678165,0
2025-07-10,sh.603049,45.9900000000,46.6600000000,45.8800000000,46.5000000000,45.9100000000,7507998,348274447.4000,8.851300,1,1.285100,11.569777,2.180112,0.996517,506.099645,0
2025-07-11,sh.603049,46.3600000000,46.4500000000,46.1300000000,46.2500000000,46.5000000000,4572427,211621041.5800,5.390500,1,-0.537600,11.507574,2.168391,0.991160,503.378679,0
2025-07-14,sh.603049,46.2500000000,46.6800000000,46.1300000000,46.6800000000,46.2500000000,4328948,201139628.6200,5.103500,1,0.929700,11.614563,2.188551,1.000375,508.058740,0
