date,nav,n_open
2016-08-29,4000000.0,0.0
2016-08-30,4000000.0,0.0
2016-08-31,4000000.0,0.0
2016-09-01,4000000.0,0.0
2016-09-02,4000000.0,0.0
2016-09-05,4000000.0,0.0
2016-09-06,4000000.0,0.0
2016-09-07,4000000.0,0.0
2016-09-08,4000000.0,0.0
2016-09-09,4000000.0,0.0
2016-09-12,4000000.0,0.0
2016-09-13,4000000.0,0.0
2016-09-14,4000000.0,0.0
2016-09-19,4000000.0,0.0
2016-09-20,4000000.0,0.0
2016-09-21,4000000.0,0.0
2016-09-22,3999520.7,2.0
2016-09-23,3997909.6802399997,3.0
2016-09-26,3995899.166005,1.0
2016-09-27,3996411.816829,2.0
2016-09-28,3993831.150368001,15.0
2016-09-29,3997352.985769001,15.0
2016-09-30,3995540.1811390007,17.0
2016-10-10,4008855.3873520005,18.0
2016-10-11,4010252.734745001,18.0
2016-10-12,4013426.5906890007,19.0
2016-10-13,4013914.137071001,20.0
2016-10-14,4014849.070005001,18.0
2016-10-17,4012949.013568501,16.0
2016-10-18,4018235.439139501,15.0
2016-10-19,4022895.1662425008,16.0
2016-10-20,4024372.2372355005,11.0
2016-10-21,4023261.2498875004,10.0
2016-10-24,4026068.011945501,8.0
2016-10-25,4029462.8187775007,6.0
2016-10-26,4029546.713211501,4.0
2016-10-27,4028990.907425501,3.0
2016-10-28,4030208.647201501,3.0
2016-10-31,4029929.7829735014,1.0
2016-11-01,4030039.169939501,1.0
2016-11-02,4029838.6680835015,2.0
2016-11-03,4029465.5464995014,3.0
2016-11-04,4029050.956051502,3.0
2016-11-07,4029193.7148915017,3.0
2016-11-08,4028721.6382035017,3.0
2016-11-09,4028361.123625502,3.0
2016-11-10,4028701.3743075016,3.0
2016-11-11,4029381.158299502,3.0
2016-11-14,4028808.8744255016,1.0
2016-11-15,4028321.1882695016,1.0
2016-11-16,4028153.0206295014,1.0
2016-11-17,4028001.6697535017,1.0
2016-11-18,4027945.5859335014,2.0
2016-11-21,4028622.4026975012,2.0
2016-11-22,4029258.2720895014,2.0
2016-11-23,4028569.7445675014,1.0
2016-11-24,4028047.7445675014,1.0
2016-11-25,4028542.6332955016,2.0
2016-11-28,4027624.8818595014,5.0
2016-11-29,4026353.3576225014,5.0
2016-11-30,4025979.0740745016,5.0
2016-12-01,4027297.7396655013,8.0
2016-12-02,4023725.4698885013,13.0
2016-12-05,4024058.987642501,10.0
2016-12-06,4031206.4215165004,18.0
2016-12-07,4034000.2384285005,19.0
2016-12-08,4031155.4742335007,19.0
2016-12-09,4028472.7177645005,19.0
2016-12-12,4009554.0166115006,11.0
2016-12-13,4005278.2712775012,2.0
2016-12-14,3984620.0976135014,126.0
2016-12-15,4028395.8391205017,139.0
2016-12-16,4076403.2739305003,167.0
2016-12-19,4049007.3424375006,171.0
2016-12-20,4060657.447719002,172.0
2016-12-21,4111457.494189997,174.0
2016-12-22,4119566.799997001,169.0
2016-12-23,4037069.4163105018,161.0
2016-12-26,4053895.4522960004,140.0
2016-12-27,4055332.5590235023,148.0
2016-12-28,4038458.8686875002,146.0
2016-12-29,4022788.263452502,149.0
2016-12-30,4009857.543398502,140.0
2017-01-03,4046835.5488715023,141.0
2017-01-04,4083865.257293502,133.0
2017-01-05,4069665.4560605017,109.0
2017-01-06,4015837.1015075017,76.0
2017-01-09,4009891.637828502,65.0
2017-01-10,4007667.939605502,64.0
2017-01-11,3987548.3681135015,43.0
2017-01-12,3975315.7983465013,31.0
2017-01-13,3961844.5924095013,28.0
2017-01-16,3949191.3140865015,8.0
2017-01-17,3949386.422952501,6.0
2017-01-18,3922022.0319505,93.0
2017-01-19,3931392.271390499,95.0
2017-01-20,3997782.906814499,127.0
2017-01-23,4027453.7133064987,136.0
2017-01-24,3991684.4335424993,138.0
2017-01-25,4024221.174476999,136.0
2017-01-26,4034505.731360999,143.0
2017-02-03,4028761.7644619993,149.0
2017-02-06,4104118.313029998,153.0
2017-02-07,4102713.223419999,143.0
2017-02-08,4140553.1320239995,135.0
2017-02-09,4169547.9231664995,104.0
2017-02-10,4152794.626134499,56.0
2017-02-13,4166426.324975999,51.0
2017-02-14,4165270.152095498,37.0
2017-02-15,4158530.684075498,29.0
2017-02-16,4160465.351194498,28.0
2017-02-17,4153978.090846498,23.0
2017-02-20,4152374.5971184983,21.0
2017-02-21,4159655.5452184984,20.0
2017-02-22,4160514.2983734985,17.0
2017-02-23,4160608.0370284985,15.0
2017-02-24,4162693.7579964986,13.0
2017-02-27,4163571.416495999,9.0
2017-02-28,4164029.8818659987,8.0
2017-03-01,4163334.6498799985,8.0
2017-03-02,4160407.9154719985,9.0
2017-03-03,4159111.8650819985,7.0
2017-03-06,4160199.8112709983,8.0
2017-03-07,4161628.052590999,9.0
2017-03-08,4162314.762073999,8.0
2017-03-09,4159796.3039209987,8.0
2017-03-10,4160070.237065999,8.0
2017-03-13,4159295.497202999,6.0
2017-03-14,4159792.034853999,6.0
2017-03-15,4157327.435815999,8.0
2017-03-16,4159071.009968999,9.0
2017-03-17,4164814.012583999,10.0
2017-03-20,4165133.7414929993,9.0
2017-03-21,4167582.3881029994,9.0
2017-03-22,4167816.832360999,8.0
2017-03-23,4166674.283431999,9.0
2017-03-24,4166079.377248999,9.0
2017-03-27,4168144.132643999,9.0
2017-03-28,4166979.286430999,8.0
2017-03-29,4164033.4131339993,9.0
2017-03-30,4158703.9180699987,7.0
2017-03-31,4157664.3251379994,4.0
2017-04-05,4160983.369197,12.0
2017-04-06,4164292.510696,17.0
2017-04-07,4163498.5321595,18.0
2017-04-10,4154780.4163100002,11.0
2017-04-11,4151093.6244840003,6.0
2017-04-12,4133221.469742,42.0
2017-04-13,4137489.7982230005,45.0
2017-04-14,4121558.830414001,91.0
2017-04-17,4032268.1971340016,36.0
2017-04-18,4021145.8854450025,46.0
2017-04-19,4042538.496208002,70.0
2017-04-20,4003789.316909003,204.0
2017-04-21,3970876.226381003,225.0
2017-04-24,3832094.102093003,184.0
2017-04-25,3863371.349228003,186.0
2017-04-26,3909827.2068280033,219.0
2017-04-27,3998379.893431005,218.0
2017-04-28,4020723.7065860033,219.0
2017-05-02,4007143.517821003,219.0
2017-05-03,4019713.4574880037,216.0
2017-05-04,3986092.2037860015,220.0
2017-05-05,3933232.017577004,216.0
2017-05-08,3817611.0114215054,170.0
2017-05-09,3853540.5498095034,152.0
2017-05-10,3782080.082742003,198.0
2017-05-11,3755780.3342310023,134.0
2017-05-12,3753855.7486885036,140.0
2017-05-15,3761975.356039003,150.0
2017-05-16,3822849.9189180033,153.0
2017-05-17,3846520.882380505,148.0
2017-05-18,3829061.1937385034,135.0
2017-05-19,3828999.688551504,130.0
2017-05-22,3767036.5851125037,113.0
2017-05-23,3696480.6755365035,70.0
2017-05-24,3692262.991019004,45.0
2017-05-25,3721335.135679004,146.0
2017-05-26,3740365.1202970045,182.0
2017-05-31,3734503.9348945054,187.0
2017-06-01,3600837.962817504,158.0
2017-06-02,3645525.6492805043,133.0
2017-06-05,3691432.316094004,166.0
2017-06-06,3715463.1444160054,168.0
2017-06-07,3813054.2636530055,164.0
2017-06-08,3807985.413036504,143.0
2017-06-09,3807294.1028095046,135.0
2017-06-12,3717288.7857455043,129.0
2017-06-13,3782203.7125115027,130.0
2017-06-14,3795370.894714504,138.0
2017-06-15,3858399.0691740047,122.0
2017-06-16,3856897.253685506,88.0
2017-06-19,3864808.9127645055,73.0
2017-06-20,3870356.1147885052,58.0
2017-06-21,3872017.1614685054,49.0
2017-06-22,3846908.5238100053,47.0
2017-06-23,3836434.474449006,40.0
2017-06-26,3846554.482141006,38.0
2017-06-27,3844461.301389006,34.0
2017-06-28,3832110.248217006,35.0
2017-06-29,3832083.321874006,32.0
2017-06-30,3834327.1690580063,37.0
2017-07-03,3838838.9432150065,37.0
2017-07-04,3838005.6043430064,36.0
2017-07-05,3847039.3127520066,35.0
2017-07-06,3844867.954645006,27.0
2017-07-07,3845842.265330006,24.0
2017-07-10,3833983.1398260053,18.0
2017-07-11,3825743.737621005,13.0
2017-07-12,3822040.400528005,7.0
2017-07-13,3818644.259428005,10.0
2017-07-14,3817233.546495005,11.0
2017-07-17,3804789.667363005,6.0
2017-07-18,3803627.250869006,3.0
2017-07-19,3813283.2418540064,68.0
2017-07-20,3813127.9548840066,80.0
2017-07-21,3795078.8443070063,89.0
2017-07-24,3806220.614729007,80.0
2017-07-25,3808402.6514930055,100.0
2017-07-26,3794315.443273006,118.0
2017-07-27,3858017.812783005,117.0
2017-07-28,3832959.3007330066,136.0
2017-07-31,3826895.2348730057,137.0
2017-08-01,3847091.8297420056,143.0
2017-08-02,3811019.8148060055,141.0
2017-08-03,3845231.213510007,132.0
2017-08-04,3816848.190499507,126.0
2017-08-07,3833337.311918506,122.0
2017-08-08,3837066.1510020066,114.0
2017-08-09,3837234.8382525058,103.0
2017-08-10,3812942.4748745067,87.0
2017-08-11,3795478.685812507,64.0
2017-08-14,3823572.7442225064,64.0
2017-08-15,3841076.669226506,49.0
2017-08-16,3856084.477240506,31.0
2017-08-17,3855764.6071360065,16.0
2017-08-18,3853987.6217660066,14.0
2017-08-21,3855636.2012465065,13.0
2017-08-22,3854572.4434765065,12.0
2017-08-23,3853458.3073145067,10.0
2017-08-24,3852459.682241507,9.0
2017-08-25,3854437.812207507,10.0
2017-08-28,3856796.117051507,12.0
2017-08-29,3857241.9182735067,10.0
2017-08-30,3859976.286130507,8.0
2017-08-31,3860920.0511925076,8.0
2017-09-01,3861672.7189185075,7.0
2017-09-04,3864298.7355825077,6.0
2017-09-05,3862785.1276615076,3.0
2017-09-06,3862275.2977735074,4.0
2017-09-07,3861655.6865785075,4.0
2017-09-08,3862743.4054215075,4.0
2017-09-11,3863257.735113507,3.0
