code,entry_date,entry_price,exit_date,exit_price,reason,bars,gross_ret,ret,score,ret5,shrink,gap,density,priority
sz.000620,2020-08-04,4.9575,2020-08-05,4.7926,SL,2,-0.033254,-0.036196,0.1036,0.0095,0.7267,-0.0071,2,0.1036
sz.000958,2020-09-10,15.7435,2020-09-10,15.2712,SL,1,-0.03,-0.032948,0.2683,-0.1293,0.5231,0.0021,6,0.2683
sh.600702,2020-09-10,83.0825,2020-09-14,87.2366,TP,3,0.05,0.046913,0.261,-0.108,0.5095,0.0003,6,0.261
sz.000010,2020-09-10,46.9731,2020-09-10,45.5639,SL,1,-0.03,-0.032948,0.2347,-0.1349,0.6156,0.0,6,0.2347
sh.600007,2020-09-10,19.5695,2020-09-17,19.8287,TIME,6,0.013245,0.010222,0.1789,-0.0932,0.6926,0.0052,6,0.1789
sz.002134,2020-09-10,12.1985,2020-09-10,11.8325,SL,1,-0.03,-0.032948,0.1671,-0.0527,0.6612,0.0041,6,0.1671
sh.600684,2020-09-10,39.8331,2020-09-10,38.6381,SL,1,-0.03,-0.032948,0.1025,0.0168,0.7187,0.0,6,0.1025
sh.600067,2020-10-13,75.3302,2020-10-20,77.1429,TIME,6,0.024064,0.021022,0.1816,-0.0529,0.6253,-0.0053,3,0.1816
sh.603886,2020-10-13,20.0479,2020-10-14,19.4465,SL,2,-0.03,-0.032947,0.1695,-0.1039,0.7319,-0.004,3,0.1695
sz.002307,2020-10-13,24.1103,2020-10-15,23.387,SL,3,-0.03,-0.032947,0.1477,-0.077,0.7464,0.0,3,0.1477
sz.000036,2020-11-02,42.7606,2020-11-09,43.3833,TIME,6,0.014563,0.011538,0.1841,-0.0587,0.6279,-0.012,3,0.1841
sz.002952,2020-11-02,37.4726,2020-11-05,39.3462,TP,4,0.05,0.046913,0.1834,-0.1019,0.6942,-0.0067,3,0.1834
sh.600753,2020-11-02,28.4739,2020-11-03,29.8976,TP,2,0.05,0.046913,0.1386,-0.0362,0.7078,-0.0078,3,0.1386
sz.002109,2020-11-10,13.0736,2020-11-11,13.7273,TP,2,0.05,0.046913,0.224,-0.0709,0.5464,-0.0028,3,0.224
sh.603677,2020-11-10,31.9612,2020-11-11,31.0023,SL,2,-0.03,-0.032948,0.1463,-0.0637,0.7299,0.0008,3,0.1463
sh.600970,2020-11-10,70.6852,2020-11-11,74.2195,TP,2,0.05,0.046912,0.1317,-0.0103,0.6862,0.0015,3,0.1317
sh.603608,2020-12-23,10.548,2020-12-24,10.2315,SL,2,-0.03,-0.032947,0.2554,-0.1371,0.5671,-0.0044,9,0.2554
sh.603860,2020-12-23,23.9981,2020-12-24,23.2782,SL,2,-0.03,-0.032948,0.2176,-0.0307,0.5021,-0.0017,9,0.2176
sz.002659,2020-12-23,10.8967,2020-12-23,10.5698,SL,1,-0.03,-0.032947,0.1946,-0.0789,0.6318,0.0,9,0.1946
sz.002090,2020-12-23,47.2986,2020-12-25,45.6972,SL,3,-0.033857,-0.036798,0.1692,-0.0538,0.6576,0.0,9,0.1692
sh.600545,2020-12-23,11.3411,2020-12-24,11.0009,SL,2,-0.03,-0.032947,0.1344,-0.0323,0.7123,0.0,9,0.1344
sh.600235,2020-12-23,8.8502,2020-12-23,8.5847,SL,1,-0.03,-0.032947,0.1335,-0.0126,0.6851,-0.0091,9,0.1335
sh.601588,2020-12-23,2.8389,2020-12-30,2.8263,TIME,6,-0.004405,-0.007398,0.1222,-0.0087,0.7077,0.0,9,0.1222
sh.601929,2020-12-23,4.3912,2020-12-30,4.3693,TIME,6,-0.004975,-0.007966,0.112,-0.0099,0.7348,0.0,9,0.112
sz.002116,2021-02-19,25.3128,2021-02-22,26.5785,TP,2,0.05,0.046913,0.3453,-0.195,0.4291,-0.0017,8,0.3453
sh.603709,2021-02-19,22.4709,2021-02-22,23.5944,TP,2,0.05,0.046913,0.3109,-0.0724,0.3312,-0.0068,8,0.3109
sz.002688,2021-02-19,33.08,2021-02-22,34.734,TP,2,0.05,0.046913,0.1812,-0.0188,0.5754,0.0,8,0.1812
sz.002478,2021-02-19,9.8455,2021-02-22,10.3378,TP,2,0.05,0.046913,0.1732,-0.0244,0.6038,-0.01,8,0.1732
sz.002614,2021-02-19,66.2578,2021-02-22,69.5706,TP,2,0.05,0.046913,0.1575,-0.0602,0.6967,0.0059,8,0.1575
sh.603038,2021-02-19,32.2513,2021-02-23,33.9487,TP,3,0.052632,0.049539,0.1271,-0.041,0.7438,-0.0009,8,0.1271
sz.002611,2021-02-19,30.7705,2021-02-23,29.8474,SL,3,-0.03,-0.032948,0.1237,0.0207,0.6596,0.0,8,0.1237
sh.603326,2021-02-19,24.3838,2021-02-22,23.6523,SL,2,-0.03,-0.032948,0.122,-0.0017,0.6974,-0.0041,8,0.122
sh.600356,2021-02-22,12.9315,2021-02-24,12.5435,SL,3,-0.03,-0.032947,0.1675,-0.0888,0.7146,0.0012,6,0.1675
sh.600704,2021-02-22,68.088,2021-03-01,67.5085,TIME,6,-0.008511,-0.011496,0.1187,0.0197,0.6738,0.0064,6,0.1187
sh.600272,2021-02-22,7.279,2021-02-22,7.6429,TP,1,0.05,0.046913,0.1022,0.0472,0.6737,-0.0044,6,0.1022
sh.600529,2021-02-22,259.123,2021-02-23,249.9521,SL,2,-0.035392,-0.03833,0.0909,0.059,0.6842,0.0012,6,0.0909
sz.002229,2021-02-22,31.0131,2021-02-26,30.0827,SL,5,-0.03,-0.032947,0.0825,0.0455,0.7254,0.0017,6,0.0825
sz.002134,2021-02-22,10.572,2021-02-26,10.2549,SL,5,-0.03,-0.032948,0.0699,0.0523,0.7467,0.0,6,0.0699
sh.600055,2021-02-23,140.7413,2021-02-25,136.5191,SL,3,-0.03,-0.032948,0.1794,-0.0287,0.5947,-0.017,4,0.1794
sz.002900,2021-02-23,13.2957,2021-03-02,13.3285,TIME,6,0.002463,-0.000541,0.1251,-0.0073,0.6981,-0.0085,4,0.1251
sh.603309,2021-02-23,35.4916,2021-02-25,34.4269,SL,3,-0.03,-0.032948,0.1146,0.0204,0.683,0.0077,4,0.1146
sh.603658,2021-02-23,132.4302,2021-02-24,128.4573,SL,2,-0.03,-0.032948,0.0992,0.0072,0.7411,-0.008,4,0.0992
sh.603345,2022-02-25,130.6125,2022-03-02,126.6942,SL,4,-0.03,-0.032948,0.1731,-0.0698,0.6721,0.0023,3,0.1731
sh.601155,2022-02-25,50.1862,2022-02-25,48.6806,SL,1,-0.03,-0.032947,0.1148,-0.005,0.7206,0.0006,3,0.1148
sz.000736,2022-02-25,19.3748,2022-02-25,20.3435,TP,1,0.05,0.046912,0.1097,0.0129,0.7064,0.0085,3,0.1097
sz.002150,2022-03-10,38.5314,2022-03-15,37.3754,SL,4,-0.03,-0.032948,0.2206,-0.1245,0.6352,0.0076,5,0.2206
sh.603326,2022-03-10,19.5058,2022-03-14,20.4811,TP,3,0.05,0.046912,0.2147,-0.0043,0.4698,0.0,5,0.2147
sh.605169,2022-03-10,22.1014,2022-03-11,21.4384,SL,2,-0.03,-0.032947,0.1793,-0.0724,0.6603,-0.0006,5,0.1793
sz.000713,2022-03-10,42.2876,2022-03-15,41.019,SL,4,-0.03,-0.032948,0.1754,-0.1008,0.7128,0.009,5,0.1754
sh.600824,2022-03-10,81.9475,2022-03-14,79.4891,SL,3,-0.03,-0.032948,0.1541,-0.0807,0.7359,-0.0098,5,0.1541
sz.000633,2022-03-16,41.6094,2022-03-16,43.6899,TP,1,0.05,0.046913,0.2448,-0.1179,0.5649,0.0099,4,0.2448
sz.002657,2022-03-16,48.7777,2022-03-16,47.3144,SL,1,-0.03,-0.032947,0.1599,-0.0934,0.7404,0.0083,4,0.1599
sh.603277,2022-03-16,19.3667,2022-03-18,20.3351,TP,3,0.05,0.046913,0.1301,-0.0468,0.745,0.0,4,0.1301
sz.002981,2022-03-16,21.0784,2022-03-21,22.1323,TP,4,0.05,0.046913,0.1249,-0.0407,0.7488,0.001,4,0.1249
sh.603838,2022-05-12,11.728,2022-05-13,12.3453,TP,2,0.052632,0.049539,0.146,-0.0432,0.6999,-0.0104,5,0.146
sz.002643,2022-05-12,104.7025,2022-05-19,107.5091,TIME,6,0.026805,0.023758,0.1002,0.0291,0.7058,-0.0049,5,0.1002
sh.603337,2022-05-12,52.0906,2022-05-13,54.6952,TP,2,0.05,0.046913,0.0965,0.0351,0.706,0.0035,5,0.0965
sz.002486,2022-05-12,11.295,2022-05-12,11.8597,TP,1,0.05,0.046912,0.0859,0.0502,0.71,-0.0074,5,0.0859
sh.603267,2022-05-12,174.1509,2022-05-16,182.8584,TP,3,0.05,0.046913,0.0725,0.0544,0.737,-0.0093,5,0.0725
sh.603301,2022-08-03,83.2527,2022-08-04,80.7551,SL,2,-0.03,-0.032948,0.1665,-0.0593,0.6727,0.0,4,0.1665
sz.002306,2022-08-03,13.4406,2022-08-04,13.0374,SL,2,-0.03,-0.032947,0.1566,-0.0499,0.6832,-0.0062,4,0.1566
sz.002724,2022-08-03,27.76,2022-08-03,29.148,TP,1,0.05,0.046913,0.1197,0.0553,0.6179,-0.0007,4,0.1197
sh.603009,2022-08-03,21.3597,2022-08-03,20.7189,SL,1,-0.03,-0.032948,0.0846,0.034,0.7377,0.0,4,0.0846
sh.603931,2022-11-14,54.9918,2022-11-14,57.7414,TP,1,0.05,0.046913,0.2103,-0.1317,0.6717,-0.0115,6,0.2103
sz.002322,2022-11-14,50.3171,2022-11-21,48.8076,SL,6,-0.03,-0.032948,0.1748,-0.0856,0.6913,-0.007,6,0.1748
sz.003025,2022-11-14,41.8386,2022-11-21,43.9305,TP,6,0.05,0.046912,0.1495,-0.0605,0.7171,0.0005,6,0.1495
sz.000738,2022-11-14,37.4427,2022-11-14,36.3195,SL,1,-0.03,-0.032948,0.1278,-0.0329,0.7298,-0.0074,6,0.1278
sh.600312,2022-11-14,43.3716,2022-11-18,45.5402,TP,5,0.05,0.046912,0.1141,-0.0116,0.7321,-0.0035,6,0.1141
sz.002978,2022-11-14,39.0351,2022-11-15,37.8641,SL,2,-0.03,-0.032947,0.1134,-0.0058,0.7251,0.0061,6,0.1134
sz.000995,2023-08-29,17.9344,2023-08-29,17.3963,SL,1,-0.03,-0.032947,0.2529,-0.2016,0.6702,-0.0175,7,0.2529
sz.002451,2023-08-29,19.2583,2023-08-30,20.2212,TP,2,0.05,0.046912,0.2474,-0.1905,0.6673,0.0,7,0.2474
sz.001317,2023-08-29,34.1353,2023-08-30,35.8421,TP,2,0.05,0.046913,0.2146,-0.1347,0.6655,-0.005,7,0.2146
sh.603122,2023-08-29,8.1099,2023-08-29,8.5154,TP,1,0.05,0.046913,0.2012,-0.1558,0.7308,-0.0076,7,0.2012
sz.002724,2023-08-29,15.2424,2023-08-30,16.0045,TP,2,0.05,0.046912,0.1832,-0.0949,0.6844,0.0079,7,0.1832
sz.002767,2023-08-29,19.5699,2023-08-29,20.5484,TP,1,0.05,0.046912,0.1451,-0.0609,0.7285,0.0008,7,0.1451
sz.000701,2023-08-29,7.7311,2023-08-30,8.1177,TP,2,0.05,0.046913,0.0889,0.0507,0.7017,-0.0175,7,0.0889
sz.002887,2024-01-19,35.9471,2024-01-19,34.8686,SL,1,-0.03,-0.032948,0.2457,-0.105,0.5433,0.0,8,0.2457
sz.003025,2024-01-19,42.5988,2024-01-19,41.3208,SL,1,-0.03,-0.032947,0.2414,-0.2094,0.7106,-0.0022,8,0.2414
sz.002819,2024-01-19,35.2255,2024-01-19,34.1687,SL,1,-0.03,-0.032948,0.2311,-0.1682,0.6744,-0.0023,8,0.2311
sh.605158,2024-01-19,10.6205,2024-01-19,10.3019,SL,1,-0.03,-0.032947,0.2216,-0.1395,0.6553,-0.0026,8,0.2216
sh.603798,2024-01-19,27.0756,2024-01-19,28.4294,TP,1,0.05,0.046912,0.195,-0.1358,0.7162,-0.0092,8,0.195
sh.603095,2024-01-19,23.0579,2024-01-19,22.3661,SL,1,-0.03,-0.032948,0.1948,-0.1459,0.7319,0.0,8,0.1948
sh.603280,2024-01-19,23.8422,2024-01-22,23.0927,SL,2,-0.031436,-0.034381,0.1501,-0.0415,0.6869,-0.0017,8,0.1501
sh.605259,2024-01-19,35.6007,2024-01-23,34.5327,SL,3,-0.03,-0.032947,0.1132,0.0013,0.715,-0.0008,8,0.1132
sh.605598,2024-02-05,23.778,2024-02-05,23.0647,SL,1,-0.03,-0.032948,0.2741,-0.2645,0.7113,-0.0082,9,0.2741
sh.600816,2024-02-05,80.5057,2024-02-05,78.0905,SL,1,-0.03,-0.032947,0.2695,-0.237,0.6817,-0.0152,9,0.2695
sh.605277,2024-02-05,22.7531,2024-02-05,22.0705,SL,1,-0.03,-0.032947,0.2454,-0.2085,0.6993,-0.0009,9,0.2454
sh.600748,2024-02-05,17.4155,2024-02-05,16.893,SL,1,-0.03,-0.032947,0.24,-0.1816,0.6723,-0.0118,9,0.24
sh.603163,2024-02-05,34.7093,2024-02-05,33.6681,SL,1,-0.03,-0.032947,0.2339,-0.1405,0.6261,0.0,9,0.2339
sz.000505,2024-02-05,26.8105,2024-02-05,26.0062,SL,1,-0.03,-0.032947,0.2324,-0.166,0.6679,-0.0202,9,0.2324
sh.603682,2024-02-05,6.3405,2024-02-05,6.1503,SL,1,-0.03,-0.032947,0.2282,-0.13,0.6245,0.0,9,0.2282
sh.603600,2024-02-05,30.5958,2024-02-05,29.6779,SL,1,-0.03,-0.032947,0.2248,-0.185,0.7155,-0.0141,9,0.2248
sh.603648,2024-02-19,8.6557,2024-02-19,9.0885,TP,1,0.05,0.046913,0.2812,-0.238,0.6538,0.0013,8,0.2812
sh.600629,2024-02-19,37.9919,2024-02-19,39.8915,TP,1,0.05,0.046912,0.2783,-0.2877,0.7357,0.0,8,0.2783
sh.600272,2024-02-19,9.0139,2024-02-19,9.4646,TP,1,0.05,0.046912,0.2314,-0.1482,0.6439,0.0,8,0.2314
sh.601968,2024-02-19,4.6582,2024-02-20,4.8911,TP,2,0.05,0.046913,0.2255,-0.1792,0.7052,0.0069,8,0.2255
sz.002731,2024-02-19,15.0536,2024-02-21,15.8063,TP,3,0.05,0.046913,0.2217,-0.1689,0.699,-0.0011,8,0.2217
sz.001212,2024-02-19,32.0537,2024-02-19,33.6564,TP,1,0.05,0.046913,0.1779,-0.1152,0.7281,-0.0058,8,0.1779
sh.600189,2024-02-19,14.679,2024-02-19,15.413,TP,1,0.05,0.046912,0.1733,-0.109,0.7301,0.0,8,0.1733
sh.600648,2024-02-19,51.3084,2024-02-20,53.8738,TP,2,0.05,0.046912,0.1026,-0.0042,0.7498,-0.0053,8,0.1026
sz.000513,2024-02-22,278.4727,2024-02-29,285.2919,TIME,6,0.024488,0.021445,0.1439,0.0124,0.6216,-0.0011,5,0.1439
sh.603638,2024-02-22,72.5462,2024-02-26,76.1736,TP,3,0.05,0.046912,0.1289,0.0084,0.6652,0.0006,5,0.1289
sz.002635,2024-02-22,62.6122,2024-02-26,65.7428,TP,3,0.05,0.046912,0.0871,0.0285,0.7396,0.0008,5,0.0871
sh.600566,2024-02-22,61.0005,2024-02-29,64.0505,TP,6,0.05,0.046913,0.0821,0.0479,0.7228,0.004,5,0.0821
sh.600379,2024-02-22,17.346,2024-02-23,18.2133,TP,2,0.05,0.046913,0.0734,0.0599,0.7266,-0.0013,5,0.0734
sh.600785,2024-02-27,80.7182,2024-02-28,78.2967,SL,2,-0.03,-0.032948,0.1709,-0.0214,0.6048,-0.0121,9,0.1709
sh.605090,2024-02-27,38.7299,2024-02-27,40.6664,TP,1,0.05,0.046912,0.1496,0.0288,0.5827,-0.0086,9,0.1496
sz.003006,2024-02-27,15.6005,2024-02-27,16.3805,TP,1,0.05,0.046913,0.1461,-0.0284,0.6773,0.0014,9,0.1461
sz.002096,2024-02-27,51.7557,2024-02-28,54.3435,TP,2,0.05,0.046912,0.1241,0.0019,0.6868,-0.0029,9,0.1241
sh.603181,2024-02-27,29.6028,2024-03-05,29.1084,TIME,6,-0.016701,-0.019672,0.1177,0.0073,0.6947,-0.0021,9,0.1177
sh.600345,2024-02-27,30.9514,2024-02-28,30.0229,SL,2,-0.03,-0.032948,0.1135,-0.0009,0.7176,-0.0069,9,0.1135
sz.002818,2024-02-27,30.1128,2024-03-05,30.2301,TIME,6,0.003897,0.00089,0.108,-0.0093,0.744,0.0,9,0.108
sh.600452,2024-02-27,84.3966,2024-03-05,83.9096,TIME,6,-0.005771,-0.008761,0.1076,0.0349,0.6787,-0.0025,9,0.1076
sh.603032,2024-04-16,29.9739,2024-04-16,29.0747,SL,1,-0.03,-0.032948,0.2812,-0.3006,0.7477,-0.0051,9,0.2812
sz.002023,2024-04-16,66.7718,2024-04-16,64.7686,SL,1,-0.03,-0.032948,0.2373,-0.1215,0.5889,-0.0121,9,0.2373
sh.603823,2024-04-16,14.226,2024-04-16,13.7992,SL,1,-0.03,-0.032948,0.1795,-0.1055,0.7095,-0.0139,9,0.1795
sh.603218,2024-04-16,23.8701,2024-04-16,23.154,SL,1,-0.03,-0.032947,0.1727,-0.0977,0.7147,-0.0073,9,0.1727
sz.002246,2024-04-16,13.2242,2024-04-16,12.8275,SL,1,-0.03,-0.032948,0.1704,-0.1083,0.7365,-0.0037,9,0.1704
sh.600990,2024-04-16,56.6055,2024-04-16,54.9074,SL,1,-0.03,-0.032947,0.1622,-0.0902,0.7297,0.0046,9,0.1622
sh.603026,2024-04-16,45.2293,2024-04-16,43.8724,SL,1,-0.03,-0.032948,0.1198,0.0091,0.6869,-0.0043,9,0.1198
sz.000966,2024-04-16,13.8743,2024-04-16,13.4581,SL,1,-0.03,-0.032948,0.114,-0.0144,0.7366,-0.0084,9,0.114
sz.000682,2024-04-30,136.2026,2024-05-07,143.0127,TP,3,0.05,0.046913,0.1572,-0.0308,0.6533,0.0087,8,0.1572
sh.605077,2024-04-30,42.9,2024-05-06,45.1383,TP,2,0.052174,0.049083,0.1551,-0.0382,0.6696,-0.0081,8,0.1551
sz.002651,2024-04-30,18.6838,2024-04-30,18.1233,SL,1,-0.03,-0.032947,0.1446,-0.0293,0.6826,0.0017,8,0.1446
sh.600301,2024-04-30,21.0717,2024-04-30,20.4396,SL,1,-0.03,-0.032948,0.1442,-0.0337,0.6902,0.006,8,0.1442
sh.603235,2024-04-30,27.2643,2024-05-07,28.6275,TP,3,0.05,0.046913,0.131,0.0149,0.6501,-0.0019,8,0.131
sz.002676,2024-04-30,20.4566,2024-05-10,20.4098,TIME,6,-0.002288,-0.005284,0.1153,-0.0023,0.7151,0.0069,8,0.1153
sz.002927,2024-04-30,34.4084,2024-04-30,33.3761,SL,1,-0.03,-0.032948,0.0836,0.038,0.7339,-0.0101,8,0.0836
sz.002111,2024-04-30,58.2845,2024-04-30,56.5359,SL,1,-0.03,-0.032948,0.0785,0.0515,0.7265,-0.0027,8,0.0785
sz.001208,2024-06-07,7.2669,2024-06-14,7.6302,TP,5,0.05,0.046913,0.2327,-0.1521,0.6465,-0.0028,4,0.2327
sh.603319,2024-06-07,42.3247,2024-06-11,41.055,SL,2,-0.03,-0.032948,0.2154,-0.1703,0.7168,0.0093,4,0.2154
sh.600486,2024-06-07,228.6361,2024-06-13,221.3518,SL,4,-0.03186,-0.034804,0.14,-0.0207,0.6811,0.0074,4,0.14
sh.600729,2024-06-07,88.1507,2024-06-13,85.5062,SL,4,-0.03,-0.032948,0.0969,0.0119,0.7398,-0.0048,4,0.0969
sh.603508,2024-08-01,45.2304,2024-08-01,47.4919,TP,1,0.05,0.046913,0.1093,0.0305,0.681,0.0092,2,0.1093
sz.001230,2024-08-01,18.83,2024-08-05,18.2651,SL,3,-0.03,-0.032948,0.0847,0.0553,0.7052,0.0007,2,0.0847
sz.002823,2024-08-06,27.5318,2024-08-06,26.7058,SL,1,-0.03,-0.032947,0.2055,-0.0635,0.5816,0.0062,9,0.2055
sz.002679,2024-08-06,12.0194,2024-08-13,12.1999,TIME,6,0.015015,0.011989,0.1823,-0.0393,0.6032,0.0091,9,0.1823
sh.601218,2024-08-06,7.0329,2024-08-12,7.3845,TP,5,0.05,0.046913,0.1734,-0.0949,0.7089,0.007,9,0.1734
sh.603122,2024-08-06,5.6742,2024-08-08,5.9579,TP,3,0.05,0.046913,0.1624,-0.0091,0.6078,0.0,9,0.1624
sz.000951,2024-08-06,56.8628,2024-08-13,57.3649,TIME,6,0.008832,0.005816,0.161,-0.0279,0.6393,0.0075,9,0.161
sh.603657,2024-08-06,17.5107,2024-08-12,16.9854,SL,5,-0.03,-0.032948,0.1414,-0.0054,0.6545,0.0027,9,0.1414
sh.603800,2024-08-06,21.3635,2024-08-08,20.7226,SL,3,-0.03,-0.032948,0.1248,-0.0083,0.7003,0.0073,9,0.1248
sh.603565,2024-08-06,31.1139,2024-08-13,30.716,TIME,6,-0.012791,-0.015768,0.115,-0.0115,0.7297,0.0047,9,0.115
sh.601199,2024-09-02,25.564,2024-09-09,24.7971,SL,6,-0.03,-0.032948,0.1088,-0.0131,0.7476,0.0,1,0.1088
sz.002150,2024-09-25,82.7765,2024-09-26,80.2932,SL,2,-0.03,-0.032947,0.0984,0.0499,0.6792,0.0051,1,0.0984
sz.002017,2024-09-27,57.4003,2024-09-30,60.7585,TP,2,0.058505,0.055402,0.1348,0.0431,0.5984,0.0033,3,0.1348
sh.603421,2024-09-27,8.4749,2024-09-30,8.8986,TP,2,0.05,0.046913,0.1138,0.0396,0.6563,-0.0242,3,0.1138
sz.001225,2024-09-27,31.4103,2024-09-27,32.9808,TP,1,0.05,0.046913,0.1134,0.0188,0.6884,0.0051,3,0.1134
sh.605162,2025-02-10,7.47,2025-02-17,7.697,TIME,6,0.030391,0.027338,0.1759,-0.1242,0.7466,0.0,3,0.1759
sh.605060,2025-02-10,20.6413,2025-02-12,21.6733,TP,3,0.05,0.046912,0.1414,-0.0527,0.7255,0.0026,3,0.1414
sz.002830,2025-02-10,29.193,2025-02-17,29.522,TIME,6,0.01127,0.00825,0.0968,0.0107,0.7421,0.0053,3,0.0968
sh.605588,2025-04-09,42.8222,2025-04-09,41.5375,SL,1,-0.03,-0.032947,0.2471,-0.2366,0.7371,-0.0419,3,0.2471
sz.001225,2025-04-09,31.0791,2025-04-09,30.1467,SL,1,-0.03,-0.032947,0.202,-0.1064,0.6547,0.0045,3,0.202
sz.002135,2025-04-09,12.8386,2025-04-09,12.4534,SL,1,-0.03,-0.032948,0.1627,-0.0665,0.693,-0.0076,3,0.1627
sz.002971,2025-04-10,23.372,2025-04-17,23.5585,TIME,6,0.007982,0.004968,0.1957,-0.1277,0.7022,0.0069,2,0.1957
sh.603217,2025-04-10,38.618,2025-04-15,40.5858,TP,4,0.050955,0.047866,0.194,-0.1293,0.7091,0.0096,2,0.194
sz.000788,2025-06-25,15.7031,2025-06-30,16.4883,TP,4,0.05,0.046913,0.1837,-0.0704,0.6463,-0.0097,6,0.1837
sh.605266,2025-06-25,63.5474,2025-07-02,63.699,TIME,6,0.002387,-0.000618,0.1629,-0.0404,0.6533,0.0024,6,0.1629
sh.600284,2025-06-25,19.7773,2025-07-02,19.8679,TIME,6,0.00458,0.001572,0.133,-0.0268,0.7078,0.0031,6,0.133
sh.600459,2025-06-25,76.9354,2025-06-26,80.7821,TP,2,0.05,0.046913,0.1294,-0.025,0.7139,0.0074,6,0.1294
sz.002968,2025-06-25,35.7944,2025-07-02,36.6358,TIME,6,0.023506,0.020465,0.1252,-0.0286,0.73,0.0029,6,0.1252
sz.002679,2025-06-25,17.1448,2025-07-02,17.3252,TIME,6,0.010526,0.007508,0.1127,-0.0063,0.7277,0.0,6,0.1127
sz.002120,2025-08-15,54.241,2025-08-18,56.9531,TP,2,0.05,0.046913,0.1962,-0.0805,0.6303,0.0,7,0.1962
sh.603327,2025-08-15,26.8276,2025-08-20,28.169,TP,4,0.05,0.046913,0.1492,-0.0459,0.6958,0.0,7,0.1492
sh.605166,2025-08-15,12.99,2025-08-20,13.6395,TP,4,0.05,0.046913,0.1442,0.0171,0.6139,-0.0025,7,0.1442
sz.000919,2025-08-15,20.6572,2025-08-22,21.6901,TP,6,0.05,0.046913,0.1341,-0.046,0.7337,0.0,7,0.1341
sz.002299,2025-08-15,44.2952,2025-08-22,45.9633,TIME,6,0.037657,0.034591,0.1203,-0.0024,0.7029,0.0006,7,0.1203
sh.601101,2025-08-15,36.5305,2025-08-22,36.5783,TIME,6,0.001307,-0.001695,0.1166,-0.0078,0.7202,0.0053,7,0.1166
sh.600587,2025-08-15,100.4145,2025-08-22,99.8324,TIME,6,-0.005797,-0.008787,0.0956,0.0112,0.7444,0.0012,7,0.0956
sh.600075,2025-08-19,43.0183,2025-08-26,44.3449,TIME,6,0.030837,0.027783,0.2297,-0.0401,0.4859,-0.0022,1,0.2297
sh.601139,2025-08-25,17.7057,2025-09-01,17.39,TIME,6,-0.017831,-0.020799,0.2649,-0.0615,0.4298,0.0015,9,0.2649
sh.603035,2025-08-25,18.3775,2025-08-28,17.8262,SL,4,-0.03,-0.032947,0.1515,-0.0419,0.684,0.0007,9,0.1515
sh.600452,2025-08-25,121.2339,2025-08-25,117.5969,SL,1,-0.03,-0.032948,0.1454,-0.0049,0.6439,0.0016,9,0.1454
sh.601677,2025-08-25,22.3234,2025-08-27,21.6537,SL,3,-0.03,-0.032947,0.1412,-0.0311,0.6936,0.0007,9,0.1412
sh.603755,2025-08-25,29.306,2025-08-28,28.4268,SL,4,-0.03,-0.032948,0.1275,-0.0193,0.7102,0.0004,9,0.1275
sh.603301,2025-08-25,57.9533,2025-08-27,56.2147,SL,3,-0.03,-0.032947,0.1191,0.0266,0.6624,0.0,9,0.1191
sh.605007,2025-08-25,13.3339,2025-09-01,13.2798,TIME,6,-0.004062,-0.007055,0.1087,0.0008,0.7271,0.0008,9,0.1087
sh.603960,2025-08-25,65.6348,2025-08-28,63.6658,SL,4,-0.03,-0.032947,0.1008,0.0099,0.7331,0.0083,9,0.1008
sh.600229,2025-08-26,9.862,2025-08-27,9.5661,SL,2,-0.03,-0.032947,0.1274,-0.0229,0.7158,0.0014,4,0.1274
sz.002166,2025-08-26,63.9267,2025-08-28,62.0089,SL,3,-0.03,-0.032948,0.1247,-0.0197,0.7179,-0.0024,4,0.1247
sh.605339,2025-08-26,18.8748,2025-08-27,18.3086,SL,2,-0.03,-0.032948,0.1201,-0.0116,0.7173,0.0006,4,0.1201
sz.002332,2025-08-26,32.332,2025-08-27,31.362,SL,2,-0.03,-0.032948,0.1006,0.0133,0.7286,-0.0018,4,0.1006
sh.603998,2025-08-28,53.2775,2025-08-28,51.6791,SL,1,-0.03,-0.032948,0.2087,-0.075,0.5908,-0.0034,5,0.2087
sh.601921,2025-08-28,9.9517,2025-09-04,9.6531,SL,6,-0.03,-0.032947,0.1709,-0.0308,0.619,-0.0012,5,0.1709
sh.600894,2025-08-28,47.3697,2025-08-28,45.9486,SL,1,-0.03,-0.032948,0.1373,-0.0456,0.7251,-0.0122,5,0.1373
sh.600197,2025-08-28,52.5092,2025-08-28,50.934,SL,1,-0.03,-0.032948,0.1339,-0.0453,0.7332,-0.0012,5,0.1339
sh.600282,2025-08-28,34.0247,2025-09-04,34.1692,TIME,6,0.004246,0.001239,0.1025,-0.0021,0.7469,0.0,5,0.1025
sh.601222,2025-09-12,34.8174,2025-09-19,33.8688,TIME,6,-0.027244,-0.030196,0.1157,0.0163,0.6864,0.0,6,0.1157
sh.600773,2025-09-12,51.2117,2025-09-18,49.6753,SL,5,-0.03,-0.032947,0.0995,0.0158,0.7277,0.0,6,0.0995
sh.601333,2025-09-12,4.9416,2025-09-15,4.7934,SL,2,-0.03,-0.032947,0.0954,0.0539,0.6807,0.0,6,0.0954
sz.003013,2025-09-12,18.0461,2025-09-18,17.5047,SL,5,-0.03,-0.032948,0.0886,0.0216,0.7461,0.0019,6,0.0886
