code,ex_date,cash_ps
sh.600000,2015-06-23,0.757
sh.600000,2016-06-23,0.515
sh.600000,2017-05-25,0.2
sh.600000,2018-07-13,0.1
sh.600000,2019-06-11,0.35
sh.600000,2020-07-23,0.6
sh.600000,2021-07-21,0.48
sh.600000,2022-07-21,0.41
sh.600000,2023-07-21,0.32
sh.600000,2024-07-18,0.321
sh.600000,2025-07-16,0.41
sh.600000,2026-07-16,0.42
sh.600004,2015-06-12,0.29
sh.600004,2016-08-05,0.32
sh.600004,2017-07-14,0.37
sh.600004,2018-07-13,0.24
sh.600004,2019-08-09,0.17
sh.600004,2020-08-04,0.145
sh.600004,2021-08-13,0.0423
sh.600004,2024-08-09,0.0747
sh.600004,2025-06-27,0.157
sh.600004,2026-07-24,0.285
sh.600006,2015-07-24,0.0212
sh.600006,2016-06-30,0.052
sh.600006,2017-07-14,0.033
sh.600006,2018-06-19,0.0303
sh.600006,2019-06-20,0.0833
sh.600006,2020-07-17,0.0664
sh.600006,2021-07-14,0.0831
sh.600006,2022-07-15,0.0558
sh.600006,2023-07-13,0.0428
sh.600006,2024-07-15,0.0301
sh.600006,2025-07-17,0.005
sh.600007,2015-06-19,0.2
sh.600007,2016-06-08,0.2
sh.600007,2017-06-19,0.3
sh.600007,2018-05-11,0.32
sh.600007,2019-06-21,0.32
sh.600007,2020-07-10,0.38
sh.600007,2021-06-04,0.4
sh.600007,2022-06-16,0.6
sh.600007,2023-06-15,0.7
sh.600007,2024-06-24,0.8
sh.600007,2025-06-26,1.1
sh.600007,2026-06-26,1.07
sh.600008,2015-06-01,0.15
sh.600008,2016-05-23,0.15
sh.600008,2017-05-31,0.08
sh.600008,2018-05-10,0.08
sh.600008,2019-05-23,0.08
sh.600008,2020-05-21,0.08
sh.600008,2021-05-28,0.07
sh.600008,2022-05-27,0.1
sh.600008,2023-06-15,0.13
sh.600008,2024-06-07,0.1
sh.600008,2025-06-13,0.17
sh.600008,2026-01-09,0.04
sh.600008,2026-06-18,0.08
sh.600009,2015-08-20,0.35
sh.600009,2016-08-18,0.43
sh.600009,2017-08-24,0.44
sh.600009,2018-08-23,0.58
sh.600009,2019-08-22,0.66
sh.600009,2020-08-20,0.79
sh.600009,2024-07-19,0.12
sh.600009,2024-09-09,0.10034
sh.600009,2025-08-08,0.3
sh.600009,2025-10-16,0.21
sh.600009,2026-07-01,0.26
sh.600010,2018-07-12,0.005
sh.600010,2019-07-12,0.007
sh.600010,2022-06-29,0.019
sh.600010,2025-06-27,0.002
sh.600011,2015-07-13,0.38
sh.600011,2016-07-08,0.47
sh.600011,2017-06-30,0.29
sh.600011,2018-05-17,0.1
sh.600011,2019-06-28,0.1
sh.600011,2020-07-06,0.135
sh.600011,2021-07-07,0.18
sh.600011,2024-07-11,0.2
sh.600011,2025-07-10,0.27
sh.600011,2026-07-03,0.4
sh.600012,2015-07-20,0.23
sh.600012,2016-07-19,0.23
sh.600012,2017-07-18,0.23
sh.600012,2018-07-17,0.23
sh.600012,2019-07-16,0.25
sh.600012,2020-07-22,0.23
sh.600012,2021-07-21,0.23
sh.600012,2022-07-20,0.55
sh.600012,2023-07-19,0.55
sh.600012,2024-07-12,0.601
sh.600012,2025-07-30,0.604
sh.600012,2026-07-31,0.66
sh.600015,2015-07-08,0.435
sh.600015,2016-07-08,0.363
sh.600015,2017-06-29,0.181
sh.600015,2018-06-29,0.151
sh.600015,2019-07-11,0.174
sh.600015,2020-06-19,0.249
sh.600015,2021-07-09,0.301
sh.600015,2022-06-08,0.338
sh.600015,2023-06-21,0.383
sh.600015,2024-06-21,0.384
sh.600015,2025-01-22,0.1
sh.600015,2025-06-26,0.305
sh.600015,2026-01-23,0.1
sh.600015,2026-07-30,0.32
sh.600016,2015-01-09,0.075
sh.600016,2015-07-07,0.11
sh.600016,2016-02-26,0.075
sh.600016,2016-06-24,0.16
sh.600016,2016-09-26,0.115
sh.600016,2017-07-06,0.165
sh.600016,2017-09-26,0.12
sh.600016,2018-07-05,0.09
sh.600016,2019-07-05,0.345
sh.600016,2020-07-13,0.37
sh.600016,2021-06-24,0.213
sh.600016,2022-06-24,0.213
sh.600016,2023-06-26,0.214
sh.600016,2024-07-12,0.216
sh.600016,2024-11-13,0.13
sh.600016,2025-07-14,0.062
sh.600016,2025-09-16,0.136
sh.600016,2026-07-02,0.053
sh.600017,2015-06-03,0.04
sh.600017,2017-06-14,0.01
sh.600017,2018-06-08,0.02
sh.600017,2019-06-05,0.02
sh.600017,2020-06-05,0.025
sh.600017,2021-06-04,0.035
sh.600017,2022-05-31,0.04
sh.600017,2023-05-31,0.04
sh.600017,2024-06-14,0.065
sh.600017,2025-06-13,0.086
sh.600017,2025-10-31,0.033
sh.600017,2026-06-12,0.0395
sh.600018,2015-05-15,0.154
sh.600018,2016-07-19,0.154
sh.600018,2017-07-18,0.156
sh.600018,2018-06-08,0.172
sh.600018,2019-06-28,0.154
sh.600018,2020-07-31,0.145
sh.600018,2021-07-02,0.128
sh.600018,2022-08-19,0.18996
sh.600018,2023-08-11,0.14
sh.600018,2024-05-15,0.172
sh.600018,2024-12-26,0.05
sh.600018,2025-07-17,0.145
sh.600018,2026-01-13,0.05
sh.600018,2026-07-23,0.145
sh.600019,2015-05-14,0.18
sh.600019,2016-06-08,0.06
sh.600019,2017-06-14,0.21
sh.600019,2018-06-08,0.45
sh.600019,2019-05-31,0.5
sh.600019,2020-06-03,0.28
sh.600019,2021-06-18,0.3
sh.600019,2021-10-15,0.35
sh.600019,2022-06-30,0.25
sh.600019,2022-10-13,0.18
sh.600019,2023-06-14,0.1
sh.600019,2023-10-16,0.11
sh.600019,2024-06-13,0.2
sh.600019,2024-09-25,0.11
sh.600019,2025-06-11,0.1
sh.600019,2025-09-24,0.12
sh.600019,2026-06-25,0.18
sh.600020,2015-06-18,0.12
sh.600020,2016-07-18,0.16
sh.600020,2017-07-04,0.088
sh.600020,2018-07-13,0.168
sh.600020,2019-07-12,0.109
sh.600020,2020-07-10,0.058
sh.600020,2021-07-15,0.035
sh.600020,2022-07-15,0.1
sh.600020,2023-05-29,0.019
sh.600020,2024-05-28,0.149
sh.600020,2025-07-15,0.17
sh.600020,2026-07-13,0.12
sh.600021,2015-07-22,0.25
sh.600021,2016-07-29,0.25
sh.600021,2017-06-23,0.18
sh.600021,2018-05-18,0.2
sh.600021,2019-06-13,0.33
sh.600021,2020-05-28,0.13
sh.600021,2021-05-28,0.11
sh.600021,2023-05-26,0.035
sh.600021,2024-06-21,0.2
sh.600021,2025-05-30,0.28
sh.600021,2026-06-26,0.37
sh.600022,2021-06-17,0.04
sh.600022,2022-06-10,0.06
sh.600022,2023-06-14,0.03
sh.600023,2015-06-23,0.25
sh.600023,2016-06-23,0.27
sh.600023,2017-06-15,0.23
sh.600023,2018-07-23,0.17
sh.600023,2019-06-18,0.18
sh.600023,2020-07-07,0.2
sh.600023,2021-07-06,0.225
sh.600023,2024-07-09,0.25
sh.600023,2025-07-09,0.29
sh.600023,2025-10-17,0.05
sh.600023,2026-07-30,0.28
sh.600025,2018-06-27,0.055
sh.600025,2019-07-05,0.14713
sh.600025,2020-06-19,0.14913
sh.600025,2021-06-18,0.16
sh.600025,2022-06-20,0.17
sh.600025,2023-06-19,0.175
sh.600025,2024-06-19,0.18
sh.600025,2025-06-19,0.2
sh.600025,2026-06-29,0.205
sh.600026,2015-07-03,0.03
sh.600026,2016-06-14,0.1
sh.600026,2017-07-03,0.19
sh.600026,2018-07-13,0.05
sh.600026,2019-06-28,0.02
sh.600026,2020-07-10,0.04
sh.600026,2021-07-16,0.2
sh.600026,2023-07-18,0.15
sh.600026,2024-07-17,0.35
sh.600026,2024-12-13,0.22
sh.600026,2025-07-17,0.21
sh.600026,2026-07-17,0.38
sh.600027,2015-06-19,0.27
sh.600027,2016-06-24,0.3
sh.600027,2017-07-31,0.136
sh.600027,2018-07-27,0.018
sh.600027,2019-07-30,0.066
sh.600027,2020-07-29,0.146
sh.600027,2021-07-23,0.25
sh.600027,2022-07-28,0.25
sh.600027,2023-07-19,0.2
sh.600027,2024-07-25,0.15
sh.600027,2024-10-16,0.08
sh.600027,2025-07-14,0.13
sh.600027,2025-11-12,0.09
sh.600027,2026-06-26,0.14
sh.600028,2015-06-19,0.11
sh.600028,2015-09-23,0.09
sh.600028,2016-06-24,0.06
sh.600028,2016-09-21,0.079
sh.600028,2017-07-19,0.17
sh.600028,2017-09-20,0.1
sh.600028,2018-06-05,0.4
sh.600028,2018-09-12,0.16
sh.600028,2019-06-11,0.26
sh.600028,2019-09-17,0.12
sh.600028,2020-06-10,0.19
sh.600028,2020-10-23,0.07
sh.600028,2021-06-17,0.13
sh.600028,2021-09-17,0.16
sh.600028,2022-06-10,0.31
sh.600028,2022-09-19,0.16
sh.600028,2023-06-21,0.195
sh.600028,2023-09-15,0.145
sh.600028,2024-07-16,0.2
sh.600028,2024-09-13,0.146
sh.600028,2025-06-18,0.14
sh.600028,2025-09-12,0.088
sh.600028,2026-06-17,0.112
sh.600029,2015-08-06,0.04
sh.600029,2016-07-01,0.08
sh.600029,2017-07-26,0.1
sh.600029,2018-07-12,0.1
sh.600029,2019-07-24,0.05
sh.600030,2015-08-14,0.28185
sh.600030,2016-08-19,0.5
sh.600030,2017-08-18,0.35
sh.600030,2018-08-24,0.4
sh.600030,2019-08-02,0.35
sh.600030,2020-08-21,0.5
sh.600030,2021-08-20,0.4
sh.600030,2022-08-26,0.54
sh.600030,2023-08-25,0.49
sh.600030,2024-08-26,0.475
sh.600030,2024-12-20,0.24
sh.600030,2025-08-25,0.28
sh.600030,2026-02-09,0.29
sh.600030,2026-06-10,0.41
sh.600031,2015-06-11,0.048
sh.600031,2016-08-24,0.01
sh.600031,2017-08-24,0.01
sh.600031,2017-10-24,0.02
sh.600031,2018-08-21,0.16
sh.600031,2019-07-17,0.26
sh.600031,2020-07-22,0.42
sh.600031,2021-06-16,0.6
sh.600031,2022-06-10,0.45
sh.600031,2023-05-31,0.16
sh.600031,2024-06-21,0.22
sh.600031,2025-06-11,0.36
sh.600031,2025-10-15,0.31
sh.600031,2026-07-17,0.18
sh.600032,2022-07-07,0.045
sh.600032,2023-07-06,0.0692
sh.600032,2024-07-05,0.07
sh.600032,2024-09-23,0.056
sh.600032,2025-06-12,0.015
sh.600032,2025-09-22,0.037
sh.600032,2026-06-11,0.027
sh.600033,2015-07-17,0.1
sh.600033,2016-06-08,0.1
sh.600033,2017-06-28,0.15
sh.600033,2018-06-15,0.12
sh.600033,2019-06-28,0.15
sh.600033,2020-08-20,0.05
sh.600033,2021-06-28,0.1
sh.600033,2022-06-29,0.15
sh.600033,2023-07-28,0.15
sh.600033,2024-06-27,0.12
sh.600033,2024-12-20,0.05
sh.600033,2025-07-11,0.05
sh.600033,2025-12-31,0.05
sh.600033,2026-07-23,0.071
sh.600035,2015-04-16,0.07
sh.600035,2016-06-15,0.09
sh.600035,2017-05-24,0.1
sh.600035,2018-06-08,0.13
sh.600035,2019-06-18,0.11
sh.600035,2020-08-05,0.16
sh.600035,2021-06-09,0.07
sh.600035,2022-06-15,0.14
sh.600035,2023-06-16,0.14
sh.600035,2024-06-07,0.19
sh.600035,2025-06-27,0.17
sh.600035,2026-06-26,0.16
sh.600036,2015-07-03,0.67
sh.600036,2016-07-13,0.69
sh.600036,2017-06-14,0.74
sh.600036,2018-07-12,0.84
sh.600036,2019-07-12,0.94
sh.600036,2020-07-10,1.2
sh.600036,2021-07-13,1.253
sh.600036,2022-07-15,1.522
sh.600036,2023-07-13,1.738
sh.600036,2024-07-11,1.972
sh.600036,2025-07-11,2.0
sh.600036,2026-01-16,1.013
sh.600036,2026-07-10,1.003
sh.600037,2015-06-17,0.18
sh.600037,2016-05-17,0.18
sh.600037,2017-06-09,0.18
sh.600037,2018-06-08,0.18
sh.600037,2019-06-21,0.18
sh.600037,2020-06-19,0.66
sh.600037,2021-07-15,0.04
sh.600037,2022-07-07,0.046
sh.600037,2023-06-21,0.073
sh.600037,2024-06-21,0.027
sh.600037,2025-06-20,0.027
sh.600037,2026-06-18,0.05
sh.600038,2015-07-09,0.14
sh.600038,2016-07-20,0.25
sh.600038,2017-06-26,0.23
sh.600038,2018-07-11,0.233
sh.600038,2019-07-16,0.26
sh.600038,2020-08-12,0.3
sh.600038,2021-06-30,0.388
sh.600038,2022-07-21,0.465
sh.600038,2023-06-28,0.197
sh.600038,2024-04-25,0.2
sh.600038,2025-05-28,0.204
sh.600038,2026-06-04,0.239
sh.600039,2015-07-10,0.05
sh.600039,2016-07-07,0.05
sh.600039,2017-06-22,0.05
sh.600039,2018-07-09,0.05
sh.600039,2019-07-18,0.05
sh.600039,2020-07-08,0.07
sh.600039,2021-07-08,0.25
sh.600039,2022-06-15,0.47
sh.600039,2023-06-15,0.91
sh.600039,2024-07-16,0.517
sh.600039,2024-10-18,0.037
sh.600039,2025-07-11,0.377
sh.600039,2025-10-23,0.032
sh.600039,2026-07-24,0.46
sh.600048,2015-06-11,0.216
sh.600048,2016-05-17,0.345
sh.600048,2017-06-09,0.315
sh.600048,2018-06-08,0.4
sh.600048,2019-05-28,0.5
sh.600048,2020-05-29,0.82
sh.600048,2021-08-16,0.73
sh.600048,2022-07-06,0.58
sh.600048,2023-06-09,0.45
sh.600048,2024-07-30,0.41
sh.600048,2025-08-20,0.17
sh.600048,2026-06-30,0.035
sh.600050,2015-07-03,0.0673
sh.600050,2016-06-30,0.0572
sh.600050,2018-06-29,0.0198
sh.600050,2019-06-27,0.0533
sh.600050,2020-06-24,0.0604
sh.600050,2021-06-30,0.0669
sh.600050,2021-11-17,0.0488
sh.600050,2022-06-29,0.0391
sh.600050,2022-11-09,0.0663
sh.600050,2023-07-07,0.0427
sh.600050,2023-12-08,0.0796
sh.600050,2024-07-19,0.0524
sh.600050,2024-10-30,0.0959
sh.600050,2025-06-27,0.0621
sh.600050,2025-10-24,0.1112
sh.600050,2026-06-26,0.0523
sh.600051,2016-06-20,0.08
sh.600051,2017-06-05,0.08
sh.600051,2018-07-06,0.13
sh.600051,2019-05-24,0.15
sh.600051,2020-05-08,0.2
sh.600051,2021-06-16,0.2
sh.600051,2022-06-10,0.1
sh.600051,2023-06-16,0.12
sh.600051,2024-06-07,0.12
sh.600051,2025-06-17,0.12
sh.600051,2026-06-16,0.06
sh.600052,2015-05-29,0.075
sh.600052,2019-07-12,0.077
sh.600052,2020-07-31,0.09727
sh.600052,2024-07-11,0.05
sh.600052,2025-11-13,0.02
sh.600053,2015-06-26,0.06
sh.600053,2016-06-16,0.25
sh.600053,2017-07-06,0.435
sh.600053,2019-06-28,0.74
sh.600053,2023-06-20,0.16
sh.600054,2015-06-11,0.06
sh.600054,2016-06-27,0.18
sh.600054,2017-06-26,0.19
sh.600054,2018-07-02,0.24
sh.600054,2019-06-26,0.132
sh.600054,2020-07-07,0.109
sh.600054,2022-06-28,0.102
sh.600054,2024-06-27,0.209
sh.600054,2025-06-25,0.172
sh.600054,2026-01-21,0.07
sh.600054,2026-07-01,0.071
sh.600055,2015-07-23,0.04
sh.600055,2016-06-27,0.05
sh.600055,2017-06-02,0.15
sh.600055,2018-07-12,0.05
sh.600055,2019-06-19,0.1
sh.600055,2020-06-19,0.05
sh.600055,2021-07-12,0.13
sh.600055,2022-06-29,0.1
sh.600055,2023-05-29,0.12
sh.600055,2024-05-17,0.13
sh.600055,2025-05-16,0.13
sh.600056,2015-06-19,0.163
sh.600056,2016-05-30,0.18206
sh.600056,2017-06-14,0.26621
sh.600056,2018-06-15,0.36459
sh.600056,2019-06-14,0.43366
sh.600056,2020-06-30,0.27553
sh.600056,2021-06-25,0.368
sh.600056,2022-06-24,0.18168
sh.600056,2023-06-28,0.14755
sh.600056,2024-06-27,0.21019
sh.600056,2024-09-27,0.02174
sh.600056,2025-07-10,0.08565
sh.600056,2025-09-26,0.01966
sh.600056,2026-06-26,0.07525
sh.600057,2017-07-13,0.1
sh.600057,2018-06-07,0.1
sh.600057,2019-06-04,0.12
sh.600057,2019-10-08,0.12
sh.600057,2020-06-03,0.25
sh.600057,2021-06-18,0.3
sh.600057,2022-06-13,0.51
sh.600057,2023-07-06,0.61
sh.600057,2024-06-21,0.3
sh.600057,2025-06-17,0.25
sh.600057,2025-11-25,0.1
sh.600057,2026-06-17,0.12
sh.600058,2015-06-29,0.08
sh.600058,2026-05-21,0.0336
sh.600059,2015-07-09,0.08
sh.600059,2017-06-06,0.1
sh.600059,2018-05-16,0.1
sh.600059,2019-06-12,0.1
sh.600059,2020-06-17,0.1
sh.600059,2021-06-23,0.05
sh.600059,2022-06-22,0.08
sh.600059,2023-06-02,0.08
sh.600059,2024-05-31,0.14
sh.600059,2025-06-05,0.08
sh.600059,2026-06-24,0.09
sh.600060,2015-06-26,0.325
sh.600060,2016-07-08,0.34
sh.600060,2017-07-18,0.404
sh.600060,2018-07-05,0.216
sh.600060,2019-07-11,0.09
sh.600060,2020-07-06,0.127
sh.600060,2021-07-07,0.275
sh.600060,2022-08-03,0.087
sh.600060,2023-08-11,0.644
sh.600060,2024-07-31,0.8053
sh.600060,2025-08-08,0.88
sh.600060,2026-08-07,0.9403
sh.600061,2016-11-08,0.213
sh.600061,2017-06-22,0.07
sh.600061,2018-06-22,0.062
sh.600061,2019-06-24,0.081
sh.600061,2020-06-19,0.14
sh.600061,2021-06-18,0.196
sh.600061,2022-06-23,0.15
sh.600061,2023-06-15,0.092
sh.600061,2024-07-03,0.11031
sh.600061,2025-07-17,0.127
sh.600061,2026-07-01,0.155
sh.600062,2016-07-20,0.185
sh.600062,2017-07-17,0.099
sh.600062,2018-08-16,0.097
sh.600062,2019-07-19,0.279
sh.600062,2020-07-17,0.304
sh.600062,2021-07-13,0.29
sh.600062,2022-06-16,0.48
sh.600062,2022-09-28,0.289
sh.600062,2023-07-13,0.289
sh.600062,2024-07-15,0.257
sh.600062,2024-11-08,0.1
sh.600062,2025-07-11,0.371
sh.600062,2025-10-28,0.1
sh.600062,2026-07-28,0.379
sh.600063,2015-09-18,0.02
sh.600063,2018-06-11,0.015
sh.600063,2019-05-27,0.025
sh.600063,2020-06-17,0.06
sh.600063,2021-05-14,0.1
sh.600063,2022-06-06,0.1
sh.600063,2023-05-19,0.15
sh.600063,2024-06-28,0.05
sh.600063,2025-05-21,0.06
sh.600063,2025-12-12,0.08
sh.600063,2026-05-21,0.02
sh.600064,2015-04-29,0.1
sh.600064,2016-07-08,0.35
sh.600064,2017-06-15,0.4
sh.600064,2018-05-17,0.1
sh.600064,2019-07-05,0.25
sh.600064,2020-07-07,0.45
sh.600064,2021-06-28,0.5
sh.600064,2022-07-15,0.6
sh.600064,2023-07-20,0.42
sh.600064,2024-07-17,0.28
sh.600064,2025-07-23,0.3
sh.600064,2026-07-17,0.32
sh.600066,2015-05-20,1.0
sh.600066,2016-05-23,1.5
sh.600066,2017-06-14,1.0
sh.600066,2018-07-27,0.5
sh.600066,2019-05-15,0.5
sh.600066,2020-05-20,1.0
sh.600066,2021-05-21,0.5
sh.600066,2022-05-25,0.5
sh.600066,2023-05-19,1.0
sh.600066,2024-05-16,1.5
sh.600066,2024-12-05,0.5
sh.600066,2025-05-14,1.0
sh.600066,2025-09-11,0.5
sh.600066,2026-05-15,2.0
sh.600067,2015-06-18,0.2
sh.600067,2016-05-30,0.1
sh.600067,2017-05-26,0.1
sh.600067,2018-05-10,0.12
sh.600067,2019-06-04,0.1
sh.600067,2021-08-13,0.07
sh.600067,2025-08-26,0.22
sh.600067,2026-06-05,0.03
sh.600072,2015-08-28,0.01
sh.600072,2016-06-27,0.015
sh.600072,2019-06-28,0.02
sh.600072,2020-07-24,0.057
sh.600072,2021-07-27,0.06
sh.600072,2022-07-21,0.06
sh.600072,2023-05-25,0.045
sh.600072,2024-08-22,0.033
sh.600072,2025-07-23,0.03
sh.600073,2015-08-19,0.06
sh.600073,2017-10-27,0.09
sh.600073,2018-06-22,0.03
sh.600073,2019-06-06,0.1
sh.600073,2020-07-09,0.12
sh.600073,2021-07-01,0.13
sh.600073,2022-06-20,0.1
sh.600073,2023-06-27,0.161
sh.600073,2024-06-06,0.073
sh.600073,2025-07-08,0.07
sh.600075,2017-06-09,0.1
sh.600075,2018-05-31,0.05
sh.600075,2019-06-03,0.1
sh.600075,2021-06-04,0.1
sh.600075,2022-06-01,0.1
sh.600075,2023-06-19,0.1
sh.600075,2025-06-19,0.02
sh.600076,2018-06-25,0.11
sh.600076,2019-08-05,0.02
sh.600078,2015-06-10,0.015
sh.600078,2016-07-20,0.015
sh.600078,2017-06-08,0.03
sh.600078,2018-06-13,0.03
sh.600078,2019-06-05,0.01
sh.600078,2020-07-10,0.01
sh.600078,2023-06-09,0.08
sh.600078,2024-07-10,0.031
sh.600079,2015-07-22,0.15
sh.600079,2016-07-22,0.1
sh.600079,2017-06-16,0.11
sh.600079,2018-07-05,0.16
sh.600079,2020-07-28,0.05
sh.600079,2021-07-27,0.1
sh.600079,2022-07-25,0.15
sh.600079,2023-06-16,0.16
sh.600079,2024-06-24,0.46
sh.600079,2024-10-11,0.15
sh.600079,2025-08-19,0.32
sh.600079,2026-08-03,0.48
sh.600080,2017-08-18,0.03
sh.600080,2018-06-04,0.03
sh.600080,2019-06-06,0.04
sh.600080,2020-07-30,0.03
sh.600080,2021-06-17,0.09
sh.600080,2025-06-20,0.03
sh.600081,2015-07-23,0.2
sh.600081,2016-06-16,0.148
sh.600081,2017-06-16,0.118
sh.600081,2018-07-27,0.135
sh.600081,2019-06-19,0.142
sh.600081,2020-07-07,0.142
sh.600081,2021-07-13,0.095
sh.600081,2022-08-17,0.154
sh.600081,2023-06-13,0.07362
sh.600081,2024-08-23,0.0732
sh.600081,2025-08-22,0.05
sh.600081,2026-08-19,0.011
sh.600082,2018-07-13,0.011
sh.600082,2021-07-23,0.01
sh.600082,2024-07-25,0.006
sh.600085,2015-08-07,0.22
sh.600085,2016-08-10,0.23
sh.600085,2017-08-16,0.24
sh.600085,2018-08-08,0.25
sh.600085,2019-07-29,0.26
sh.600085,2019-12-09,0.5
sh.600085,2020-07-20,0.26
sh.600085,2021-08-12,0.27
sh.600085,2022-08-18,0.29
sh.600085,2023-07-24,0.32
sh.600085,2024-06-28,0.5
sh.600085,2024-10-10,0.5
sh.600085,2025-06-30,0.5
sh.600085,2026-07-01,0.5
sh.600088,2015-06-16,0.048
sh.600088,2016-08-11,0.024
sh.600088,2017-07-17,0.025
sh.600088,2018-06-28,0.075
sh.600088,2019-07-01,0.087
sh.600088,2020-07-28,0.07
sh.600088,2024-07-25,0.022
sh.600088,2025-07-31,0.034
sh.600088,2026-07-31,0.022
sh.600089,2015-07-23,0.16
sh.600089,2016-07-06,0.1801
sh.600089,2017-05-22,0.21
sh.600089,2018-07-05,0.21
sh.600089,2019-07-04,0.18
sh.600089,2020-07-06,0.165
sh.600089,2021-06-18,0.21
sh.600089,2022-06-23,0.58
sh.600089,2023-07-18,1.12
sh.600089,2024-07-04,0.2
sh.600089,2025-07-10,0.25
sh.600089,2026-07-06,0.36
sh.600094,2015-06-02,0.04
sh.600094,2017-07-03,0.05
sh.600094,2018-05-21,0.06
sh.600094,2019-06-13,0.02
sh.600094,2020-07-02,0.03
sh.600094,2021-07-14,0.025
sh.600095,2015-05-28,0.01
sh.600095,2016-07-04,0.013
sh.600095,2017-05-09,0.015
sh.600095,2018-05-03,0.018
sh.600095,2019-04-30,0.013
sh.600095,2020-06-05,0.009
sh.600095,2021-05-26,0.07457
sh.600095,2022-06-01,0.1331
sh.600095,2023-05-30,0.069
sh.600095,2024-05-27,0.035
sh.600096,2023-05-19,1.0
sh.600096,2024-05-22,1.0
sh.600096,2025-05-22,1.4
sh.600096,2025-09-19,0.2
sh.600096,2026-05-14,1.2
sh.600097,2015-07-13,0.16
sh.600097,2018-06-22,0.155
sh.600097,2019-06-14,0.18
sh.600097,2020-06-22,0.08
sh.600097,2021-06-10,0.18
sh.600097,2022-06-08,0.24
sh.600097,2023-06-08,0.133
sh.600097,2024-06-06,0.19
sh.600097,2025-05-30,0.08
sh.600097,2026-05-28,0.1
sh.600098,2015-07-08,0.18
sh.600098,2016-06-20,0.19
sh.600098,2017-06-28,0.1
sh.600098,2018-07-04,0.1
sh.600098,2019-06-27,0.1
sh.600098,2020-07-07,0.05
sh.600098,2021-07-30,0.17
sh.600098,2022-06-29,0.1
sh.600098,2023-06-28,0.2
sh.600098,2024-06-27,0.25
sh.600098,2025-06-27,0.27
sh.600098,2025-12-12,0.1
sh.600098,2026-06-26,0.25
sh.600099,2017-07-19,0.04
sh.600099,2020-08-07,0.04
sh.600099,2023-07-21,0.03
sh.600099,2024-07-24,0.022
sh.600099,2025-07-25,0.03
sh.600099,2026-06-30,0.045
sh.600100,2015-07-17,0.08
sh.600100,2016-07-07,0.13
sh.600100,2017-07-06,0.25
sh.600100,2018-07-05,0.015
sh.600100,2020-07-09,0.035
sh.600100,2021-06-02,0.011
sh.600100,2026-06-25,0.045
sh.600101,2015-06-25,0.05
sh.600101,2016-08-04,0.05
sh.600101,2017-07-05,0.05
sh.600101,2018-08-08,0.05
sh.600101,2019-07-19,0.05
sh.600101,2020-07-10,0.05
sh.600101,2021-06-18,0.05
sh.600101,2022-06-17,0.08
sh.600101,2023-07-14,0.08
sh.600101,2024-07-05,0.1
sh.600101,2025-07-08,0.12
sh.600101,2026-02-12,0.04
sh.600101,2026-07-30,0.07
sh.600103,2023-07-14,0.05
sh.600103,2024-06-05,0.01669
sh.600103,2025-05-26,0.012
sh.600103,2026-05-25,0.0086
sh.600104,2015-07-22,1.3
sh.600104,2016-07-08,1.36
sh.600104,2017-06-16,1.65
sh.600104,2018-07-17,1.83
sh.600104,2019-07-12,1.26
sh.600104,2020-06-30,0.88
sh.600104,2021-07-30,0.62
sh.600104,2022-07-15,0.682
sh.600104,2023-07-19,0.3371
sh.600104,2024-08-16,0.37044
sh.600104,2025-07-31,0.088
sh.600104,2026-08-07,0.266
sh.600105,2015-06-10,0.15
sh.600105,2016-06-07,0.04
sh.600105,2017-06-14,0.1
sh.600105,2018-05-21,0.1
sh.600105,2019-07-15,0.15
sh.600105,2020-07-13,0.06
sh.600105,2024-07-18,0.036
sh.600105,2025-06-04,0.05
sh.600105,2025-10-14,0.035
sh.600105,2026-06-17,0.015
sh.600106,2015-06-30,0.082
sh.600106,2016-05-13,0.075
sh.600106,2017-06-02,0.098
sh.600106,2018-06-07,0.085
sh.600106,2019-06-14,0.067
sh.600106,2020-06-08,0.067
sh.600106,2021-06-25,0.052
sh.600106,2022-06-21,0.058
sh.600106,2023-07-07,0.046
sh.600106,2024-06-19,0.048
sh.600106,2025-06-25,0.036
sh.600106,2026-07-10,0.026
sh.600108,2015-07-03,0.015
sh.600108,2016-07-15,0.006
sh.600108,2017-06-28,0.004
sh.600108,2018-07-18,0.005
sh.600108,2019-07-23,0.0045
sh.600108,2020-07-23,0.0045
sh.600108,2022-07-22,0.004
sh.600108,2023-07-19,0.004
sh.600108,2024-07-19,0.0055
sh.600108,2025-07-18,0.0055
sh.600108,2026-07-17,0.003
sh.600109,2015-04-23,0.03
sh.600109,2016-06-08,0.08
sh.600109,2017-05-17,0.05
sh.600109,2018-06-25,0.05
sh.600109,2019-06-03,0.04
sh.600109,2020-06-08,0.05
sh.600109,2021-06-07,0.07
sh.600109,2022-07-27,0.07
sh.600109,2023-06-12,0.04
sh.600109,2024-07-09,0.14
sh.600109,2025-07-09,0.12
sh.600109,2026-07-22,0.08
sh.600110,2018-07-05,0.039
sh.600110,2022-07-08,0.0598
sh.600110,2023-07-17,0.1
sh.600111,2015-05-11,0.125
sh.600111,2016-06-22,0.03
sh.600111,2017-06-06,0.01
sh.600111,2018-06-27,0.035
sh.600111,2019-06-18,0.05
sh.600111,2021-06-24,0.07
sh.600111,2022-06-28,0.445
