code,ex_date,cash_ps
sh.605577,2026-07-03,0.16
sh.605580,2022-06-07,0.5
sh.605580,2023-05-09,0.6
sh.605580,2024-05-23,0.25
sh.605580,2024-09-12,0.1
sh.605580,2025-05-28,0.25
sh.605580,2026-06-02,0.3
sh.605588,2022-07-07,0.135
sh.605588,2023-06-29,0.112
sh.605588,2024-06-26,0.072
sh.605589,2021-09-24,0.25
sh.605589,2022-08-15,0.2
sh.605589,2023-05-31,0.2
sh.605589,2024-08-21,0.4
sh.605589,2025-05-19,0.55
sh.605589,2026-06-12,0.65
sh.605598,2022-08-11,0.036
sh.605598,2023-08-17,0.08938
sh.605598,2024-06-28,0.213
sh.605598,2025-07-17,0.114
sh.605598,2026-06-02,0.081
sh.605599,2022-06-20,0.36
sh.605599,2023-06-09,0.46
sh.605599,2024-06-05,0.7
sh.605599,2025-06-16,0.72
sh.605599,2026-06-11,0.78
sz.000001,2015-04-13,0.174
sz.000001,2016-06-16,0.153
sz.000001,2017-07-21,0.158
sz.000001,2018-07-12,0.136
sz.000001,2019-06-26,0.145
sz.000001,2020-05-28,0.218
sz.000001,2021-05-14,0.18
sz.000001,2022-07-22,0.228
sz.000001,2023-06-14,0.285
sz.000001,2024-06-14,0.719
sz.000001,2024-10-10,0.246
sz.000001,2025-06-12,0.362
sz.000001,2025-10-15,0.236
sz.000001,2026-06-12,0.36
sz.000002,2015-07-21,0.5
sz.000002,2016-07-29,0.72
sz.000002,2017-08-29,0.79
sz.000002,2018-08-23,0.9
sz.000002,2019-08-15,1.045102
sz.000002,2020-08-14,1.016613
sz.000002,2021-08-25,1.25
sz.000002,2022-08-25,0.976126
sz.000002,2023-08-25,0.68
sz.000006,2015-06-19,0.118
sz.000006,2016-06-17,0.12
sz.000006,2017-06-16,0.18
sz.000006,2018-06-22,0.181
sz.000006,2019-06-19,0.195
sz.000006,2020-06-18,0.179
sz.000006,2021-06-23,0.193
sz.000006,2022-06-21,0.121
sz.000006,2023-06-28,0.094
sz.000008,2017-06-02,0.01
sz.000008,2018-06-07,0.05
sz.000008,2019-06-28,0.01
sz.000008,2020-05-29,0.01
sz.000009,2015-08-06,0.02
sz.000009,2016-07-21,0.07
sz.000009,2017-08-16,0.02
sz.000009,2018-07-27,0.02
sz.000009,2019-07-22,0.02
sz.000009,2020-08-13,0.02
sz.000009,2021-08-26,0.03
sz.000009,2022-08-31,0.035
sz.000009,2023-08-03,0.035
sz.000009,2024-07-26,0.045
sz.000009,2025-08-27,0.03
sz.000009,2026-08-27,0.03
sz.000011,2015-06-09,0.22
sz.000011,2016-05-24,0.08
sz.000011,2017-05-26,0.18
sz.000011,2018-06-29,0.3
sz.000011,2019-05-16,0.3
sz.000011,2020-05-18,0.36
sz.000011,2021-04-30,0.41
sz.000011,2022-07-11,0.68
sz.000011,2023-07-10,0.361
sz.000011,2024-06-17,0.312
sz.000011,2026-06-15,0.02
sz.000012,2015-05-08,0.5
sz.000012,2016-05-19,0.3
sz.000012,2017-07-19,0.1
sz.000012,2018-06-27,0.05
sz.000012,2019-06-26,0.05
sz.000012,2020-07-01,0.07
sz.000012,2021-06-17,0.1
sz.000012,2022-06-24,0.2
sz.000012,2023-07-14,0.15
sz.000012,2024-07-16,0.25
sz.000012,2025-07-23,0.07
sz.000012,2026-07-23,0.02
sz.000014,2015-06-17,0.019
sz.000014,2016-06-20,0.037
sz.000014,2017-06-19,0.015
sz.000014,2018-06-22,0.01
sz.000014,2019-06-19,0.066
sz.000014,2020-06-11,0.011
sz.000014,2021-06-11,0.008
sz.000014,2022-05-27,0.05
sz.000014,2023-06-02,0.12
sz.000014,2024-06-06,0.216
sz.000016,2015-07-20,0.01
sz.000016,2018-06-06,0.162
sz.000016,2019-07-05,0.1
sz.000016,2020-07-09,0.05
sz.000016,2021-06-04,0.1
sz.000016,2022-06-10,0.05
sz.000019,2017-06-28,0.05
sz.000019,2019-06-20,0.1
sz.000019,2020-06-19,0.2
sz.000019,2021-06-21,0.2
sz.000019,2022-06-22,0.25
sz.000019,2023-06-26,0.25
sz.000019,2024-06-19,0.2
sz.000019,2025-06-17,0.15
sz.000019,2026-06-22,0.12
sz.000021,2015-06-18,0.05
sz.000021,2016-06-16,0.05
sz.000021,2017-06-22,0.05
sz.000021,2018-06-28,0.05
sz.000021,2019-06-27,0.1
sz.000021,2020-06-18,0.06
sz.000021,2021-06-10,0.16
sz.000021,2022-06-17,0.15
sz.000021,2023-07-26,0.13
sz.000021,2024-06-27,0.13
sz.000021,2025-06-11,0.19
sz.000021,2026-06-11,0.22
sz.000025,2020-05-27,0.042
sz.000025,2021-06-28,0.02
sz.000025,2022-06-21,0.025
sz.000025,2023-07-12,0.028
sz.000025,2024-06-19,0.031
sz.000025,2025-05-28,0.1
sz.000025,2026-07-24,0.11
sz.000026,2015-08-06,0.1
sz.000026,2016-06-24,0.1
sz.000026,2017-06-22,0.1
sz.000026,2018-07-30,0.2
sz.000026,2019-08-12,0.200813
sz.000026,2020-07-01,0.2
sz.000026,2021-06-01,0.408434
sz.000026,2022-06-10,0.3
sz.000026,2023-06-15,0.25
sz.000026,2024-06-12,0.4
sz.000026,2025-05-28,0.4
sz.000026,2026-06-10,0.12
sz.000027,2015-06-25,0.2
sz.000027,2016-06-28,0.2
sz.000027,2017-06-29,0.15
sz.000027,2018-06-22,0.08
sz.000027,2019-06-14,0.05
sz.000027,2020-06-11,0.05
sz.000027,2021-06-18,0.26
sz.000027,2022-06-17,0.175
sz.000027,2023-06-15,0.14
sz.000027,2024-06-18,0.14
sz.000027,2025-06-13,0.15
sz.000027,2026-06-24,0.16
sz.000028,2015-05-22,0.2
sz.000028,2016-05-30,0.3
sz.000028,2017-06-20,0.33
sz.000028,2018-06-13,0.3
sz.000028,2019-06-19,0.4
sz.000028,2020-06-18,0.6
sz.000028,2021-06-21,0.8
sz.000028,2022-06-17,0.6
sz.000028,2023-06-01,0.8
sz.000028,2024-06-25,0.68
sz.000028,2025-06-25,0.366
sz.000028,2026-06-24,0.616
sz.000029,2015-11-10,0.13
sz.000029,2019-05-21,0.2
sz.000029,2020-05-21,0.165
sz.000029,2021-05-31,0.087
sz.000029,2022-07-05,0.088
sz.000029,2023-06-28,0.061
sz.000029,2026-06-15,0.035
sz.000030,2015-06-26,0.1
sz.000030,2016-06-28,0.15
sz.000030,2017-06-28,0.2
sz.000030,2018-07-26,0.2
sz.000030,2019-06-26,0.15
sz.000030,2020-06-16,0.17
sz.000030,2021-06-17,0.3
sz.000030,2022-06-13,0.3
sz.000030,2023-06-27,0.25
sz.000030,2024-06-26,0.25
sz.000030,2025-06-30,0.15
sz.000030,2026-06-26,0.15
sz.000031,2015-06-29,0.035
sz.000031,2016-07-29,0.04
sz.000031,2017-06-02,0.04
sz.000031,2018-07-10,0.055
sz.000031,2019-05-16,0.11
sz.000031,2020-07-17,0.17
sz.000032,2015-05-28,0.05
sz.000032,2016-06-16,0.02
sz.000032,2017-05-23,0.02
sz.000032,2018-07-13,0.02
sz.000032,2019-06-04,0.08
sz.000032,2020-06-04,0.08
sz.000032,2022-06-08,0.1
sz.000032,2023-06-08,0.08
sz.000032,2024-06-07,0.11
sz.000032,2025-05-30,0.12
sz.000032,2026-06-03,0.025
sz.000034,2018-05-09,0.038
sz.000034,2019-04-25,0.253
sz.000034,2020-04-30,0.21
sz.000034,2021-04-30,0.189158
sz.000034,2022-05-05,0.191842
sz.000034,2023-05-10,0.44582
sz.000034,2024-05-06,0.446
sz.000034,2025-05-12,0.267
sz.000034,2026-05-19,0.073
sz.000035,2022-06-16,0.1
sz.000035,2024-07-19,0.021
sz.000035,2025-08-06,0.0352
sz.000035,2026-08-20,0.036
sz.000036,2017-07-19,0.3
sz.000036,2018-06-29,0.5
sz.000036,2019-06-28,0.6
sz.000036,2020-07-09,0.4
sz.000036,2021-07-14,0.23
sz.000036,2022-07-15,0.068
sz.000036,2023-06-08,0.034
sz.000037,2020-05-15,0.02
sz.000037,2026-06-22,0.032
sz.000039,2015-07-22,0.31
sz.000039,2016-07-20,0.22
sz.000039,2017-07-20,0.06
sz.000039,2018-07-20,0.27
sz.000039,2019-06-28,0.55
sz.000039,2020-06-24,0.12
sz.000039,2021-07-20,0.28
sz.000039,2022-08-18,0.69
sz.000039,2023-08-18,0.18
sz.000039,2024-08-16,0.022
sz.000039,2025-07-11,0.176
sz.000039,2026-08-10,0.179
sz.000042,2015-05-21,0.15
sz.000042,2016-06-20,0.200072
sz.000042,2017-06-22,0.08
sz.000042,2018-06-22,0.2
sz.000042,2018-06-28,0.2
sz.000042,2019-06-13,0.1
sz.000042,2020-07-09,0.12
sz.000042,2021-07-05,0.05
sz.000042,2022-07-07,0.032
sz.000042,2023-06-21,0.012
sz.000045,2021-05-24,0.03
sz.000045,2022-06-01,0.05
sz.000045,2023-06-06,0.06
sz.000045,2024-06-13,0.065
sz.000045,2025-05-28,0.071
sz.000045,2026-06-10,0.048
sz.000048,2020-07-20,0.75
sz.000048,2021-05-10,1.5
sz.000048,2022-04-21,1.3
sz.000048,2023-05-10,1.0
sz.000048,2024-09-24,0.38
sz.000048,2025-04-30,0.35
sz.000048,2025-09-17,0.38
sz.000049,2015-04-28,0.2
sz.000049,2016-05-13,0.15
sz.000049,2017-05-11,0.25
sz.000049,2018-05-09,0.25
sz.000049,2019-06-06,0.25
sz.000049,2020-06-11,0.7
sz.000049,2021-05-11,1.0
sz.000049,2022-05-18,0.75
sz.000049,2023-06-07,0.65
sz.000049,2024-05-09,0.45
sz.000049,2025-05-28,0.33
sz.000049,2026-05-28,0.23
sz.000050,2015-07-13,0.1
sz.000050,2016-08-19,0.06
sz.000050,2017-07-26,0.06
sz.000050,2018-04-03,0.07
sz.000050,2019-05-28,0.07
sz.000050,2020-05-28,0.08
sz.000050,2021-07-21,0.07
sz.000050,2022-05-27,0.07
sz.000055,2015-06-05,0.03
sz.000055,2016-05-27,0.1
sz.000055,2017-05-12,0.35
sz.000055,2018-06-04,0.15
sz.000055,2019-03-11,0.2
sz.000055,2020-06-04,0.05
sz.000055,2022-05-23,0.05
sz.000055,2023-04-03,0.05
sz.000055,2024-05-17,0.08
sz.000055,2025-05-28,0.05
sz.000056,2018-08-15,0.04
sz.000056,2019-07-09,0.010006
sz.000058,2016-06-16,0.03
sz.000058,2017-08-17,0.03
sz.000058,2018-06-15,0.055
sz.000058,2019-07-11,0.035
sz.000058,2020-07-06,0.03
sz.000058,2021-07-08,0.01
sz.000058,2022-05-25,0.01
sz.000058,2023-06-28,0.01
sz.000058,2024-05-20,0.03
sz.000058,2025-05-27,0.0125
sz.000058,2026-05-27,0.024
sz.000059,2017-06-16,0.224
sz.000059,2019-06-26,0.25
sz.000059,2020-05-19,0.235
sz.000059,2021-06-11,0.079
sz.000059,2022-06-17,0.218
sz.000059,2023-06-14,0.132
sz.000059,2024-06-19,0.014
sz.000059,2025-06-19,0.018
sz.000060,2015-06-10,0.03
sz.000060,2016-06-16,0.01
sz.000060,2017-05-11,0.03
sz.000060,2017-11-24,0.03
sz.000060,2018-05-16,0.25
sz.000060,2019-05-16,0.08
sz.000060,2020-05-22,0.072
sz.000060,2021-06-18,0.083994
sz.000060,2022-06-14,0.094729
sz.000060,2023-06-28,0.1
sz.000060,2024-07-09,0.056
sz.000060,2025-06-26,0.087
sz.000060,2026-07-09,0.055
sz.000061,2015-06-29,0.05
sz.000061,2016-06-27,0.05
sz.000061,2017-06-30,0.05
sz.000061,2018-06-25,0.05
sz.000061,2019-06-18,0.01
sz.000061,2020-06-18,0.06
sz.000061,2021-06-24,0.06
sz.000061,2022-06-22,0.07
sz.000061,2023-06-26,0.04
sz.000061,2024-06-18,0.11
sz.000061,2025-06-12,0.07
sz.000061,2026-06-26,0.06
sz.000062,2015-07-08,0.05
sz.000062,2016-05-13,0.1
sz.000062,2017-05-12,0.2
sz.000062,2018-05-09,0.35
sz.000062,2019-05-10,0.25
sz.000062,2020-05-08,0.15
sz.000062,2021-04-23,0.2
sz.000062,2022-05-11,0.3
sz.000062,2023-04-27,0.3
sz.000062,2023-12-07,0.05
sz.000062,2024-05-30,0.2
sz.000062,2024-12-05,0.25
sz.000062,2025-05-08,0.18
sz.000062,2025-09-25,0.2
sz.000062,2025-11-27,0.2
sz.000062,2026-04-29,0.1
sz.000063,2015-07-17,0.2
sz.000063,2016-07-15,0.25
sz.000063,2020-08-12,0.2
sz.000063,2021-08-20,0.2
sz.000063,2022-05-10,0.3
sz.000063,2023-05-16,0.4
sz.000063,2024-07-15,0.683
sz.000063,2025-04-16,0.617
sz.000063,2026-07-29,0.411
sz.000065,2015-05-07,0.08
sz.000065,2016-06-24,0.08
sz.000065,2017-06-27,0.09
sz.000065,2018-06-01,0.12
sz.000065,2019-06-27,0.08
sz.000065,2020-06-03,0.092
sz.000065,2021-06-25,0.097373
sz.000065,2022-07-11,0.06227
sz.000065,2023-07-07,0.063489
sz.000065,2024-06-21,0.091977
sz.000065,2025-06-23,0.147897
sz.000065,2026-06-17,0.137
sz.000066,2018-07-20,0.06
sz.000066,2019-07-17,0.05
sz.000066,2020-07-17,0.087
sz.000066,2021-07-16,0.086486
sz.000066,2022-07-20,0.0472
sz.000066,2023-07-19,0.007
sz.000069,2015-07-07,0.07
sz.000069,2016-06-17,0.07
sz.000069,2017-06-19,0.1
sz.000069,2018-07-05,0.3
sz.000069,2019-05-21,0.3
sz.000069,2020-06-19,0.304569
sz.000069,2021-06-09,0.4
sz.000069,2022-06-16,0.1
sz.000070,2015-08-13,0.026
sz.000070,2016-07-11,0.03
sz.000070,2017-06-07,0.075
sz.000070,2018-05-24,0.036
sz.000070,2019-05-16,0.045
sz.000070,2020-06-30,0.069
sz.000078,2018-02-28,0.07
sz.000078,2019-07-16,0.02
sz.000088,2015-06-19,0.052
sz.000088,2016-07-05,0.025
sz.000088,2017-07-05,0.016
sz.000088,2018-07-06,0.021
sz.000088,2019-06-21,0.027
sz.000088,2020-06-02,0.015
sz.000088,2021-05-28,0.018
sz.000088,2022-07-15,0.03
sz.000088,2023-06-16,0.045
sz.000088,2024-05-22,0.182
sz.000088,2025-06-05,0.13
sz.000088,2025-11-26,0.088
sz.000088,2026-06-23,0.107
sz.000089,2015-07-10,0.028
sz.000089,2016-07-01,0.058
sz.000089,2017-08-10,0.095
sz.000089,2018-06-14,0.11
sz.000089,2019-07-26,0.086
sz.000089,2020-06-10,0.08
sz.000089,2022-08-17,0.03
sz.000089,2024-06-28,0.1
sz.000089,2025-06-27,0.12
sz.000089,2026-06-26,0.16
sz.000090,2015-07-03,0.23
sz.000090,2016-06-17,0.2
sz.000090,2017-06-26,0.2
sz.000090,2018-06-29,0.2
sz.000090,2019-06-20,0.25
sz.000090,2020-05-29,0.38
sz.000090,2021-06-02,0.38
sz.000090,2022-07-08,0.33
sz.000090,2023-07-14,0.32
sz.000090,2024-07-19,0.25
sz.000090,2025-07-11,0.1
sz.000090,2026-07-21,0.036
sz.000096,2015-07-09,0.02
sz.000096,2016-06-24,0.02
sz.000096,2017-06-29,0.1
sz.000096,2018-06-12,0.02
sz.000096,2019-06-18,0.02
sz.000096,2020-06-12,0.02
sz.000096,2021-06-18,0.02
sz.000096,2022-08-19,0.7
sz.000096,2023-07-06,0.03
sz.000096,2024-08-19,0.055
sz.000096,2025-07-11,0.075
sz.000096,2026-08-12,0.075
sz.000099,2015-05-28,0.075
sz.000099,2016-06-08,0.075
sz.000099,2018-05-31,0.015
sz.000099,2019-05-31,0.025
sz.000099,2020-06-05,0.05
sz.000099,2021-04-30,0.075
sz.000099,2022-06-08,0.08
sz.000099,2023-07-11,0.065
sz.000099,2024-05-21,0.0817
sz.000099,2025-05-21,0.125
sz.000099,2025-10-24,0.063
sz.000099,2026-05-21,0.097
sz.000100,2015-04-09,0.08
sz.000100,2016-04-27,0.08
sz.000100,2017-06-01,0.08
sz.000100,2018-05-31,0.1
sz.000100,2019-04-18,0.1
sz.000100,2020-04-30,0.1
sz.000100,2021-05-19,0.12
sz.000100,2022-06-02,0.15
sz.000100,2024-06-04,0.08
sz.000100,2025-07-18,0.05
sz.000100,2026-06-11,0.09
sz.000151,2015-05-27,0.4
sz.000151,2016-06-16,0.4
sz.000151,2017-06-16,0.3
sz.000151,2018-06-14,0.25
sz.000151,2019-06-20,0.2
sz.000151,2020-06-11,0.02
sz.000153,2016-08-11,0.1
sz.000153,2019-07-24,0.1
sz.000153,2022-07-05,0.1
sz.000153,2023-06-16,0.1
sz.000153,2024-06-07,0.15
sz.000153,2025-05-30,0.1
sz.000153,2026-06-18,0.1
sz.000155,2024-10-14,0.16
sz.000155,2025-10-14,0.17
sz.000156,2016-08-10,0.035
sz.000156,2017-08-18,0.14
sz.000156,2018-08-21,0.2
sz.000156,2019-08-23,0.22
sz.000156,2020-07-15,0.63
sz.000156,2021-07-19,0.17
sz.000156,2022-08-25,0.2
sz.000156,2023-08-25,0.22
sz.000156,2024-08-26,0.22
sz.000156,2025-08-29,0.18
sz.000156,2026-08-28,0.16
sz.000157,2015-08-07,0.05
sz.000157,2016-08-26,0.15
sz.000157,2017-08-25,0.15
sz.000157,2018-08-24,0.2
sz.000157,2019-08-05,0.25
sz.000157,2020-10-27,0.21
sz.000157,2021-07-07,0.32
sz.000157,2022-07-08,0.32
sz.000157,2023-07-21,0.32
sz.000157,2024-07-26,0.32
sz.000157,2025-07-25,0.3
sz.000157,2026-01-09,0.2
sz.000157,2026-07-22,0.2
sz.000158,2016-06-29,0.04
sz.000158,2017-07-19,0.06
sz.000158,2018-06-29,0.05
sz.000158,2026-06-09,0.027
sz.000159,2015-06-29,0.03
sz.000159,2015-11-13,0.03
sz.000159,2016-06-08,0.03
sz.000159,2016-12-08,0.03
sz.000159,2017-07-07,0.03
sz.000159,2017-12-15,0.03
sz.000159,2019-07-08,0.03
sz.000159,2020-07-20,0.02
sz.000159,2021-07-09,0.02
sz.000159,2026-07-07,0.02
sz.000166,2016-07-06,0.15
sz.000166,2017-06-16,0.1
sz.000166,2018-06-27,0.05
sz.000166,2019-05-17,0.05
sz.000166,2020-08-20,0.08
sz.000166,2021-07-23,0.1
sz.000166,2022-08-05,0.1
sz.000166,2023-08-11,0.03
sz.000166,2024-08-20,0.056
sz.000166,2024-12-18,0.017
sz.000166,2025-08-13,0.046
sz.000166,2025-12-24,0.035
sz.000166,2026-08-19,0.075
sz.000301,2015-07-06,0.05
sz.000301,2016-07-06,0.05
sz.000301,2017-06-22,0.05
sz.000301,2018-04-19,0.1
sz.000301,2019-06-21,0.1
sz.000301,2020-05-14,0.1
sz.000301,2021-06-18,0.1
sz.000301,2022-05-27,0.15
sz.000301,2023-05-22,0.1
sz.000301,2024-06-07,0.1
sz.000333,2015-04-30,1.0
sz.000333,2016-05-06,1.2
sz.000333,2017-05-10,1.0
sz.000333,2018-05-04,1.2
sz.000333,2019-05-30,1.303962
sz.000333,2020-06-02,1.6
sz.000333,2021-06-02,1.600585
sz.000333,2022-06-02,1.700894
sz.000333,2023-06-01,2.5
sz.000333,2024-05-15,3.0
sz.000333,2025-06-12,3.5
sz.000333,2025-11-18,0.5
sz.000333,2026-06-29,3.8
sz.000338,2015-08-20,0.15
sz.000338,2015-10-20,0.1
sz.000338,2016-07-29,0.1
sz.000338,2016-10-20,0.1
sz.000338,2017-07-21,0.25
sz.000338,2017-10-20,0.15
sz.000338,2018-07-31,0.25
sz.000338,2018-10-23,0.18
sz.000338,2019-07-31,0.28
sz.000338,2019-10-25,0.15
sz.000338,2020-08-18,0.136
sz.000338,2020-10-16,0.15
sz.000338,2021-08-27,0.233
sz.000338,2021-10-22,0.185
sz.000338,2022-08-26,0.185
sz.000338,2022-10-21,0.096
sz.000338,2023-08-25,0.158
sz.000338,2023-10-27,0.226
sz.000338,2024-06-28,0.293
sz.000338,2024-10-18,0.372
sz.000338,2025-07-25,0.347
sz.000338,2025-10-24,0.358
sz.000338,2026-08-13,0.374
sz.000400,2015-07-15,0.1
sz.000400,2016-06-24,0.1
sz.000400,2017-07-06,0.1
sz.000400,2018-06-14,0.02
sz.000400,2019-06-27,0.048
sz.000400,2020-06-19,0.06
sz.000400,2021-06-16,0.1
sz.000400,2022-06-29,0.1
sz.000400,2023-06-20,0.14
sz.000400,2024-06-13,0.296
sz.000400,2024-10-24,0.186
sz.000400,2025-01-10,0.083
sz.000400,2025-07-09,0.15
sz.000400,2025-10-17,0.238
sz.000400,2026-06-26,0.221
sz.000401,2015-07-27,0.05
sz.000401,2019-05-28,0.4
sz.000401,2020-05-28,0.5
sz.000401,2021-06-02,0.5
sz.000401,2022-05-27,0.75
sz.000401,2023-05-31,0.15
sz.000401,2025-06-26,0.1
sz.000401,2026-05-29,0.1
sz.000402,2015-05-22,0.25
sz.000402,2016-07-06,0.4
sz.000402,2017-06-16,0.4
sz.000402,2018-06-15,0.3
sz.000402,2019-06-12,0.3
sz.000402,2020-07-10,0.3
sz.000402,2021-07-09,0.3
sz.000402,2022-07-08,0.03
sz.000402,2023-07-12,0.015
sz.000403,2020-07-27,0.120208
sz.000403,2022-07-15,0.056
sz.000403,2023-07-20,0.080215
sz.000403,2024-06-28,0.19993
sz.000403,2024-12-17,0.15
sz.000403,2025-06-04,0.35
sz.000404,2015-05-21,0.06
sz.000404,2016-07-01,0.08
sz.000404,2017-05-12,0.04
sz.000404,2018-06-13,0.026
sz.000404,2019-05-31,0.02
sz.000404,2020-05-27,0.02
sz.000404,2021-06-18,0.1
sz.000404,2022-06-16,0.15
sz.000404,2023-06-16,0.2
sz.000404,2024-06-26,0.25
sz.000404,2025-07-10,0.3
sz.000404,2026-06-18,0.33
sz.000407,2016-07-25,0.02
sz.000407,2020-06-19,0.035
sz.000407,2021-06-30,0.02
sz.000407,2022-07-15,0.035
sz.000407,2023-07-14,0.02
sz.000407,2024-07-25,0.055
sz.000407,2025-07-07,0.042
sz.000407,2026-02-10,0.015
sz.000407,2026-07-10,0.045
sz.000408,2017-11-14,0.3
sz.000408,2022-08-19,1.898
sz.000408,2023-04-13,0.96
sz.000408,2023-08-24,0.8
sz.000408,2024-04-19,0.8
sz.000408,2024-09-05,0.26
sz.000408,2025-09-05,1.0
sz.000408,2026-04-17,1.5
sz.000410,2015-06-05,0.02
sz.000411,2019-05-27,0.13
sz.000411,2020-06-19,0.061
sz.000411,2021-05-27,0.065
sz.000411,2022-06-17,0.199956
sz.000411,2023-06-08,0.126024
sz.000411,2024-05-29,0.3045
sz.000411,2025-06-05,0.383221
sz.000411,2026-07-10,0.354
sz.000415,2015-06-03,0.1
sz.000415,2017-07-14,0.05
sz.000415,2018-07-19,0.06
sz.000417,2015-06-25,0.18
sz.000417,2016-06-23,0.12
sz.000417,2017-06-22,0.15
sz.000417,2018-06-22,0.15
sz.000417,2019-06-21,0.15
sz.000417,2020-06-16,0.08
sz.000417,2021-06-16,0.06
sz.000417,2022-06-16,0.06
sz.000417,2023-06-28,0.07
sz.000417,2024-07-11,0.11
sz.000417,2025-07-11,0.11
sz.000417,2026-07-10,0.065
sz.000419,2015-08-07,0.1
sz.000419,2017-07-20,0.12
sz.000419,2019-08-23,0.16
sz.000419,2021-08-10,0.15
sz.000419,2022-08-11,0.16
sz.000419,2023-08-04,0.15
sz.000419,2024-08-09,0.12
sz.000419,2025-08-08,0.15
sz.000419,2026-08-12,0.13
sz.000421,2015-06-18,0.08
sz.000421,2016-08-04,0.1
sz.000421,2017-07-07,0.1
sz.000421,2018-06-14,0.05
sz.000421,2019-07-05,0.1
sz.000421,2020-08-14,0.065
sz.000421,2021-07-09,0.065
sz.000421,2022-06-30,0.1
sz.000421,2023-06-07,0.1
sz.000421,2024-06-28,0.1
sz.000421,2025-05-16,0.06
sz.000421,2026-06-10,0.06
sz.000422,2015-07-03,0.01
sz.000422,2016-07-15,0.01
sz.000422,2023-05-22,0.1
sz.000422,2024-06-14,0.32
sz.000422,2025-06-12,0.2
sz.000422,2026-06-15,0.25
sz.000423,2015-08-07,0.8
sz.000423,2016-07-22,0.8
sz.000423,2017-07-18,0.9
sz.000423,2018-08-09,0.9
sz.000423,2019-08-15,1.00953
sz.000423,2020-07-16,0.203119
sz.000423,2021-08-20,0.304679
sz.000423,2022-08-23,0.660139
sz.000423,2023-06-21,1.178094
sz.000423,2024-06-12,1.78419
sz.000423,2024-09-10,1.146693
sz.000423,2025-06-05,1.27299
sz.000423,2025-09-03,1.270092
sz.000423,2026-05-25,1.43549
sz.000423,2026-08-31,1.344811
sz.000425,2015-06-17,0.06
sz.000425,2017-06-07,0.015
sz.000425,2018-05-30,0.04
sz.000425,2019-06-27,0.06
sz.000425,2020-07-03,0.06
sz.000425,2021-07-14,0.1
sz.000425,2022-09-28,0.23
sz.000425,2023-06-14,0.15
sz.000425,2024-07-03,0.18
sz.000425,2025-07-09,0.18
sz.000425,2026-07-03,0.2
sz.000426,2015-08-25,0.02
sz.000426,2017-08-10,0.02
sz.000426,2018-08-16,0.019902
sz.000426,2023-08-29,0.017
sz.000426,2024-07-09,0.065
sz.000426,2025-08-22,0.07
sz.000426,2026-08-27,0.11
sz.000429,2015-06-10,0.1
sz.000429,2016-05-18,0.15
sz.000429,2017-06-09,0.336
sz.000429,2018-06-07,0.506
sz.000429,2019-06-13,0.562
sz.000429,2020-08-06,0.422
sz.000429,2021-07-15,0.291
sz.000429,2022-07-07,0.57
sz.000429,2023-07-14,0.428
sz.000429,2024-07-15,0.547
sz.000429,2025-07-14,0.523
sz.000429,2026-08-10,0.604
sz.000430,2017-05-24,0.084
sz.000488,2015-07-10,0.14
sz.000488,2016-07-15,0.3
sz.000488,2017-06-16,0.6
sz.000488,2018-08-10,0.6
sz.000488,2019-08-09,0.24
sz.000488,2020-08-18,0.146583
sz.000488,2021-08-12,0.185
sz.000498,2018-07-19,0.06
sz.000498,2019-06-20,0.075
sz.000498,2020-06-19,0.08
sz.000498,2021-07-02,0.1
sz.000498,2022-06-29,0.124957
sz.000498,2023-06-29,0.16
sz.000498,2024-07-16,0.18
sz.000498,2024-10-23,0.02
sz.000498,2024-12-25,0.01
sz.000498,2025-07-17,0.17
sz.000498,2025-10-24,0.023
sz.000498,2025-12-24,0.012
sz.000498,2026-07-06,0.187
sz.000501,2015-04-22,0.4
sz.000501,2017-05-31,0.42
sz.000501,2018-07-27,0.08
sz.000501,2019-05-23,0.2
sz.000501,2020-06-05,0.22
sz.000501,2021-06-17,0.15
sz.000501,2022-05-18,0.16
sz.000501,2023-06-16,0.05
sz.000501,2024-07-12,0.05
sz.000501,2024-10-11,0.1
sz.000501,2025-06-11,0.2
sz.000501,2025-10-22,0.1
sz.000501,2026-05-22,0.1
sz.000505,2024-06-12,0.071
sz.000505,2025-06-11,0.018
sz.000507,2015-06-30,0.015
sz.000507,2016-07-13,0.02
sz.000507,2017-06-08,0.02
sz.000507,2018-04-25,0.036
sz.000507,2019-06-26,0.042429
sz.000507,2020-06-12,0.05
sz.000507,2021-06-29,0.060509
sz.000507,2022-07-27,0.12
sz.000507,2023-06-27,0.070766
sz.000507,2024-05-29,0.012
sz.000507,2025-06-20,0.065
sz.000507,2026-06-26,0.054
sz.000510,2018-06-15,0.04
sz.000513,2015-08-14,0.1
sz.000513,2016-06-15,0.5
sz.000513,2017-07-07,0.5
sz.000513,2018-06-22,2.0
sz.000513,2019-07-03,1.2
sz.000513,2020-06-04,1.150055
sz.000513,2021-06-01,1.25
sz.000513,2022-05-31,1.3
sz.000513,2023-07-04,1.6
sz.000513,2024-07-08,1.35
sz.000513,2025-06-13,1.1
sz.000513,2026-06-16,1.43
sz.000514,2015-06-08,0.02
sz.000514,2017-06-07,0.02
sz.000514,2018-06-14,0.02
sz.000514,2020-08-19,0.03
sz.000514,2021-08-09,0.025
sz.000514,2022-07-28,0.02
sz.000514,2023-06-12,0.02
sz.000514,2024-08-26,0.012
