date,nav,q,n_pos
2011-10-26,98732.60417315002,0.06150341685649203,3
2011-10-27,98940.00977315003,0.06818181818181818,3
2011-10-28,100774.79817315002,0.09523809523809523,3
2011-10-31,100286.72217315,0.08823529411764706,3
2011-11-01,100366.00337315002,0.09480812641083522,3
2011-11-02,101962.87697315002,0.12612612612612611,3
2011-11-03,102030.90857315002,0.1348314606741573,3
2011-11-04,102723.15057315002,0.1591928251121076,3
2011-11-07,101744.22177315003,0.12080536912751678,3
2011-11-08,101440.26897315003,0.11160714285714286,3
2011-11-09,102292.67537315,0.1492204899777283,3
2011-11-10,100439.12577315004,0.09777777777777778,3
2011-11-11,100275.86417315002,0.08647450110864745,3
2011-11-14,102240.73497315003,0.1504424778761062,3
2011-11-15,102044.40097315001,0.1456953642384106,3
2011-11-16,99389.92257315002,0.07488986784140969,3
2011-11-17,99101.59817315,0.06813186813186813,3
2011-11-18,97125.01497315001,0.039473684210526314,3
2011-11-21,97238.65017315002,0.0437636761487965,3
2011-11-22,97231.10297315002,0.043668122270742356,3
2011-11-23,96324.58457315002,0.032679738562091505,3
2011-11-24,96499.16697315002,0.03695652173913044,3
2011-11-25,95824.83177315003,0.021691973969631236,3
2011-11-28,95944.02057315002,0.023809523809523808,3
2011-11-29,97198.84937315002,0.05183585313174946,3
2011-11-30,94099.90497315001,0.008620689655172414,3
2011-12-01,96310.41577315,0.03870967741935484,3
2011-12-02,95374.06457315003,0.019313304721030045,3
2011-12-05,94095.09897315003,0.008565310492505354,3
2011-12-06,93915.53257315,0.00641025641025641,3
2011-12-07,94338.70977315001,0.017057569296375266,3
2011-12-08,94223.82857315002,0.014893617021276596,3
2011-12-09,93457.00457315001,0.0021231422505307855,3
2011-12-12,92539.62817315002,0.00211864406779661,3
2011-12-13,90554.42977315001,0.0021141649048625794,3
2011-12-14,89684.08097315002,0.002109704641350211,3
2011-12-15,87665.84577315001,0.002105263157894737,3
2011-12-16,89422.38537315001,0.004201680672268907,3
2011-12-19,89218.71777315003,0.0041928721174004195,3
2011-12-20,88957.59177315001,0.0041841004184100415,3
2011-12-21,87606.03777315002,0.0020876826722338203,3
2011-12-22,87685.31897315002,0.00625,3
2011-12-23,88319.85337315002,0.008316008316008316,3
2011-12-26,87484.78417315004,0.002074688796680498,3
2011-12-27,86393.03897315,0.002070393374741201,3
2011-12-28,86496.02977315002,0.004132231404958678,3
2011-12-29,86618.24457315,0.006185567010309278,3
2011-12-30,87842.20817315002,0.01646090534979424,3
2012-01-04,86169.39977315003,0.002053388090349076,3
2012-01-05,85373.09897315003,0.0020491803278688526,3
2012-01-06,85879.18857315002,0.00408997955010225,3
2012-01-09,88654.88497315002,0.026530612244897958,3
2012-01-10,91459.41737315002,0.038696537678207736,3
2012-01-11,91041.43777315003,0.03861788617886179,3
2012-01-12,91027.58937315003,0.038539553752535496,3
2012-01-13,89572.08337315,0.03441295546558704,3
2012-01-16,87838.89737315002,0.022222222222222223,3
2012-01-17,91931.18857315002,0.04838709677419355,3
2012-01-18,90563.72137315002,0.04225352112676056,3
2012-01-19,92207.05297315001,0.05220883534136546,3
2012-01-20,93479.25457315,0.05811623246492986,3
2012-01-30,91935.42497315002,0.052,3
2012-01-31,92061.44897315004,0.05389221556886228,3
2012-02-01,90805.97937315002,0.043824701195219126,3
2012-02-02,92843.86577315001,0.061630218687872766,3
2012-02-03,93550.59697315002,0.06746031746031746,3
2012-02-06,93487.65617315003,0.06732673267326733,3
2012-02-07,91836.95537315002,0.05138339920948617,3
2012-02-08,94338.99457315,0.09072978303747535,3
2012-02-09,94374.41657315003,0.09251968503937008,3
2012-02-10,94530.80737315,0.09430255402750491,3
2012-02-13,94472.31657315002,0.09411764705882353,3
2012-02-14,94120.80217315002,0.08414872798434442,3
2012-02-15,95099.80217315002,0.1015625,3
2012-02-16,94618.02737315002,0.10136452241715399,3
2012-02-17,94654.05457315002,0.10311284046692606,3
2012-02-20,94782.92657315002,0.10485436893203884,3
2012-02-21,95557.11977315003,0.11434108527131782,3
2012-02-22,96803.93857315002,0.1450676982591876,3
2012-02-23,97116.50657315,0.14671814671814673,3
2012-02-24,98603.19817315001,0.17341040462427745,3
2012-02-27,98907.79177315002,0.18076923076923077,3
2012-02-28,99117.47577315003,0.18618042226487524,3
2012-02-29,98109.28377315002,0.16475095785440613,3
2012-03-01,98080.87497315001,0.16443594646271512,3
2012-03-02,99739.44337315003,0.20229007633587787,3
2012-03-05,99125.84177315001,0.19238095238095237,3
2012-03-06,97643.24417315003,0.16159695817490494,3
2012-03-07,97000.77097315002,0.1442125237191651,3
2012-03-08,98167.95257315003,0.17234848484848486,3
2012-03-09,99182.94417315003,0.19848771266540643,3
2012-03-12,98830.50417315002,0.18679245283018867,3
2012-03-13,99779.99177315002,0.2128060263653484,3
2012-03-14,97075.56657315002,0.14473684210526316,3
2012-03-15,96379.23057315001,0.13320825515947468,3
2012-03-16,97731.10497315002,0.16666666666666666,3
2012-03-19,97962.25577315001,0.17009345794392525,3
2012-03-20,96340.03497315002,0.13246268656716417,3
2012-03-21,96459.22377315002,0.13594040968342644,3
2012-03-22,96315.18617315001,0.13011152416356878,3
2012-03-23,95218.45697315002,0.10575139146567718,3
2012-03-26,95307.52817315003,0.10740740740740741,3
2012-03-27,95012.08377315002,0.10166358595194085,3
2012-03-28,92440.23297315002,0.05719557195571956,3
2012-03-29,91308.93617315001,0.04604051565377532,3
2012-03-30,91728.19737315,0.04963235294117647,3
2012-04-05,93790.61217315002,0.07706422018348624,3
2012-04-06,94039.74097315001,0.08058608058608059,3
2012-04-09,93160.99057315002,0.06581352833638025,3
2012-04-10,94038.24577315002,0.08211678832116788,3
2012-04-11,94047.07457315002,0.08561020036429873,3
2012-04-12,95841.31457315001,0.13454545454545455,3
2012-04-13,96197.95537315002,0.14156079854809436,3
2012-04-16,95969.75937315001,0.13768115942028986,3
2012-04-17,94824.82777315001,0.11392405063291139,3
2012-04-18,96890.51777315003,0.17148014440433212,3
2012-04-19,96753.38657315001,0.16936936936936936,3
2012-04-20,97849.26137315002,0.19964028776978418,3
2012-04-23,97108.74577315002,0.17773788150807898,3
2012-04-24,97067.02257315001,0.17562724014336917,3
2012-04-25,97819.03697315001,0.20214669051878353,3
2012-04-26,98014.73017315002,0.20714285714285716,3
2012-04-27,97824.98217315003,0.20320855614973263,3
2012-05-02,99865.93017315002,0.2580071174377224,3
2012-05-03,100151.83377315,0.26287744227353466,3
2012-05-04,101019.08537315001,0.2801418439716312,3
2012-05-07,101086.68977315,0.2831858407079646,3
2012-05-08,100778.32257315001,0.2773851590106007,3
2012-05-09,98941.29137315002,0.2328042328042328,3
2012-05-10,98930.61137315001,0.2306338028169014,3
2012-05-11,98208.03817315002,0.21441124780316345,3
2012-05-14,97446.80337315003,0.1912280701754386,3
2012-05-15,97512.30737315002,0.19439579684763572,3
2012-05-16,95991.22617315002,0.13636363636363635,3
