code,entry_date,entry_price,exit_date,exit_price,reason,bars,gross_ret,ret,score,ret5,shrink,gap,priority
sz.002345,2017-09-08,70.9596,2017-09-15,70.3769,TIME,6,-0.008212,-0.011197,0.2542,-0.0328,0.4138,0.0046,0.2542
sz.000966,2017-09-08,13.7212,2017-09-15,13.4999,TIME,6,-0.016129,-0.019101,0.2314,-0.1091,0.5852,-0.004,0.2314
sh.600153,2017-09-08,156.1312,2017-09-15,154.7188,TIME,6,-0.009046,-0.01203,0.2207,-0.0522,0.5265,-0.0008,0.2207
sh.600897,2017-09-08,88.7594,2017-09-15,86.463,TIME,6,-0.025872,-0.028827,0.2207,-0.0641,0.5445,0.0043,0.2207
sh.600755,2017-09-08,186.0901,2017-09-15,180.5074,SL,6,-0.03,-0.032948,0.1886,-0.0826,0.6525,-0.0082,0.1886
sh.603885,2017-09-08,43.1873,2017-09-15,43.9945,TIME,6,0.018692,0.015659,0.184,-0.0242,0.5762,0.0054,0.184
sh.603737,2017-09-08,62.9972,2017-09-15,62.3091,TIME,6,-0.010924,-0.013905,0.1779,-0.0025,0.559,-0.0072,0.1779
sh.600076,2017-09-08,24.9795,2017-09-15,24.2301,SL,6,-0.03,-0.032947,0.1766,-0.0077,0.57,-0.001,0.1766
sh.601567,2017-09-11,50.6174,2017-09-18,51.645,TIME,6,0.0203,0.017265,0.2222,-0.0141,0.4658,-0.0439,0.2222
sh.600969,2017-09-11,16.3727,2017-09-12,15.8815,SL,2,-0.03,-0.032948,0.2148,-0.0203,0.4934,-0.0013,0.2148
sh.600829,2017-09-11,92.399,2017-09-18,91.3844,TIME,6,-0.01098,-0.013961,0.2034,-0.0101,0.5067,0.0031,0.2034
sh.601997,2017-09-11,15.8097,2017-09-18,15.6063,TIME,6,-0.012862,-0.015839,0.2012,-0.0058,0.5056,0.0013,0.2012
sh.603222,2017-09-11,33.4784,2017-09-18,33.6196,TIME,6,0.004217,0.001209,0.1866,-0.016,0.5576,-0.0018,0.1866
sz.000913,2017-09-11,34.1882,2017-09-12,35.8976,TP,2,0.05,0.046913,0.1818,-0.0075,0.5568,0.0082,0.1818
sh.600987,2017-09-11,38.8725,2017-09-18,39.417,TIME,6,0.014008,0.010983,0.1807,-0.0161,0.5724,0.0023,0.1807
sz.000570,2017-09-11,25.1843,2017-09-13,24.4288,SL,3,-0.03,-0.032947,0.179,-0.0119,0.5703,0.0027,0.179
sh.600833,2017-09-12,479.3874,2017-09-19,472.8503,TIME,6,-0.013636,-0.016612,0.2317,-0.0356,0.4743,0.0,0.2317
sh.600446,2017-09-12,248.3958,2017-09-13,240.9439,SL,2,-0.03,-0.032947,0.2192,0.001,0.4506,0.001,0.2192
sz.002489,2017-09-12,70.5988,2017-09-19,70.4897,TIME,6,-0.001546,-0.004543,0.2087,-0.0329,0.5276,0.0,0.2087
sz.002253,2017-09-12,99.1271,2017-09-15,96.1533,SL,4,-0.03,-0.032947,0.1984,-0.0454,0.5721,0.0004,0.1984
sh.600191,2017-09-12,27.3329,2017-09-13,28.6996,TP,2,0.05,0.046913,0.1978,-0.0635,0.6007,0.0021,0.1978
sh.603377,2017-09-12,32.3486,2017-09-19,33.9761,TP,6,0.050314,0.047226,0.1967,-0.005,0.5157,0.0003,0.1967
sz.000997,2017-09-12,183.4749,2017-09-14,177.9706,SL,3,-0.03,-0.032947,0.1857,-0.0522,0.6142,0.0004,0.1857
sh.600967,2017-09-12,54.0888,2017-09-19,52.4661,SL,6,-0.03,-0.032948,0.1725,-0.0277,0.6102,0.0,0.1725
sh.600638,2017-09-13,160.1762,2017-09-14,168.185,TP,2,0.05,0.046913,0.1712,-0.0107,0.588,0.0046,0.1712
sh.600054,2017-09-13,55.7116,2017-09-20,55.6788,TIME,6,-0.000588,-0.003587,0.1667,0.0024,0.5797,-0.0006,0.1667
sh.600661,2017-09-13,80.5272,2017-09-14,84.5535,TP,2,0.05,0.046913,0.1399,-0.0023,0.6538,0.0014,0.1399
sh.603099,2017-09-13,15.1087,2017-09-20,15.0478,TIME,6,-0.00403,-0.007022,0.1392,-0.0268,0.6923,0.0013,0.1392
sz.002713,2017-09-13,48.6565,2017-09-14,47.1968,SL,2,-0.03,-0.032948,0.1284,0.0229,0.6447,-0.0031,0.1284
sz.002323,2017-09-13,34.3833,2017-09-18,33.3518,SL,4,-0.03,-0.032948,0.1262,-0.0279,0.7263,-0.0025,0.1262
sh.603939,2017-09-13,71.3255,2017-09-20,74.1907,TIME,6,0.040171,0.037101,0.1234,-0.0278,0.7332,0.0029,0.1234
sh.600573,2017-09-13,11.5566,2017-09-20,11.4921,TIME,6,-0.005576,-0.008566,0.1185,-0.0226,0.7377,-0.0028,0.1185
sz.002634,2017-09-14,54.5661,2017-09-21,53.2554,TIME,6,-0.02402,-0.026978,0.2604,-0.01,0.3639,0.0,0.2604
sh.600515,2017-09-14,25.3496,2017-09-14,26.6171,TP,1,0.05,0.046913,0.2393,0.0248,0.3644,-0.0038,0.2393
sz.002315,2017-09-14,66.7234,2017-09-14,64.7217,SL,1,-0.03,-0.032948,0.2389,-0.0146,0.4246,0.0031,0.2389
sz.002805,2017-09-14,37.5309,2017-09-14,39.4075,TP,1,0.05,0.046912,0.2368,-0.0316,0.4554,-0.0137,0.2368
sh.600500,2017-09-14,50.2607,2017-09-21,49.1249,TIME,6,-0.022599,-0.025559,0.2323,-0.0546,0.5012,0.0057,0.2323
sz.002716,2017-09-14,42.4101,2017-09-21,41.1378,SL,6,-0.03,-0.032948,0.2086,-0.0209,0.5098,-0.0114,0.2086
sz.002187,2017-09-14,26.1989,2017-09-21,26.1339,TIME,6,-0.002483,-0.005479,0.2082,-0.0066,0.4895,0.0033,0.2082
sz.002644,2017-09-14,55.2398,2017-09-21,54.0763,TIME,6,-0.021063,-0.024026,0.2061,-0.002,0.4877,-0.003,0.2061
sz.002021,2017-09-15,41.3134,2017-09-22,40.5518,TIME,6,-0.018433,-0.021401,0.2735,-0.0455,0.3846,0.0015,0.2735
sz.002793,2017-09-15,42.4204,2017-09-22,41.1478,SL,6,-0.03,-0.032947,0.2399,-0.0622,0.4936,0.0,0.2399
sh.603008,2017-09-15,27.1204,2017-09-22,27.0577,TIME,6,-0.002309,-0.005305,0.2358,-0.027,0.4509,0.0023,0.2358
sh.603355,2017-09-15,47.1144,2017-09-21,49.4701,TP,5,0.05,0.046912,0.2308,-0.0186,0.451,0.0022,0.2308
sh.603519,2017-09-15,49.0423,2017-09-21,51.4945,TP,5,0.05,0.046913,0.2306,-0.0046,0.4303,0.0013,0.2306
sz.000096,2017-09-15,27.869,2017-09-22,27.1898,TIME,6,-0.024373,-0.027331,0.1968,-0.025,0.5456,-0.0055,0.1968
sh.603528,2017-09-15,40.2864,2017-09-21,42.3007,TP,5,0.05,0.046912,0.1965,-0.0243,0.5451,0.0,0.1965
sh.600612,2017-09-15,3782.7382,2017-09-22,3669.2561,SL,6,-0.03,-0.032947,0.1864,-0.023,0.5685,-0.0028,0.1864
sz.002767,2017-09-18,38.5622,2017-09-25,37.4054,SL,6,-0.03,-0.032948,0.2997,-0.0916,0.388,-0.0008,0.2997
sh.600288,2017-09-18,38.9853,2017-09-22,37.8158,SL,5,-0.03,-0.032947,0.2599,-0.0532,0.4302,0.0,0.2599
sz.000973,2017-09-18,22.8862,2017-09-20,24.0305,TP,3,0.05,0.046913,0.2509,-0.0225,0.4066,0.0024,0.2509
sh.601799,2017-09-18,58.7355,2017-09-25,60.5721,TIME,6,0.031269,0.028215,0.2482,0.0209,0.3482,-0.01,0.2482
sz.002205,2017-09-18,32.2382,2017-09-25,31.5207,TIME,6,-0.022258,-0.025219,0.2155,-0.0569,0.5467,0.0012,0.2155
sz.002039,2017-09-18,28.1777,2017-09-25,27.3324,SL,6,-0.03,-0.032948,0.2111,-0.0391,0.531,-0.0025,0.2111
sz.002237,2017-09-18,95.8516,2017-09-25,92.9761,SL,6,-0.03,-0.032948,0.1965,-0.045,0.5763,-0.0109,0.1965
sz.000058,2017-09-18,17.7007,2017-09-22,17.1697,SL,5,-0.03,-0.032948,0.1948,-0.0382,0.5703,0.0,0.1948
sh.603315,2017-09-19,36.954,2017-09-25,35.8454,SL,5,-0.03,-0.032947,0.2544,-0.0404,0.4247,0.0011,0.2544
sz.002184,2017-09-19,32.1545,2017-09-26,31.1899,SL,6,-0.03,-0.032947,0.2481,-0.0389,0.4382,-0.0013,0.2481
sh.600307,2017-09-19,10.6113,2017-09-21,11.1418,TP,3,0.05,0.046913,0.2352,-0.0439,0.4778,0.0061,0.2352
sh.600399,2017-09-19,17.6404,2017-09-22,17.1112,SL,4,-0.03,-0.032948,0.2331,-0.0364,0.4718,-0.0015,0.2331
sz.002153,2017-09-19,418.4804,2017-09-26,405.926,SL,6,-0.03,-0.032948,0.2262,-0.0269,0.4749,0.0045,0.2262
sz.002182,2017-09-19,39.7038,2017-09-19,38.5127,SL,1,-0.03,-0.032948,0.2231,-0.0361,0.4965,0.0008,0.2231
sz.002206,2017-09-19,65.7681,2017-09-26,65.2929,TIME,6,-0.007225,-0.010213,0.222,-0.0185,0.4727,0.0044,0.222
sh.600970,2017-09-19,82.4057,2017-09-22,79.8745,SL,4,-0.030717,-0.033663,0.2198,-0.0079,0.4624,-0.0045,0.2198
sh.600718,2017-09-20,227.1933,2017-09-25,220.3775,SL,4,-0.03,-0.032948,0.2432,-0.0743,0.5036,-0.0023,0.2432
sz.002439,2017-09-20,177.3607,2017-09-21,172.0399,SL,2,-0.03,-0.032948,0.2213,-0.0273,0.4877,-0.0005,0.2213
sh.600268,2017-09-20,34.8415,2017-09-25,33.7963,SL,4,-0.03,-0.032947,0.2122,-0.0509,0.5459,0.0,0.2122
sh.601677,2017-09-20,14.7405,2017-09-27,14.6561,TIME,6,-0.005722,-0.008712,0.2091,-0.0392,0.536,0.0,0.2091
sh.601918,2017-09-20,7.1135,2017-09-22,6.9001,SL,3,-0.03,-0.032948,0.1963,-0.0388,0.5675,0.0,0.1963
sz.002391,2017-09-20,51.5828,2017-09-27,53.2332,TIME,6,0.031995,0.028939,0.195,-0.0246,0.5493,0.002,0.195
sh.600727,2017-09-20,40.1579,2017-09-22,38.9532,SL,3,-0.03,-0.032948,0.1847,-0.0504,0.6139,-0.0075,0.1847
sz.002686,2017-09-20,62.6775,2017-09-25,60.7971,SL,4,-0.03,-0.032948,0.1828,-0.0095,0.5572,0.0037,0.1828
sh.603158,2017-09-21,40.7781,2017-09-28,41.9721,TIME,6,0.02928,0.026229,0.2594,-0.0386,0.4092,-0.002,0.2594
sz.002753,2017-09-21,53.1905,2017-09-22,51.5948,SL,2,-0.03,-0.032948,0.2265,-0.0601,0.5238,0.0,0.2265
sz.000819,2017-09-21,87.494,2017-09-22,84.8691,SL,2,-0.03,-0.032947,0.2197,-0.0665,0.5505,-0.0017,0.2197
sz.002321,2017-09-21,26.4865,2017-09-28,26.9361,TIME,6,0.016975,0.013946,0.2074,-0.0391,0.5401,-0.0046,0.2074
sz.002481,2017-09-21,124.0214,2017-09-26,120.3007,SL,4,-0.03,-0.032948,0.1956,0.012,0.493,0.0015,0.1956
sh.603377,2017-09-21,33.5692,2017-09-22,32.5622,SL,2,-0.03,-0.032947,0.1926,0.0055,0.5103,0.0027,0.1926
sz.002364,2017-09-21,95.4846,2017-09-27,92.6201,SL,5,-0.03,-0.032948,0.1924,-0.0337,0.5695,0.0,0.1924
sz.000530,2017-09-21,51.9424,2017-09-22,50.3841,SL,2,-0.03,-0.032948,0.1852,-0.0228,0.5711,-0.0039,0.1852
sh.600518,2017-09-22,712.4335,2017-09-29,713.8555,TIME,6,0.001996,-0.001007,0.2452,-0.0114,0.4039,0.002,0.2452
sh.600238,2017-09-22,29.94,2017-09-25,29.0418,SL,2,-0.03,-0.032948,0.2224,-0.0538,0.5247,-0.0049,0.2224
sh.600746,2017-09-22,63.6247,2017-09-25,66.806,TP,2,0.05,0.046913,0.2169,-0.1026,0.6118,0.0034,0.2169
sz.002410,2017-09-22,250.36,2017-09-26,242.8492,SL,3,-0.03,-0.032948,0.2132,-0.0516,0.5444,0.0085,0.2132
sh.603618,2017-09-22,29.3449,2017-09-29,28.8269,TIME,6,-0.017653,-0.020622,0.1982,-0.0546,0.5864,-0.0062,0.1982
sz.000056,2017-09-22,42.8371,2017-09-29,44.0154,TIME,6,0.027508,0.02446,0.1976,-0.033,0.5556,0.0032,0.1976
sz.002626,2017-09-22,107.8642,2017-09-26,104.6282,SL,3,-0.03,-0.032947,0.1976,-0.037,0.5615,-0.0064,0.1976
sh.600521,2017-09-22,232.5836,2017-09-29,237.9974,TIME,6,0.023277,0.020236,0.1973,-0.0231,0.5412,-0.0054,0.1973
sh.600638,2017-09-25,159.6305,2017-10-09,167.612,TP,6,0.05,0.046912,0.2864,-0.0722,0.3924,-0.0028,0.2864
sz.002208,2017-09-25,40.8571,2017-09-25,39.6314,SL,1,-0.03,-0.032948,0.2622,-0.0247,0.3815,-0.0119,0.2622
sz.002054,2017-09-25,48.6905,2017-10-09,48.9866,TIME,6,0.006081,0.00307,0.2581,-0.0557,0.4383,0.0034,0.2581
sh.600095,2017-09-25,23.0868,2017-10-09,22.9486,TIME,6,-0.005988,-0.008978,0.2535,-0.0281,0.4084,0.0072,0.2535
sh.600223,2017-09-25,7.037,2017-09-25,6.8259,SL,1,-0.03,-0.032948,0.2495,-0.0162,0.4004,-0.0082,0.2495
sh.600386,2017-09-25,26.0859,2017-09-26,25.3033,SL,2,-0.03,-0.032947,0.2461,-0.0043,0.3913,-0.0029,0.2461
sh.600094,2017-09-25,15.9837,2017-10-09,15.7636,TIME,6,-0.013767,-0.016743,0.2447,0.0088,0.3752,-0.0087,0.2447
sz.000514,2017-09-25,44.1108,2017-09-25,42.7875,SL,1,-0.03,-0.032948,0.2393,-0.0277,0.4432,-0.0062,0.2393
sz.002755,2017-09-26,30.5733,2017-10-10,30.9343,TIME,6,0.011807,0.008786,0.2689,-0.0656,0.426,-0.0003,0.2689
sz.002662,2017-09-26,33.7013,2017-09-29,36.6217,TP,4,0.086657,0.083506,0.2463,-0.0424,0.4478,0.0055,0.2463
sz.000990,2017-09-26,38.4995,2017-09-28,37.3445,SL,3,-0.03,-0.032947,0.2334,-0.0785,0.5343,0.0012,0.2334
sz.002124,2017-09-26,66.5689,2017-09-28,69.8974,TP,3,0.05,0.046913,0.229,-0.0545,0.5092,0.0,0.229
sh.603088,2017-09-26,40.9736,2017-10-10,40.6203,TIME,6,-0.008621,-0.011606,0.2276,0.0106,0.4152,-0.0098,0.2276
sz.002753,2017-09-26,50.6501,2017-10-10,52.0791,TIME,6,0.028213,0.025164,0.2228,-0.0586,0.531,0.0009,0.2228
sh.600727,2017-09-26,38.6873,2017-10-10,39.63,TIME,6,0.024366,0.021324,0.2222,-0.0579,0.5315,0.001,0.2222
sh.600706,2017-09-26,30.2509,2017-10-09,31.8438,TP,5,0.052658,0.049566,0.2219,-0.0409,0.5066,0.0005,0.2219
sz.000036,2017-09-27,64.8038,2017-09-28,62.8597,SL,2,-0.03,-0.032948,0.3032,-0.1176,0.4184,0.0,0.3032
sz.002133,2017-09-27,15.4084,2017-10-11,15.6329,TIME,6,0.014572,0.011546,0.2994,-0.0906,0.3873,-0.0054,0.2994
sz.002208,2017-09-27,39.0223,2017-10-11,38.9896,TIME,6,-0.00084,-0.003838,0.2892,-0.0853,0.4049,0.0008,0.2892
sz.002300,2017-09-27,53.9171,2017-10-11,56.613,TP,6,0.05,0.046913,0.2892,-0.0841,0.403,0.0,0.2892
sh.600743,2017-09-27,48.2189,2017-09-27,50.6298,TP,1,0.05,0.046913,0.2886,-0.1097,0.443,-0.0023,0.2886
sh.600340,2017-09-27,400.3893,2017-10-10,388.3776,SL,5,-0.03,-0.032948,0.2791,-0.0644,0.3989,0.0054,0.2791
sz.000810,2017-09-27,57.407,2017-10-11,57.721,TIME,6,0.005469,0.00246,0.279,-0.0266,0.3424,0.0,0.279
sh.600689,2017-09-27,27.8724,2017-10-11,28.7538,TIME,6,0.031623,0.028568,0.2772,-0.0878,0.4387,-0.0007,0.2772
sh.600714,2017-09-28,24.8823,2017-09-28,24.1359,SL,1,-0.03,-0.032948,0.2947,-0.0963,0.4076,0.0024,0.2947
sz.000419,2017-09-28,70.9092,2017-10-12,72.3274,TIME,6,0.02,0.016965,0.2726,-0.0425,0.3821,0.0014,0.2726
sh.600523,2017-09-28,20.6928,2017-10-12,21.2448,TIME,6,0.026674,0.023627,0.2629,-0.0502,0.4181,0.0,0.2629
sh.600624,2017-09-28,117.7944,2017-10-11,123.6842,TP,5,0.05,0.046913,0.2623,-0.0595,0.4335,-0.0026,0.2623
sh.603701,2017-09-28,36.3134,2017-10-20,38.1291,TP,3,0.05,0.046912,0.2608,-0.0474,0.4191,-0.0038,0.2608
sh.603828,2017-09-28,29.7672,2017-10-11,31.2556,TP,5,0.05,0.046912,0.2538,-0.0328,0.4148,-0.0009,0.2538
sh.603663,2017-09-28,26.4895,2017-10-12,26.7002,TIME,6,0.007955,0.004941,0.2462,-0.0616,0.4769,0.0023,0.2462
sh.601020,2017-09-28,25.9838,2017-10-10,25.2043,SL,4,-0.03,-0.032948,0.2447,-0.0764,0.503,-0.0012,0.2447
sz.002531,2017-09-29,47.8011,2017-10-13,49.5083,TIME,6,0.035714,0.032652,0.2399,-0.0376,0.4567,0.0016,0.2399
sh.603006,2017-09-29,40.5994,2017-10-09,42.6294,TP,2,0.05,0.046912,0.2237,-0.0819,0.5635,0.0,0.2237
sz.000632,2017-09-29,35.2252,2017-10-11,36.9864,TP,4,0.05,0.046913,0.2212,-0.0345,0.4987,0.0029,0.2212
sh.600272,2017-09-29,13.9795,2017-10-13,14.4088,TIME,6,0.030712,0.027658,0.2153,-0.0342,0.513,0.0045,0.2153
sz.000619,2017-09-29,65.4357,2017-10-13,66.6383,TIME,6,0.018378,0.015346,0.2112,-0.0598,0.5618,-0.0032,0.2112
sz.002184,2017-09-29,30.659,2017-10-11,32.1919,TP,4,0.05,0.046913,0.2099,-0.0896,0.6097,0.0021,0.2099
sz.000705,2017-09-29,46.2097,2017-10-13,47.9493,TIME,6,0.037645,0.034579,0.2059,-0.0544,0.5667,0.0097,0.2059
sz.000920,2017-09-29,26.9899,2017-10-13,28.3394,TP,6,0.05,0.046913,0.1989,-0.1202,0.6831,-0.0025,0.1989
sh.600785,2017-10-09,106.1273,2017-10-16,105.8049,TIME,6,-0.003038,-0.006033,0.224,-0.0687,0.5431,0.0,0.224
sh.603318,2017-10-09,44.7521,2017-10-09,43.4095,SL,1,-0.03,-0.032947,0.2095,-0.0192,0.5051,0.002,0.2095
sh.603011,2017-10-09,21.8419,2017-10-16,21.8824,TIME,6,0.001855,-0.001148,0.1956,0.0009,0.5096,0.0009,0.1956
sz.002274,2017-10-09,17.3984,2017-10-13,16.8765,SL,5,-0.03,-0.032947,0.1955,-0.0718,0.6189,0.0095,0.1955
sh.600827,2017-10-09,100.2249,2017-10-16,101.1414,TIME,6,0.009144,0.006128,0.194,-0.0399,0.5749,0.0092,0.194
sh.600769,2017-10-09,32.056,2017-10-16,31.7866,TIME,6,-0.008403,-0.011389,0.1882,-0.0484,0.602,0.0085,0.1882
sz.002541,2017-10-09,35.6946,2017-10-16,35.6946,TIME,6,0.0,-0.003,0.1877,-0.0403,0.5914,0.0088,0.1877
sz.002277,2017-10-09,41.9538,2017-10-13,44.0515,TP,5,0.05,0.046912,0.1807,-0.0397,0.6076,0.0059,0.1807
sz.002199,2017-10-10,46.4061,2017-10-12,45.0139,SL,3,-0.03,-0.032947,0.2265,-0.0329,0.4832,0.0,0.2265
sh.603028,2017-10-10,13.4283,2017-10-17,13.3882,TIME,6,-0.002987,-0.005982,0.2255,-0.0694,0.5403,-0.0015,0.2255
sh.600530,2017-10-10,29.5964,2017-10-10,31.0762,TP,1,0.05,0.046913,0.1994,-0.0468,0.5717,-0.0063,0.1994
sh.603958,2017-10-10,20.853,2017-10-16,21.8957,TP,5,0.05,0.046912,0.1954,-0.0467,0.5816,0.0034,0.1954
sz.000969,2017-10-10,55.1557,2017-10-11,53.501,SL,2,-0.03,-0.032948,0.1869,-0.0145,0.5544,-0.0009,0.1869
sh.600119,2017-10-10,32.6039,2017-10-11,34.2341,TP,2,0.05,0.046912,0.1772,-0.0426,0.6207,0.0061,0.1772
sz.000078,2017-10-10,64.2518,2017-10-10,67.4643,TP,1,0.05,0.046912,0.1761,-0.0478,0.6315,-0.0046,0.1761
sh.600743,2017-10-10,47.9941,2017-10-17,47.5445,TIME,6,-0.009368,-0.012351,0.1698,0.0,0.5755,0.0,0.1698
sh.600780,2017-10-11,46.3444,2017-10-18,44.954,SL,6,-0.03,-0.032948,0.2416,-0.0336,0.4464,0.0,0.2416
sh.600793,2017-10-11,39.8127,2017-10-16,41.8034,TP,4,0.05,0.046912,0.1944,-0.0782,0.6314,0.0049,0.1944
sh.603988,2017-10-11,72.5346,2017-10-16,70.3586,SL,4,-0.03,-0.032948,0.1944,-0.007,0.5245,0.0,0.1944
sz.000069,2017-10-11,241.0247,2017-10-18,244.2075,TIME,6,0.013205,0.010182,0.1587,-0.006,0.6122,-0.0024,0.1587
sh.603355,2017-10-11,53.0227,2017-10-13,55.6738,TP,3,0.05,0.046913,0.1527,0.0273,0.5774,0.0,0.1527
sz.002145,2017-10-11,18.99,2017-10-18,18.6,TIME,6,-0.020537,-0.023501,0.1354,-0.0094,0.6756,0.0016,0.1354
sh.603998,2017-10-11,60.5108,2017-10-12,58.6955,SL,2,-0.03,-0.032948,0.1346,0.0371,0.608,0.002,0.1346
sz.002637,2017-10-11,51.4102,2017-10-13,49.8679,SL,3,-0.03,-0.032947,0.1336,-0.013,0.6856,0.0016,0.1336
sz.002085,2017-10-12,130.5397,2017-10-13,126.6235,SL,2,-0.03,-0.032948,0.255,-0.1237,0.5481,0.0044,0.255
sz.002811,2017-10-12,28.5788,2017-10-12,27.7214,SL,1,-0.03,-0.032948,0.1753,-0.0533,0.6417,-0.0018,0.1753
sz.000070,2017-10-12,25.2858,2017-10-16,24.5272,SL,3,-0.03,-0.032947,0.1697,0.0025,0.5721,-0.0016,0.1697
sh.600186,2017-10-12,16.6554,2017-10-16,16.1557,SL,3,-0.03,-0.032947,0.168,0.0248,0.5429,0.0,0.168
sz.002114,2017-10-12,37.2106,2017-10-12,36.0943,SL,1,-0.03,-0.032948,0.154,-0.0092,0.6288,-0.0044,0.154
sz.002780,2017-10-12,44.8869,2017-10-13,47.1312,TP,2,0.05,0.046913,0.1505,-0.0228,0.6579,-0.0033,0.1505
sz.002164,2017-10-12,30.6422,2017-10-19,29.7229,SL,6,-0.03,-0.032947,0.1492,-0.018,0.654,-0.002,0.1492
sh.600266,2017-10-12,43.1872,2017-10-18,45.3466,TP,5,0.05,0.046913,0.1478,-0.0388,0.6886,-0.0052,0.1478
sh.600335,2017-10-13,51.2907,2017-10-16,49.752,SL,2,-0.03,-0.032948,0.2321,-0.0461,0.4889,-0.0007,0.2321
sh.603636,2017-10-13,53.253,2017-10-16,51.6554,SL,2,-0.03,-0.032947,0.2181,-0.0281,0.4968,0.0038,0.2181
sh.600080,2017-10-13,45.3701,2017-10-17,44.009,SL,3,-0.03,-0.032947,0.1991,0.0234,0.4671,0.0,0.1991
sh.600619,2017-10-13,599.7947,2017-10-16,581.8009,SL,2,-0.03,-0.032947,0.1777,-0.0478,0.6275,0.0033,0.1777
sz.002176,2017-10-13,186.8909,2017-10-17,181.2842,SL,3,-0.03,-0.032947,0.175,-0.0471,0.6331,0.0056,0.175
sz.002641,2017-10-13,31.1626,2017-10-17,30.2277,SL,3,-0.03,-0.032948,0.175,-0.0294,0.6066,0.0019,0.175
sz.002149,2017-10-13,40.7392,2017-10-16,39.5171,SL,2,-0.03,-0.032948,0.1749,-0.0334,0.6129,0.0,0.1749
sz.002119,2017-10-13,40.2489,2017-10-17,39.0415,SL,3,-0.03,-0.032948,0.1735,-0.0116,0.5836,0.0005,0.1735
sz.002811,2017-10-16,28.1151,2017-10-19,27.2716,SL,4,-0.03,-0.032948,0.2562,-0.0717,0.4671,0.0014,0.2562
sh.603118,2017-10-16,29.3951,2017-10-16,28.5133,SL,1,-0.03,-0.032948,0.2253,-0.0408,0.4979,-0.0061,0.2253
sz.002048,2017-10-16,161.753,2017-10-17,156.9004,SL,2,-0.03,-0.032947,0.2183,-0.0038,0.4601,0.0019,0.2183
sh.600405,2017-10-16,44.6655,2017-10-16,43.3255,SL,1,-0.03,-0.032947,0.2168,-0.0334,0.5081,0.0,0.2168
sz.002392,2017-10-16,55.1907,2017-10-16,53.5349,SL,1,-0.03,-0.032948,0.2157,-0.0771,0.5765,-0.0045,0.2157
sh.600533,2017-10-16,40.2669,2017-10-16,39.0589,SL,1,-0.03,-0.032947,0.2148,0.0083,0.4507,0.0049,0.2148
sz.002582,2017-10-16,52.5488,2017-10-16,55.1762,TP,1,0.05,0.046913,0.2113,-0.0101,0.4869,0.0024,0.2113
sh.603600,2017-10-16,46.2039,2017-10-18,44.8177,SL,3,-0.03,-0.032948,0.2001,0.0077,0.4881,-0.0132,0.2001
sz.000957,2017-10-17,49.966,2017-10-19,48.467,SL,3,-0.03,-0.032948,0.2154,-0.1404,0.6722,-0.0046,0.2154
sz.000818,2017-10-17,17.4023,2017-10-18,16.8803,SL,2,-0.03,-0.032947,0.2008,-0.0421,0.5611,0.0078,0.2008
sh.600776,2017-10-17,27.7537,2017-10-19,26.9211,SL,3,-0.03,-0.032948,0.1873,-0.1145,0.7034,0.009,0.1873
sz.002446,2017-10-17,65.0499,2017-10-18,63.0984,SL,2,-0.03,-0.032948,0.1799,-0.1021,0.7033,0.01,0.1799
sh.600638,2017-10-17,159.9943,2017-10-24,157.6294,TIME,6,-0.014781,-0.017755,0.1687,-0.0316,0.6258,-0.0096,0.1687
sz.000899,2017-10-17,19.1331,2017-10-19,18.5591,SL,3,-0.03,-0.032948,0.166,-0.0156,0.6085,-0.0053,0.166
sz.000823,2017-10-17,29.6167,2017-10-18,31.0975,TP,2,0.05,0.046913,0.1517,-0.0617,0.7132,-0.0035,0.1517
sz.000550,2017-10-17,38.5802,2017-10-24,37.6217,TIME,6,-0.024845,-0.027801,0.15,-0.046,0.6939,-0.0014,0.15
sz.000962,2017-10-18,25.3134,2017-10-19,24.554,SL,2,-0.03,-0.032948,0.3026,-0.1399,0.4534,0.001,0.3026
sz.002315,2017-10-18,66.7234,2017-10-18,64.7217,SL,1,-0.03,-0.032948,0.3015,-0.1231,0.4308,0.001,0.3015
sh.600763,2017-10-18,59.4407,2017-10-24,68.2844,TP,5,0.14878,0.14552,0.294,-0.0658,0.3638,0.002,0.294
sz.002392,2017-10-18,52.7083,2017-10-18,51.1271,SL,1,-0.03,-0.032948,0.2791,-0.0979,0.449,0.0016,0.2791
sz.002173,2017-10-18,45.8446,2017-10-25,45.1806,TIME,6,-0.014483,-0.017458,0.2756,-0.0608,0.4022,0.0026,0.2756
sh.600587,2017-10-18,77.6819,2017-10-25,79.2297,TIME,6,0.019925,0.01689,0.272,-0.0689,0.4232,-0.0048,0.272
sh.600444,2017-10-18,27.0026,2017-10-18,26.1925,SL,1,-0.03,-0.032947,0.2708,-0.0755,0.4362,0.0,0.2708
sz.002030,2017-10-18,187.9826,2017-10-19,182.3432,SL,2,-0.03,-0.032948,0.2693,-0.042,0.3898,0.0025,0.2693
sh.603069,2017-10-19,12.964,2017-10-20,13.6122,TP,2,0.05,0.046913,0.2849,-0.1017,0.4402,0.0,0.2849
sz.002519,2017-10-19,90.4942,2017-10-19,87.7794,SL,1,-0.03,-0.032948,0.28,-0.1079,0.4618,-0.0101,0.28
sz.000572,2017-10-19,19.2938,2017-10-26,19.3636,TIME,6,0.003617,0.00061,0.2775,-0.1634,0.5514,0.0,0.2775
