code,entry_date,entry_price,exit_date,exit_price,reason,bars,gross_ret,ret,score,ret5,shrink,gap,priority
sh.600980,2019-11-28,17.3833,2019-12-05,17.6377,TIME,6,0.014638,0.011612,0.2305,-0.0571,0.5093,0.007,0.2305
sz.000892,2019-11-28,13.1014,2019-12-04,12.7084,SL,5,-0.03,-0.032948,0.2285,-0.0366,0.4835,0.0,0.2285
sz.002940,2019-11-28,28.778,2019-12-05,29.6265,TIME,6,0.029485,0.026433,0.2215,-0.0239,0.4822,0.0,0.2215
sz.000058,2019-11-28,16.2375,2019-12-03,17.0494,TP,4,0.05,0.046912,0.217,-0.1193,0.6366,-0.0122,0.217
sh.600455,2019-11-29,32.6,2019-11-29,31.622,SL,1,-0.03,-0.032947,0.3132,-0.207,0.5275,0.0025,0.3132
sz.002852,2019-11-29,38.5918,2019-12-06,39.6738,TIME,6,0.028037,0.024988,0.2842,-0.0586,0.3775,-0.0008,0.2842
sz.002782,2019-11-29,25.7292,2019-12-06,26.5276,TIME,6,0.031031,0.027977,0.2503,-0.0449,0.4416,-0.001,0.2503
sz.002229,2019-11-29,31.6873,2019-12-06,32.4652,TIME,6,0.02455,0.021507,0.2483,-0.1404,0.5898,0.0083,0.2483
sh.603321,2019-11-29,7.7214,2019-12-06,8.1075,TP,6,0.05,0.046912,0.2362,-0.0649,0.5069,-0.0231,0.2362
sz.002534,2019-11-29,15.6863,2019-12-06,15.6447,TIME,6,-0.002653,-0.005648,0.2092,-0.0686,0.5799,0.0094,0.2092
sz.002150,2019-11-29,32.2769,2019-12-02,31.3086,SL,2,-0.03,-0.032948,0.2075,-0.0236,0.5167,-0.0017,0.2075
sh.603855,2019-11-29,9.7966,2019-12-06,10.2864,TP,6,0.05,0.046913,0.2,-0.0108,0.5163,-0.0011,0.2
sz.000561,2019-12-02,13.3704,2019-12-09,13.2689,TIME,6,-0.007587,-0.010574,0.2855,-0.003,0.2907,0.0,0.2855
sh.603690,2019-12-02,22.1758,2019-12-03,21.5105,SL,2,-0.03,-0.032948,0.2505,-0.1366,0.5786,-0.0009,0.2505
sz.002162,2019-12-02,7.3693,2019-12-09,7.6561,TIME,6,0.038922,0.035854,0.2334,-0.0292,0.4603,0.003,0.2334
sh.603365,2019-12-02,15.4918,2019-12-09,15.841,TIME,6,0.022541,0.019502,0.2303,-0.0041,0.4303,0.0,0.2303
sz.000680,2019-12-02,14.8699,2019-12-09,15.0453,TIME,6,0.011799,0.008779,0.2188,-0.0287,0.496,0.003,0.2188
sh.600110,2019-12-02,47.5401,2019-12-09,48.2274,TIME,6,0.014458,0.011433,0.2137,-0.0071,0.4765,-0.0072,0.2137
sz.002425,2019-12-02,24.1682,2019-12-09,24.5204,TIME,6,0.014572,0.011546,0.2137,-0.0521,0.544,0.0055,0.2137
sz.002860,2019-12-02,31.1836,2019-12-09,32.2353,TIME,6,0.033724,0.030665,0.2002,-0.0741,0.6106,0.0044,0.2002
sh.603123,2019-12-03,7.7211,2019-12-10,8.1071,TP,6,0.05,0.046912,0.2914,-0.2063,0.5809,-0.0117,0.2914
sz.000959,2019-12-03,5.6669,2019-12-10,5.733,TIME,6,0.011662,0.008641,0.2788,-0.0674,0.4041,-0.0087,0.2788
sz.000932,2019-12-03,9.1684,2019-12-10,9.2089,TIME,6,0.004415,0.001407,0.2683,-0.0598,0.419,-0.0066,0.2683
sh.600230,2019-12-03,14.8811,2019-12-10,15.1919,TIME,6,0.020879,0.017843,0.2648,-0.1024,0.4917,-0.0109,0.2648
sh.603999,2019-12-03,15.3971,2019-12-04,14.9352,SL,2,-0.03,-0.032947,0.2591,-0.0634,0.4473,-0.0079,0.2591
sh.603499,2019-12-03,19.377,2019-12-10,20.0731,TIME,6,0.035924,0.032861,0.2527,-0.0715,0.4755,0.0,0.2527
sh.600740,2019-12-03,40.2528,2019-12-10,41.0755,TIME,6,0.020438,0.017402,0.2429,-0.073,0.5022,-0.0015,0.2429
sz.000825,2019-12-03,20.7699,2019-12-10,21.3498,TIME,6,0.027919,0.02487,0.2426,-0.039,0.4521,0.0,0.2426
sh.603828,2019-12-04,23.7317,2019-12-05,24.9183,TP,2,0.05,0.046913,0.22,-0.0413,0.512,0.0,0.22
sz.000923,2019-12-04,14.6339,2019-12-11,15.0142,TIME,6,0.025983,0.022938,0.2181,-0.0312,0.5017,-0.0021,0.2181
sh.601003,2019-12-04,23.5918,2019-12-09,24.7713,TP,4,0.05,0.046913,0.2078,-0.0451,0.5481,-0.0059,0.2078
sz.000056,2019-12-04,13.9482,2019-12-11,14.6456,TP,6,0.05,0.046913,0.2048,-0.0537,0.5685,-0.0123,0.2048
sh.600569,2019-12-04,4.6595,2019-12-11,4.8136,TIME,6,0.033058,0.03,0.2026,-0.0239,0.5293,-0.0122,0.2026
sh.603309,2019-12-04,26.5222,2019-12-05,27.8483,TP,2,0.05,0.046913,0.1984,-0.0198,0.5337,0.0031,0.1984
sh.600979,2019-12-04,13.2561,2019-12-11,13.4178,TIME,6,0.012195,0.009174,0.1929,-0.0167,0.5428,-0.0049,0.1929
sh.600792,2019-12-04,16.9463,2019-12-11,17.1517,TIME,6,0.012121,0.0091,0.1915,-0.0321,0.5694,-0.006,0.1915
sh.601599,2019-12-05,10.6477,2019-12-06,11.1801,TP,2,0.05,0.046913,0.2755,-0.162,0.5542,0.0,0.2755
sz.002062,2019-12-05,32.9078,2019-12-12,32.1447,TIME,6,-0.023188,-0.026148,0.2547,-0.0521,0.4414,-0.0029,0.2547
sh.600825,2019-12-05,56.1927,2019-12-09,59.0023,TP,3,0.05,0.046912,0.2339,-0.0624,0.5089,0.002,0.2339
sh.600215,2019-12-05,10.808,2019-12-12,10.741,TIME,6,-0.006202,-0.009191,0.2315,-0.0154,0.4443,0.0078,0.2315
sz.002026,2019-12-05,14.26,2019-12-12,14.26,TIME,6,0.0,-0.003,0.2291,-0.0444,0.4939,-0.002,0.2291
sh.603013,2019-12-05,14.7969,2019-12-10,15.5368,TP,4,0.05,0.046912,0.2106,-0.103,0.6281,0.0,0.2106
sz.002644,2019-12-05,37.5965,2019-12-12,37.5409,TIME,6,-0.001477,-0.004475,0.2072,-0.0259,0.5208,0.0,0.2072
sh.600248,2019-12-05,14.3133,2019-12-12,14.4166,TIME,6,0.007212,0.004199,0.1939,-0.0166,0.5401,0.0024,0.1939
sh.600714,2019-12-06,11.7248,2019-12-13,11.7449,TIME,6,0.001721,-0.001282,0.252,-0.0332,0.4199,-0.0017,0.252
sh.603790,2019-12-06,21.3567,2019-12-12,20.6987,SL,5,-0.030807,-0.033753,0.1769,-0.0624,0.6513,0.0,0.1769
sz.000766,2019-12-06,20.9886,2019-12-13,20.5309,TIME,6,-0.021807,-0.024769,0.1769,-0.0489,0.631,0.0,0.1769
sh.600851,2019-12-06,67.7477,2019-12-10,71.1351,TP,3,0.05,0.046913,0.1638,-0.0091,0.6041,-0.0026,0.1638
sz.002890,2019-12-06,21.8464,2019-12-10,21.191,SL,3,-0.03,-0.032947,0.1418,-0.0176,0.6718,0.0009,0.1418
sh.600894,2019-12-06,24.1852,2019-12-13,24.0518,TIME,6,-0.005517,-0.008508,0.1295,0.0284,0.6336,0.0,0.1295
sh.603085,2019-12-06,21.4612,2019-12-09,22.5343,TP,2,0.05,0.046913,0.1293,-0.0096,0.6913,-0.0085,0.1293
sh.603757,2019-12-06,32.2947,2019-12-11,31.3259,SL,4,-0.03,-0.032948,0.1183,0.0051,0.6967,0.0031,0.1183
sz.002779,2019-12-09,25.2554,2019-12-13,26.5182,TP,5,0.05,0.046913,0.2775,-0.0511,0.3828,0.0,0.2775
sh.603030,2019-12-09,20.1739,2019-12-09,19.5687,SL,1,-0.03,-0.032947,0.177,-0.0726,0.6665,0.0,0.177
sh.600376,2019-12-09,52.1363,2019-12-16,53.1573,TIME,6,0.019582,0.016548,0.1653,-0.0013,0.5886,0.0,0.1653
sz.000042,2019-12-09,100.2455,2019-12-16,104.1356,TIME,6,0.038806,0.035738,0.16,-0.0147,0.6221,0.0,0.16
sz.002437,2019-12-09,46.7507,2019-12-16,47.5431,TIME,6,0.016949,0.013919,0.1574,-0.0513,0.6835,-0.0034,0.1574
sh.600403,2019-12-09,16.8188,2019-12-11,16.3142,SL,3,-0.03,-0.032948,0.1511,-0.0096,0.6367,0.0024,0.1511
sh.603988,2019-12-09,29.2844,2019-12-16,29.5013,TIME,6,0.007407,0.004394,0.149,-0.0377,0.684,0.0,0.149
sz.002753,2019-12-09,26.2367,2019-12-16,26.5889,TIME,6,0.013423,0.010399,0.1449,-0.0299,0.6826,0.0,0.1449
sz.002404,2019-12-10,26.5406,2019-12-12,27.8676,TP,3,0.05,0.046912,0.2052,-0.0313,0.534,-0.0072,0.2052
sh.603239,2019-12-10,28.5136,2019-12-17,29.9393,TP,6,0.05,0.046913,0.2016,-0.0297,0.5405,0.0011,0.2016
sh.603829,2019-12-10,10.7728,2019-12-17,10.9966,TIME,6,0.020774,0.017738,0.1875,0.0252,0.4934,0.0009,0.1875
sh.600743,2019-12-10,29.2156,2019-12-17,30.3112,TIME,6,0.0375,0.034434,0.1859,-0.0041,0.5416,-0.0041,0.1859
sh.603989,2019-12-10,43.8384,2019-12-17,44.4278,TIME,6,0.013446,0.010423,0.1855,-0.0186,0.5643,0.004,0.1855
sz.002295,2019-12-10,11.4221,2019-12-17,11.6104,TIME,6,0.016484,0.013455,0.1677,-0.0331,0.6303,-0.0027,0.1677
sh.603665,2019-12-10,21.9479,2019-12-17,22.0694,TIME,6,0.005538,0.002528,0.1585,0.017,0.5784,0.0065,0.1585
sh.603808,2019-12-10,26.6743,2019-12-16,29.5687,TP,5,0.108509,0.105319,0.1516,0.0183,0.5936,0.0008,0.1516
sz.002037,2019-12-11,20.5986,2019-12-18,21.1212,TIME,6,0.025373,0.022329,0.2004,-0.0132,0.5189,-0.0015,0.2004
sz.000561,2019-12-11,13.2892,2019-12-17,13.9537,TP,5,0.05,0.046913,0.1765,-0.0209,0.5901,0.0,0.1765
sz.002864,2019-12-11,26.2125,2019-12-18,26.4939,TIME,6,0.010736,0.007717,0.173,-0.0192,0.5964,0.0004,0.173
sz.002523,2019-12-11,22.2329,2019-12-18,22.6703,TIME,6,0.019672,0.016638,0.1624,-0.0255,0.6322,-0.0033,0.1624
sh.603139,2019-12-11,16.7506,2019-12-18,16.8726,TIME,6,0.007282,0.004269,0.1609,-0.0114,0.6148,0.0,0.1609
sh.603810,2019-12-11,29.76,2019-12-18,30.1957,TIME,6,0.014641,0.011615,0.1533,0.024,0.5809,-0.0041,0.1533
sz.002805,2019-12-11,17.3418,2019-12-18,17.4474,TIME,6,0.006092,0.003082,0.1528,-0.0078,0.6297,0.0,0.1528
sh.600967,2019-12-11,39.7048,2019-12-17,41.69,TP,5,0.05,0.046913,0.1422,0.0168,0.6192,-0.001,0.1422
sh.600561,2019-12-12,16.1498,2019-12-19,16.5696,TIME,6,0.025997,0.022951,0.2476,-0.0385,0.4386,0.0035,0.2476
sh.603007,2019-12-12,18.06,2019-12-19,17.6811,TIME,6,-0.020979,-0.023942,0.2104,0.0142,0.4528,-0.0014,0.2104
sz.000767,2019-12-12,19.7303,2019-12-19,20.138,TIME,6,0.020661,0.017625,0.1897,-0.0082,0.538,-0.0041,0.1897
sz.000886,2019-12-12,7.7883,2019-12-16,8.1777,TP,3,0.05,0.046913,0.1891,-0.0027,0.5314,-0.0028,0.1891
sz.002366,2019-12-12,16.8585,2019-12-19,16.9984,TIME,6,0.008299,0.005284,0.1823,-0.0216,0.5765,-0.0028,0.1823
sz.000545,2019-12-12,10.0814,2019-12-19,10.3538,TIME,6,0.027027,0.02398,0.173,0.0,0.5676,0.0,0.173
sh.603558,2019-12-12,34.7381,2019-12-13,36.475,TP,2,0.05,0.046913,0.1724,-0.0078,0.5806,-0.0045,0.1724
sz.002833,2019-12-12,32.1937,2019-12-16,33.8034,TP,3,0.05,0.046912,0.1641,0.0125,0.571,-0.0035,0.1641
sh.603009,2019-12-13,15.6793,2019-12-20,15.963,TIME,6,0.018092,0.01506,0.2955,-0.1644,0.5077,0.005,0.2955
sz.002828,2019-12-13,18.3984,2019-12-19,19.3183,TP,5,0.05,0.046913,0.2906,-0.014,0.2944,0.0085,0.2906
sz.002533,2019-12-13,21.5555,2019-12-20,22.0845,TIME,6,0.02454,0.021497,0.2612,-0.0488,0.4201,0.0041,0.2612
sh.600558,2019-12-13,17.1774,2019-12-20,17.0724,TIME,6,-0.006116,-0.009106,0.2588,-0.063,0.4477,0.0,0.2588
sz.002790,2019-12-13,17.384,2019-12-20,17.6574,TIME,6,0.015723,0.012696,0.2354,-0.085,0.5389,0.0016,0.2354
sz.002676,2019-12-13,14.6052,2019-12-17,15.3354,TP,3,0.05,0.046913,0.2263,-0.0691,0.5377,0.0065,0.2263
sz.000582,2019-12-13,30.3745,2019-12-20,31.4269,TIME,6,0.034648,0.031587,0.2163,-0.0292,0.5029,0.006,0.2163
sh.603828,2019-12-13,23.7781,2019-12-20,24.9671,TP,6,0.05,0.046912,0.2112,-0.0229,0.5065,0.0,0.2112
sz.002448,2019-12-16,28.9846,2019-12-19,30.4338,TP,4,0.05,0.046913,0.2207,-0.0351,0.501,0.0038,0.2207
sz.002877,2019-12-16,22.2359,2019-12-18,23.3477,TP,3,0.05,0.046912,0.1713,-0.0134,0.592,0.005,0.1713
sh.603016,2019-12-16,15.9819,2019-12-17,17.2857,TP,2,0.081579,0.078436,0.1555,0.0479,0.5395,0.0073,0.1555
sz.002652,2019-12-16,20.8469,2019-12-20,20.2215,SL,5,-0.03,-0.032948,0.151,0.0048,0.6153,-0.0048,0.151
sz.002811,2019-12-16,15.4387,2019-12-16,16.2106,TP,1,0.05,0.046913,0.1441,-0.0399,0.6997,0.0007,0.1441
sz.000417,2019-12-16,62.6517,2019-12-18,65.7843,TP,3,0.05,0.046913,0.1407,-0.0122,0.6666,-0.0103,0.1407
sh.600366,2019-12-16,56.4193,2019-12-18,59.2402,TP,3,0.05,0.046913,0.1404,0.0031,0.6442,-0.0016,0.1404
sz.000506,2019-12-16,6.2695,2019-12-18,6.583,TP,3,0.05,0.046913,0.1319,-0.0339,0.7211,0.0035,0.1319
sh.603012,2019-12-17,19.1758,2019-12-19,20.1346,TP,3,0.05,0.046913,0.2124,-0.1064,0.6286,0.0,0.2124
sz.002752,2019-12-17,12.2062,2019-12-23,11.84,SL,5,-0.03,-0.032948,0.1678,0.0132,0.5608,0.0,0.1678
sz.002907,2019-12-17,18.5666,2019-12-19,19.4949,TP,3,0.05,0.046912,0.1597,-0.0305,0.6466,-0.0133,0.1597
sh.600507,2019-12-17,93.2801,2019-12-24,94.2129,TIME,6,0.01,0.006982,0.1366,0.0341,0.6074,-0.001,0.1366
sh.601933,2019-12-17,67.9164,2019-12-24,71.3122,TP,6,0.05,0.046913,0.1345,0.0599,0.5739,-0.0039,0.1345
sz.002721,2019-12-17,17.0862,2019-12-18,16.5736,SL,2,-0.03,-0.032948,0.1301,0.0054,0.6667,0.0054,0.1301
sz.002713,2019-12-17,27.8251,2019-12-23,26.9904,SL,5,-0.03,-0.032948,0.1282,0.0095,0.6652,0.0,0.1282
sh.600189,2019-12-17,7.7783,2019-12-23,7.5449,SL,5,-0.03,-0.032947,0.1174,0.0426,0.6427,-0.0051,0.1174
sh.603330,2019-12-18,30.0269,2019-12-18,31.5282,TP,1,0.05,0.046913,0.1577,-0.0724,0.7143,0.0037,0.1577
sh.603798,2019-12-19,25.0231,2019-12-26,24.9609,TIME,6,-0.002483,-0.005479,0.199,0.0238,0.4669,0.0025,0.199
sz.002096,2019-12-19,33.7131,2019-12-23,32.7017,SL,3,-0.03,-0.032948,0.1374,0.0208,0.6253,-0.0058,0.1374
sh.600992,2019-12-19,7.9869,2019-12-26,8.0335,TIME,6,0.005831,0.002821,0.132,-0.0129,0.6895,-0.0015,0.132
sh.603855,2019-12-19,10.6568,2019-12-20,11.1896,TP,2,0.05,0.046912,0.1234,0.001,0.69,0.0,0.1234
sh.603023,2019-12-19,31.3696,2019-12-19,30.4285,SL,1,-0.03,-0.032947,0.1207,-0.0296,0.7427,-0.0054,0.1207
sh.601177,2019-12-19,9.7616,2019-12-23,9.4687,SL,3,-0.03,-0.032948,0.1157,0.0011,0.7091,0.001,0.1157
sz.002254,2019-12-19,60.225,2019-12-26,59.6,TIME,6,-0.010377,-0.013359,0.1082,0.0095,0.7152,-0.0009,0.1082
sz.002110,2019-12-19,17.5179,2019-12-26,17.5771,TIME,6,0.003382,0.000376,0.1044,0.0034,0.734,0.0,0.1044
sz.002258,2019-12-20,46.8467,2019-12-23,45.2426,SL,2,-0.034241,-0.037181,0.2324,-0.0251,0.4565,0.0016,0.2324
sz.002779,2019-12-20,25.7841,2019-12-27,25.0106,SL,6,-0.03,-0.032947,0.2122,-0.0194,0.4985,-0.007,0.2122
sh.603766,2019-12-20,11.0442,2019-12-27,10.8098,TIME,6,-0.02122,-0.024183,0.1858,-0.0026,0.5395,-0.0026,0.1858
sh.600589,2019-12-20,16.9422,2019-12-23,16.4339,SL,2,-0.03,-0.032948,0.1853,0.0171,0.5111,0.0019,0.1853
sz.000417,2019-12-20,64.9962,2019-12-23,63.0464,SL,2,-0.03,-0.032947,0.185,0.0396,0.4781,0.0,0.185
sh.603166,2019-12-20,7.2233,2019-12-23,7.0066,SL,2,-0.03,-0.032947,0.1824,-0.0194,0.5732,0.0018,0.1824
sh.603601,2019-12-20,66.7111,2019-12-23,64.7098,SL,2,-0.03,-0.032948,0.173,0.0342,0.516,0.0014,0.173
sz.002083,2019-12-20,15.2241,2019-12-23,14.7674,SL,2,-0.03,-0.032947,0.1718,-0.0158,0.5941,0.0,0.1718
sh.603006,2019-12-23,22.4354,2019-12-26,23.5572,TP,4,0.05,0.046913,0.206,-0.0117,0.5026,0.0055,0.206
sz.002588,2019-12-23,36.954,2019-12-25,35.8454,SL,3,-0.03,-0.032947,0.2013,-0.0126,0.5157,0.0026,0.2013
sz.002888,2019-12-23,35.9257,2019-12-23,34.848,SL,1,-0.03,-0.032947,0.1945,-0.0709,0.62,0.0,0.1945
sh.603506,2019-12-23,36.7665,2019-12-30,35.6635,SL,6,-0.03,-0.032948,0.1839,-0.0625,0.6341,0.0014,0.1839
sh.600353,2019-12-23,33.6873,2019-12-30,34.9304,TIME,6,0.0369,0.033836,0.1739,-0.0538,0.646,-0.0055,0.1739
sz.000913,2019-12-23,21.9003,2019-12-24,21.2433,SL,2,-0.03,-0.032947,0.1693,-0.0151,0.5994,-0.0018,0.1693
sz.000910,2019-12-23,29.3002,2019-12-30,30.1406,TIME,6,0.028679,0.025629,0.168,-0.0067,0.59,-0.0053,0.168
sh.603030,2019-12-23,18.7459,2019-12-23,18.1836,SL,1,-0.03,-0.032948,0.1651,-0.0207,0.6183,0.0033,0.1651
sh.603365,2019-12-24,16.296,2019-12-30,15.8071,SL,5,-0.03,-0.032947,0.3203,-0.0663,0.2986,0.0033,0.3203
sh.603768,2019-12-24,11.3995,2019-12-30,11.0575,SL,5,-0.03,-0.032948,0.221,-0.0399,0.5073,0.0072,0.221
sh.603808,2019-12-24,28.0069,2019-12-26,29.4073,TP,3,0.05,0.046913,0.2173,-0.05,0.5318,-0.003,0.2173
sz.002117,2019-12-24,65.4035,2019-12-25,68.6737,TP,2,0.05,0.046912,0.2115,-0.0561,0.5555,0.0067,0.2115
sz.000507,2019-12-24,25.1623,2019-12-31,25.1213,TIME,6,-0.001626,-0.004623,0.2017,-0.0742,0.6071,0.0065,0.2017
sz.002282,2019-12-24,17.1868,2019-12-31,17.607,TIME,6,0.02445,0.021407,0.1937,-0.0397,0.5752,-0.0049,0.1937
sz.002871,2019-12-24,33.0839,2019-12-31,33.1012,TIME,6,0.000522,-0.002479,0.1888,-0.0119,0.5458,0.0042,0.1888
sh.603098,2019-12-24,12.685,2019-12-27,13.3193,TP,4,0.05,0.046913,0.1886,-0.001,0.53,0.002,0.1886
sz.002492,2019-12-25,19.2334,2019-12-30,18.6564,SL,4,-0.03,-0.032947,0.3071,-0.1762,0.4965,-0.0049,0.3071
sz.002016,2019-12-25,42.1305,2020-01-02,43.5134,TIME,6,0.032825,0.029768,0.2871,-0.0646,0.379,-0.0023,0.2871
sz.000532,2019-12-25,31.5421,2019-12-27,33.1192,TP,3,0.05,0.046913,0.2795,-0.1636,0.5467,-0.0018,0.2795
sh.603039,2019-12-25,124.9004,2019-12-30,121.1534,SL,4,-0.03,-0.032947,0.2746,-0.0594,0.4028,-0.0011,0.2746
sz.000892,2019-12-25,13.4743,2019-12-25,13.0701,SL,1,-0.03,-0.032947,0.2567,-0.0639,0.454,0.0,0.2567
sz.002767,2019-12-25,21.8936,2019-12-26,22.9883,TP,2,0.05,0.046913,0.2558,-0.0546,0.4424,-0.0069,0.2558
sz.002593,2019-12-25,12.847,2019-12-26,12.4616,SL,2,-0.03,-0.032947,0.2553,-0.1203,0.5421,0.0025,0.2553
sz.002888,2019-12-25,34.894,2019-12-30,33.8472,SL,4,-0.03,-0.032947,0.2542,-0.1155,0.5378,0.0027,0.2542
sh.600716,2019-12-26,13.8808,2019-12-27,14.5748,TP,2,0.05,0.046912,0.3019,-0.1071,0.4058,0.0048,0.3019
sh.603196,2019-12-26,8.1162,2019-12-27,8.522,TP,2,0.05,0.046913,0.2767,-0.0723,0.4169,0.0,0.2767
sh.600889,2019-12-26,16.1086,2020-01-03,16.7431,TIME,6,0.039387,0.036318,0.271,-0.0988,0.4708,0.0022,0.271
sz.002015,2019-12-26,23.4335,2020-01-03,23.7899,TIME,6,0.015209,0.012183,0.2439,-0.0401,0.4504,0.0,0.2439
sz.002067,2019-12-26,8.9467,2020-01-03,9.1922,TIME,6,0.027439,0.024391,0.2294,-0.018,0.4534,0.0,0.2294
sz.002425,2019-12-26,24.8726,2019-12-30,24.1264,SL,3,-0.03,-0.032948,0.2226,-0.0505,0.5193,0.0018,0.2226
sh.600313,2019-12-26,8.2419,2019-12-31,8.654,TP,4,0.05,0.046912,0.2186,-0.0251,0.4912,0.0,0.2186
sz.002397,2019-12-26,60.463,2020-01-03,61.0787,TIME,6,0.010183,0.007165,0.2181,-0.0702,0.5601,0.002,0.2181
sh.603578,2019-12-27,20.6901,2020-01-06,21.2399,TIME,6,0.026575,0.023528,0.2521,-0.0398,0.4293,0.002,0.2521
sh.601599,2019-12-27,11.1377,2019-12-30,10.7784,SL,2,-0.032258,-0.035202,0.2217,-0.0931,0.5853,0.0,0.2217
sz.002879,2019-12-27,22.4546,2019-12-31,23.5774,TP,3,0.05,0.046913,0.2101,-0.0397,0.5342,0.0006,0.2101
sh.600506,2019-12-27,10.3812,2019-12-30,10.0697,SL,2,-0.03,-0.032948,0.2073,-0.0726,0.5907,-0.0019,0.2073
sz.002905,2019-12-27,27.0742,2020-01-02,28.4279,TP,4,0.05,0.046913,0.1959,-0.0755,0.6236,-0.003,0.1959
sh.601595,2019-12-27,15.3955,2020-01-06,16.1653,TP,6,0.05,0.046913,0.1956,-0.0658,0.6096,0.0,0.1956
sz.000809,2019-12-27,5.4467,2020-01-06,5.5616,TIME,6,0.021097,0.01806,0.1926,-0.0207,0.5496,0.0042,0.1926
sz.002112,2019-12-27,17.7364,2019-12-30,17.2043,SL,2,-0.03,-0.032948,0.188,-0.0226,0.5641,-0.0043,0.188
sz.002868,2019-12-30,18.2851,2020-01-07,19.1994,TP,6,0.05,0.046912,0.1978,-0.0631,0.6001,-0.0101,0.1978
sz.000537,2019-12-30,26.987,2020-01-07,27.6171,TIME,6,0.023346,0.020305,0.1578,-0.056,0.6894,-0.0064,0.1578
sz.002666,2019-12-30,21.1327,2019-12-31,22.1893,TP,2,0.05,0.046913,0.1542,-0.0414,0.6767,-0.0065,0.1542
sz.000155,2019-12-30,4.9406,2019-12-31,5.1876,TP,2,0.05,0.046912,0.1514,-0.0824,0.745,-0.0165,0.1514
sh.603179,2019-12-30,27.9437,2019-12-30,27.1054,SL,1,-0.03,-0.032948,0.1472,-0.0441,0.698,-0.0052,0.1472
sz.000695,2019-12-30,14.4625,2020-01-06,15.1857,TP,5,0.05,0.046913,0.1427,-0.0145,0.6649,-0.0107,0.1427
sz.002254,2019-12-30,59.3727,2020-01-07,62.3414,TP,6,0.05,0.046913,0.1365,-0.0169,0.6842,0.001,0.1365
sh.603991,2019-12-30,17.4555,2020-01-07,17.9617,TIME,6,0.029002,0.025952,0.134,-0.0171,0.6906,-0.0006,0.134
sz.002721,2019-12-31,17.3299,2020-01-03,18.1964,TP,3,0.05,0.046913,0.2203,-0.1292,0.6432,0.0053,0.2203
sz.002838,2019-12-31,51.763,2020-01-03,54.3512,TP,3,0.05,0.046912,0.2145,-0.022,0.4966,-0.0028,0.2145
sh.603855,2019-12-31,10.7005,2020-01-08,10.6896,TIME,6,-0.001021,-0.00402,0.18,-0.0336,0.6004,0.0,0.18
sz.002363,2019-12-31,14.4418,2020-01-06,15.1639,TP,4,0.05,0.046913,0.1778,-0.0415,0.6177,-0.0017,0.1778
sz.002399,2019-12-31,70.7477,2020-01-06,74.2851,TP,4,0.05,0.046913,0.1688,0.0406,0.5172,-0.0036,0.1688
sh.603088,2019-12-31,18.1976,2020-01-08,19.1074,TP,6,0.05,0.046912,0.1527,0.0022,0.6149,0.0022,0.1527
sz.002404,2019-12-31,30.62,2020-01-02,32.151,TP,2,0.05,0.046913,0.1509,-0.0062,0.6321,0.0,0.1509
sz.002836,2019-12-31,25.0106,2020-01-08,25.7222,TIME,6,0.028452,0.025402,0.1451,-0.0008,0.6384,-0.0008,0.1451
sh.603015,2020-01-02,13.5053,2020-01-09,13.6106,TIME,6,0.0078,0.004787,0.2491,-0.0505,0.453,0.0031,0.2491
sh.603330,2020-01-02,28.4396,2020-01-02,29.8616,TP,1,0.05,0.046913,0.2149,-0.0555,0.5461,0.0059,0.2149
sh.603976,2020-01-02,25.0687,2020-01-09,25.8691,TIME,6,0.031927,0.028871,0.2067,-0.0728,0.5925,0.0057,0.2067
sz.002877,2020-01-02,23.5778,2020-01-09,23.5504,TIME,6,-0.001161,-0.004159,0.204,-0.0685,0.5928,0.0047,0.204
sh.600110,2020-01-02,53.6114,2020-01-03,56.292,TP,2,0.05,0.046912,0.1999,-0.0602,0.5906,0.0,0.1999
sh.603607,2020-01-02,31.7571,2020-01-09,31.8288,TIME,6,0.002257,-0.000747,0.1933,-0.0513,0.5936,0.0064,0.1933
sh.600403,2020-01-02,16.7782,2020-01-07,17.6171,TP,4,0.05,0.046913,0.1921,-0.0787,0.6377,0.0073,0.1921
sz.002725,2020-01-02,26.1412,2020-01-09,27.1065,TIME,6,0.036923,0.033858,0.1887,0.0,0.5282,0.0041,0.1887
sz.002227,2020-01-03,23.2502,2020-01-06,24.4127,TP,2,0.05,0.046913,0.1674,-0.0361,0.6357,-0.0009,0.1674
sh.603617,2020-01-03,21.3154,2020-01-06,22.3811,TP,2,0.05,0.046913,0.1321,0.0462,0.6003,0.0027,0.1321
sz.002767,2020-01-03,22.8185,2020-01-10,22.8791,TIME,6,0.002658,-0.000347,0.1186,0.0233,0.6685,0.0067,0.1186
sz.002406,2020-01-03,22.0791,2020-01-08,23.1831,TP,4,0.05,0.046913,0.102,0.0186,0.7171,-0.0017,0.102
sz.002931,2020-01-06,30.0245,2020-01-13,29.9843,TIME,6,-0.001342,-0.004339,0.1513,-0.0521,0.6999,-0.008,0.1513
sz.002673,2020-01-06,24.1198,2020-01-13,24.344,TIME,6,0.009298,0.006281,0.1478,0.0072,0.6198,-0.0112,0.1478
sz.002644,2020-01-06,40.4842,2020-01-13,40.3176,TIME,6,-0.004115,-0.007108,0.1412,0.0041,0.6407,-0.0014,0.1412
sz.002631,2020-01-06,34.058,2020-01-07,35.7609,TP,2,0.05,0.046912,0.1341,-0.0545,0.7466,-0.0049,0.1341
