code,entry_date,entry_price,exit_date,exit_price,reason,bars,gross_ret,ret,vol_ratio,density,mc
sz.000592,2024-06-11,7.7975,2024-06-20,7.1737,STOP,8,-0.08,-0.08286,,145,122.88096501374152
sz.000603,2020-02-05,23.9207,2020-02-19,29.9326,MA,11,0.251327,0.247888,,525,216.98602388964886
sz.000603,2024-02-07,17.0332,2024-02-23,19.4879,MA,7,0.14411,0.140858,,986,216.98602388964886
sz.000603,2025-04-10,27.8662,2025-04-22,32.2028,MA,9,0.155624,0.152352,,463,216.98602388964886
sz.000612,2020-02-05,25.58,2020-02-19,29.458,MA,11,0.151603,0.148338,,525,133.30375842790002
sz.000612,2024-02-07,33.516,2024-02-26,37.3863,MA,8,0.115473,0.112271,,986,133.30375842790002
sz.000612,2025-04-10,51.3704,2025-05-07,54.8478,MA,17,0.067692,0.064574,,463,133.30375842790002
sz.000612,2026-03-25,93.1218,2026-04-10,100.118,MA,12,0.07513,0.071998,,73,133.30375842790002
sz.000620,2020-02-05,3.6386,2020-03-05,4.0155,MA,22,0.10356,0.100379,,525,131.1381279154647
sz.000620,2025-01-08,2.3904,2025-01-10,2.1992,STOP,3,-0.08,-0.08286,,298,131.1381279154647
sz.000620,2025-01-14,2.0607,2025-01-22,2.4846,MA,7,0.205714,0.202354,,63,131.1381279154647
sz.000629,2020-02-05,15.0534,2020-02-18,17.3485,MA,10,0.152466,0.1492,,525,286.2927713133988
sz.000629,2022-04-28,20.1837,2022-05-20,21.8713,MA,14,0.083612,0.080466,,837,286.2927713133988
sz.000680,2025-04-09,35.0004,2025-04-22,41.1073,MA,10,0.174479,0.171174,,136,142.02363139645894
sz.000681,2019-05-06,81.0481,2019-05-08,74.5643,STOP,3,-0.08,-0.08286,,87,121.56469816659363
sz.000681,2025-04-09,67.2437,2025-04-29,74.8886,MA,15,0.113689,0.11049,,136,121.56469816659363
sz.000688,2024-02-07,30.2176,2024-02-20,36.4331,MA,4,0.205692,0.202332,,986,372.71363688485303
sz.000688,2025-01-07,44.6978,2025-01-17,49.7513,MA,9,0.113059,0.109861,,128,372.71363688485303
sz.000688,2025-04-10,40.7412,2025-04-24,44.5411,MA,11,0.093269,0.090106,,463,372.71363688485303
sz.000700,2024-02-07,57.7068,2024-02-22,69.5764,MA,6,0.205689,0.202329,,986,103.80314583949821
sz.000700,2025-04-10,86.7811,2025-04-28,93.2533,MA,13,0.074581,0.071451,,463,103.80314583949821
sz.000711,2019-05-08,40.5167,2019-05-20,45.7689,MA,9,0.12963,0.126403,,200,135.31815625946098
sz.000711,2020-02-05,28.7368,2020-02-21,33.3888,MA,13,0.16188,0.158597,,525,135.31815625946098
sz.000711,2022-04-28,18.7577,2022-05-10,21.759,MA,6,0.16,0.15672,,837,135.31815625946098
sz.000723,2018-08-08,23.6026,2018-08-22,20.895,STOP,11,-0.114713,-0.117512,,85,157.84441325135685
sz.000723,2020-02-05,41.1503,2020-02-18,50.7086,MA,10,0.232278,0.228871,,525,157.84441325135685
sz.000723,2022-04-28,62.6875,2022-05-18,68.2735,MA,12,0.089109,0.085953,,837,157.84441325135685
sz.000727,2018-10-22,5.2505,2018-11-05,6.1042,MA,11,0.162602,0.159317,,282,101.7533508859533
sz.000727,2020-02-05,7.1287,2020-02-19,8.1105,MA,11,0.137725,0.134484,,525,101.7533508859533
sz.000727,2025-01-08,11.2267,2025-01-21,11.9096,MA,10,0.060837,0.05773,,298,101.7533508859533
sz.000727,2025-04-10,10.2022,2025-05-07,10.5437,MA,17,0.033473,0.030414,,463,101.7533508859533
sz.000729,2018-07-09,39.2321,2018-07-16,42.5882,MA,6,0.085543,0.082393,,70,318.742967244266
sz.000733,2026-07-24,70.6047,2026-08-06,76.0233,MA,10,0.076745,0.073611,,72,227.06494412578698
sz.000737,2022-03-17,18.6903,2022-04-06,17.1951,STOP,13,-0.08,-0.08286,,122,270.93030972212625
sz.000737,2024-02-07,11.8498,2024-02-23,13.9235,MA,7,0.175,0.171694,,986,270.93030972212625
sz.000737,2026-03-25,36.817,2026-04-09,37.4219,MA,11,0.01643,0.013401,,73,270.93030972212625
sz.000738,2017-05-25,24.4411,2017-06-08,25.4715,MA,9,0.042158,0.039084,,82,241.90257514739994
sz.000739,2018-02-09,47.5714,2018-03-02,51.6789,MA,11,0.086345,0.083194,,234,254.60929293236939
sz.000739,2022-02-15,262.365,2022-02-28,278.7999,MA,10,0.062642,0.059532,,73,254.60929293236939
sz.000750,2019-05-09,46.0682,2019-06-12,48.1622,MA,24,0.045455,0.042375,,144,219.33576241754372
sz.000758,2026-03-25,89.3331,2026-04-09,91.9204,MA,11,0.028963,0.025913,,73,119.79525174177454
sz.000762,2017-04-27,61.0573,2017-05-08,56.1727,STOP,7,-0.08,-0.08286,,62,121.7229273341467
sz.000762,2018-06-21,38.8176,2018-07-11,41.18,MA,15,0.06086,0.057754,,348,121.7229273341467
sz.000762,2018-10-22,28.1051,2018-11-05,30.7934,MA,11,0.095652,0.092485,,282,121.7229273341467
sz.000762,2022-04-28,122.7255,2022-05-06,136.8595,MA,4,0.115168,0.111966,,837,121.7229273341467
sz.000762,2022-10-12,163.6611,2022-11-02,175.1068,MA,16,0.069935,0.066813,,81,121.7229273341467
sz.000762,2024-02-02,89.4141,2024-02-05,81.8141,STOP,2,-0.084998,-0.087849,,171,121.7229273341467
sz.000762,2024-02-07,83.3922,2024-02-26,96.0174,MA,8,0.151394,0.148129,,986,121.7229273341467
sz.000762,2026-07-15,94.3913,2026-07-17,86.84,STOP,3,-0.08,-0.08286,,84,121.7229273341467
sz.000762,2026-07-22,86.187,2026-08-04,96.9028,MA,10,0.124332,0.121115,,84,121.7229273341467
sz.000766,2019-05-15,29.7502,2019-05-17,27.3702,STOP,3,-0.08,-0.08286,,86,162.13235086448432
sz.000766,2022-04-28,13.7309,2022-05-10,15.4636,MA,6,0.12619,0.12297,,837,162.13235086448432
sz.000791,2017-12-07,14.2866,2017-12-19,14.6012,MA,9,0.022021,0.018982,,156,150.37634152978666
sz.000791,2018-06-21,7.8628,2018-07-05,9.7582,MA,11,0.24105,0.237628,,348,150.37634152978666
sz.000791,2022-04-28,13.7013,2022-05-11,15.7322,MA,7,0.148225,0.144966,,837,150.37634152978666
sz.000799,2024-02-07,96.42,2024-02-26,106.6332,MA,8,0.105925,0.102739,,986,132.4995948271889
sz.000800,2019-05-15,17.064,2019-05-31,16.8833,MA,13,-0.010593,-0.013575,,86,304.25880321301753
sz.000801,2017-04-27,99.9764,2017-05-09,91.9783,STOP,8,-0.08,-0.08286,,62,116.67658963487473
sz.000801,2018-02-13,55.1957,2018-02-28,61.683,MA,7,0.117534,0.114328,,103,116.67658963487473
sz.000801,2018-06-25,46.114,2018-07-16,47.8219,MA,16,0.037037,0.033972,,110,116.67658963487473
sz.000801,2024-06-11,112.9883,2024-07-04,103.9492,STOP,18,-0.08,-0.08286,,145,116.67658963487473
sz.000801,2025-01-08,143.7285,2025-01-21,156.825,MA,10,0.09112,0.08796,,298,116.67658963487473
sz.000801,2025-04-09,148.9449,2025-04-23,169.1446,MA,11,0.135618,0.132381,,136,116.67658963487473
sz.000810,2017-12-07,43.33,2017-12-25,39.8636,STOP,13,-0.08,-0.08286,,156,106.63479889199085
sz.000810,2018-08-08,39.1958,2018-08-30,36.0602,STOP,17,-0.08,-0.08286,,85,106.63479889199085
sz.000810,2022-10-12,85.0728,2022-10-28,78.267,STOP,13,-0.08,-0.08286,,81,106.63479889199085
sz.000810,2024-01-24,67.109,2024-01-29,61.7403,STOP,4,-0.08,-0.08286,,148,106.63479889199085
sz.000810,2024-02-02,55.5575,2024-02-05,51.1129,STOP,2,-0.08,-0.08286,,171,106.63479889199085
sz.000810,2025-04-10,62.4482,2025-05-07,66.7239,MA,17,0.068468,0.065349,,463,106.63479889199085
sz.000810,2026-07-24,52.9924,2026-08-12,54.7,MA,14,0.032223,0.029167,,72,106.63479889199085
sz.000811,2022-04-28,100.8729,2022-05-19,109.7111,MA,13,0.087617,0.084463,,837,402.08248288506775
sz.000811,2024-02-07,120.1272,2024-02-23,137.5141,MA,7,0.144737,0.141484,,986,402.08248288506775
sz.000811,2025-04-10,133.4215,2025-04-22,146.3053,MA,9,0.096565,0.093396,,463,402.08248288506775
sz.000815,2018-06-21,22.5836,2018-06-26,20.7769,STOP,4,-0.08,-0.08286,,348,124.94493617103836
sz.000815,2018-10-22,17.1531,2018-11-05,18.3541,MA,11,0.070015,0.066893,,282,124.94493617103836
sz.000815,2021-02-10,11.6704,2021-02-25,13.0541,MA,7,0.118568,0.115361,,65,124.94493617103836
sz.000815,2024-01-24,22.6358,2024-02-01,20.8249,STOP,7,-0.08,-0.08286,,148,124.94493617103836
sz.000815,2024-02-07,16.3698,2024-02-23,23.158,MA,7,0.414673,0.410947,,986,124.94493617103836
sz.000825,2019-05-08,21.5644,2019-06-03,21.7715,MA,19,0.009604,0.006588,,200,198.9334694219902
sz.000830,2019-05-06,58.6168,2019-05-24,53.9275,STOP,15,-0.08,-0.08286,,87,238.8537844676252
sz.000830,2020-02-05,39.0428,2020-02-18,44.1908,MA,10,0.131855,0.128625,,525,238.8537844676252
sz.000837,2020-02-05,10.5125,2020-02-20,12.2131,MA,12,0.161765,0.158482,,525,101.0604316364312
sz.000837,2024-01-24,25.0548,2024-01-31,23.0504,STOP,6,-0.08,-0.08286,,148,101.0604316364312
sz.000837,2024-02-07,20.4346,2024-02-22,24.0005,MA,6,0.174507,0.171201,,986,101.0604316364312
sz.000837,2026-07-24,27.108,2026-08-03,30.3722,MA,7,0.120413,0.117202,,72,101.0604316364312
sz.000839,2018-02-13,117.0986,2018-02-28,131.3425,MA,7,0.121641,0.118428,,103,109.99319069178713
sz.000839,2018-06-25,77.348,2018-07-18,78.5074,MA,18,0.014989,0.011963,,110,109.99319069178713
sz.000839,2018-10-22,49.5766,2018-11-02,54.4337,MA,10,0.097973,0.094802,,282,109.99319069178713
sz.000839,2019-05-06,75.5373,2019-05-17,69.4943,STOP,10,-0.08,-0.08286,,87,109.99319069178713
sz.000839,2025-01-14,45.7243,2025-02-06,49.9115,MA,12,0.091575,0.088415,,63,109.99319069178713
sz.000875,2020-04-02,3.6125,2020-04-15,4.0776,MA,9,0.128743,0.125517,,63,173.2618976526455
sz.000875,2022-04-28,6.5977,2022-05-11,7.3873,MA,7,0.119672,0.116463,,837,173.2618976526455
sz.000877,2019-05-15,49.4669,2019-05-22,52.2598,MA,6,0.056459,0.053361,,86,268.5040447686977
sz.000878,2020-02-05,22.3388,2020-02-20,25.4319,MA,12,0.138462,0.135219,,525,327.7703302726354
sz.000878,2026-03-25,44.8688,2026-04-14,47.0407,MA,14,0.048404,0.04532,,73,327.7703302726354
sz.000887,2019-05-09,62.5787,2019-06-12,61.1642,MA,24,-0.022604,-0.025564,,144,263.4080960294104
sz.000887,2022-03-17,107.7629,2022-03-25,99.1419,STOP,7,-0.08,-0.08286,,122,263.4080960294104
sz.000887,2022-04-28,74.317,2022-05-11,83.5163,MA,7,0.123784,0.120568,,837,263.4080960294104
sz.000887,2025-04-10,110.7497,2025-04-30,120.0074,MA,15,0.083591,0.080445,,463,263.4080960294104
sz.000899,2026-06-30,29.2243,2026-07-20,32.0061,MA,15,0.095189,0.092023,,83,105.28880338271307
sz.000901,2018-02-13,50.0779,2018-03-01,55.2033,MA,8,0.102349,0.09917,,103,117.20402145138591
sz.000901,2018-06-21,40.6141,2018-07-04,47.1661,MA,10,0.161324,0.158041,,348,117.20402145138591
sz.000901,2024-02-07,35.0675,2024-02-23,39.1782,MA,7,0.117221,0.114016,,986,117.20402145138591
sz.000901,2026-07-22,67.9917,2026-08-05,75.1514,MA,11,0.105302,0.102118,,84,117.20402145138591
sz.000902,2020-02-05,17.1337,2020-02-18,20.1215,MA,10,0.174383,0.171078,,525,155.7593681004131
sz.000917,2018-10-22,24.0887,2018-11-05,26.7311,MA,11,0.109694,0.106502,,282,100.72527886299507
sz.000917,2024-04-18,33.3051,2024-04-30,36.5983,MA,9,0.098881,0.095708,,100,100.72527886299507
sz.000917,2025-01-08,41.0529,2025-01-24,44.5468,MA,13,0.085106,0.081957,,298,100.72527886299507
sz.000921,2018-10-22,7.7715,2018-11-07,8.0793,MA,13,0.039604,0.036535,,282,246.29136386137674
sz.000921,2020-02-05,11.4823,2020-03-06,12.1577,MA,23,0.058824,0.055721,,525,246.29136386137674
sz.000927,2020-02-05,4.3441,2020-02-21,4.9397,MA,13,0.137097,0.133857,,525,148.69339566291217
sz.000932,2026-03-25,13.5644,2026-04-30,12.4793,STOP,26,-0.08,-0.08286,,73,251.6040388164678
sz.000935,2020-02-05,23.3952,2020-02-21,26.8562,MA,13,0.147939,0.14468,,525,173.0490821007428
sz.000935,2022-04-28,31.3974,2022-05-10,35.2906,MA,6,0.123998,0.120781,,837,173.0490821007428
sz.000937,2026-06-30,48.3531,2026-07-14,52.1005,MA,11,0.0775,0.074364,,83,177.26833060332055
sz.000949,2017-04-20,17.524,2017-05-11,16.1221,STOP,15,-0.08,-0.08286,,73,107.3614571143042
sz.000949,2022-04-28,12.1531,2022-05-19,12.7217,MA,13,0.046783,0.043702,,837,107.3614571143042
sz.000949,2024-02-07,8.5908,2024-02-27,10.0531,MA,9,0.170213,0.166915,,986,107.3614571143042
sz.000949,2024-06-11,12.941,2024-06-27,12.9776,MA,13,0.002825,-0.00018,,145,107.3614571143042
sz.000949,2025-01-08,13.99,2025-01-20,15.3154,MA,9,0.094737,0.091571,,298,107.3614571143042
sz.000949,2025-04-10,14.5423,2025-05-07,14.8368,MA,17,0.020253,0.017218,,463,107.3614571143042
sz.000951,2020-02-05,43.5912,2020-02-14,49.1965,MA,8,0.128588,0.125363,,525,252.33254348596554
sz.000958,2017-12-07,16.169,2018-01-04,18.3523,MA,20,0.135029,0.131793,,156,293.05358139051083
sz.000958,2018-02-13,13.0997,2018-03-02,14.3021,MA,9,0.091787,0.088627,,103,293.05358139051083
sz.000958,2020-02-05,14.3162,2020-02-21,16.3521,MA,13,0.142212,0.138963,,525,293.05358139051083
sz.000958,2022-04-28,14.0204,2022-05-13,14.9398,MA,9,0.065574,0.062459,,837,293.05358139051083
sz.000959,2019-05-15,5.9643,2019-06-12,5.8982,MA,20,-0.01108,-0.014061,,86,271.55858965087583
sz.000962,2018-02-13,16.0059,2018-03-06,16.9843,MA,11,0.061129,0.058022,,103,264.0884132672533
sz.000962,2019-05-09,17.4861,2019-05-28,21.2743,MA,14,0.216643,0.213264,,144,264.0884132672533
sz.000962,2020-02-05,14.5508,2020-02-18,17.1599,MA,10,0.17931,0.175997,,525,264.0884132672533
sz.000962,2024-01-24,25.0876,2024-02-02,23.0806,STOP,8,-0.08,-0.08286,,148,264.0884132672533
sz.000962,2024-02-07,21.7509,2024-02-23,24.8116,MA,7,0.140715,0.137469,,986,264.0884132672533
sz.000966,2019-05-15,13.8319,2019-05-20,12.7253,STOP,4,-0.08,-0.08286,,86,146.10000464259673
sz.000966,2022-04-28,13.4689,2022-05-12,15.7478,MA,8,0.169197,0.165901,,837,146.10000464259673
sz.000966,2026-06-30,11.7999,2026-07-16,11.9796,MA,13,0.015228,0.012202,,83,146.10000464259673
sz.000969,2018-10-22,21.5046,2018-11-05,23.5478,MA,11,0.095012,0.091846,,282,175.64473896160396
sz.000969,2024-01-24,39.24,2024-02-02,36.1008,STOP,8,-0.08,-0.08286,,148,175.64473896160396
sz.000969,2026-07-28,83.7359,2026-08-05,90.7138,MA,7,0.083333,0.080187,,79,175.64473896160396
sz.000970,2019-05-15,116.3988,2019-05-21,137.72,MA,5,0.183174,0.179853,,86,158.9170182329433
sz.000973,2018-06-21,9.9214,2018-07-02,10.8968,MA,8,0.098315,0.095143,,348,134.61001454441657
sz.000973,2019-05-09,11.5657,2019-05-31,11.928,MA,17,0.031325,0.02827,,144,134.61001454441657
sz.000973,2024-02-07,9.6939,2024-02-27,11.3623,MA,9,0.172107,0.168806,,986,134.61001454441657
sz.000973,2025-01-08,16.6144,2025-01-20,17.4642,MA,9,0.051146,0.048057,,298,134.61001454441657
sz.000973,2026-07-15,35.8552,2026-07-20,32.9867,STOP,4,-0.08,-0.08286,,84,134.61001454441657
sz.000981,2025-04-09,11.2393,2025-05-07,12.9319,MA,18,0.150602,0.147339,,136,263.86929113410605
sz.000983,2026-06-30,55.7546,2026-07-15,58.8298,MA,12,0.055156,0.052059,,83,382.95215990647085
sz.000990,2020-02-05,27.172,2020-02-20,30.9673,MA,12,0.139674,0.13643,,525,111.06696652003075
sz.000990,2022-04-28,21.8866,2022-05-13,28.4061,MA,9,0.297872,0.294351,,837,111.06696652003075
sz.000997,2022-04-28,95.5778,2022-05-23,101.8787,MA,15,0.065925,0.062809,,837,184.0438170235139
sz.000998,2018-10-22,112.4678,2018-11-05,117.6046,MA,11,0.045673,0.042593,,282,109.66682637613785
sz.001267,2022-04-28,4.7,2022-05-10,5.9,MA,6,0.255319,0.251872,,837,229.65761781319335
sz.001270,2024-01-24,72.0293,2024-01-31,66.267,STOP,6,-0.08,-0.08286,,148,230.4383212159874
sz.001270,2024-02-07,55.3769,2024-02-23,68.7999,MA,7,0.242394,0.238969,,986,230.4383212159874
sz.001287,2025-04-10,17.0624,2025-04-14,21.0883,MA,3,0.235955,0.232542,,463,174.44448777892873
sz.001301,2024-02-07,25.9368,2024-02-23,29.5405,MA,7,0.138943,0.1357,,986,142.7163918446693
sz.001389,2025-04-10,43.5431,2025-04-29,47.3645,MA,14,0.08776,0.084606,,463,238.8862010779442
sz.001696,2019-05-15,122.1862,2019-05-20,110.0023,STOP,4,-0.099715,-0.102541,,86,137.7393470735602
sz.001696,2019-05-22,113.8315,2019-06-03,104.725,STOP,9,-0.08,-0.08286,,61,137.7393470735602
sz.001696,2020-02-05,87.4219,2020-02-18,102.7432,MA,10,0.175258,0.171951,,525,137.7393470735602
sz.001696,2024-02-07,104.6706,2024-02-23,118.0735,MA,7,0.128049,0.124825,,986,137.7393470735602
sz.001696,2025-01-08,457.1043,2025-02-06,498.7381,MA,16,0.091082,0.087922,,298,137.7393470735602
sz.001696,2025-04-10,408.5316,2025-04-24,461.8748,MA,11,0.130573,0.127345,,463,137.7393470735602
sz.001896,2017-04-20,9.9466,2017-04-24,9.1509,STOP,3,-0.08,-0.08286,,73,197.64130300305897
sz.001896,2022-04-28,4.9677,2022-05-13,6.0177,MA,9,0.211364,0.207994,,837,197.64130300305897
sz.001896,2024-02-07,3.5903,2024-02-26,4.279,MA,8,0.191824,0.188488,,986,197.64130300305897
sz.002007,2022-04-28,485.3979,2022-05-23,539.331,MA,15,0.111111,0.107917,,837,209.5008124275138
sz.002011,2018-02-09,28.71,2018-03-02,32.0007,MA,11,0.114618,0.111417,,234,109.16856688782953
sz.002011,2018-10-18,20.984,2018-10-19,17.7887,STOP,2,-0.152273,-0.155006,,78,109.16856688782953
sz.002011,2022-02-15,50.8863,2022-02-24,57.3246,MA,8,0.126523,0.123302,,73,109.16856688782953
sz.002011,2022-04-28,31.7145,2022-05-12,37.819,MA,8,0.192481,0.189144,,837,109.16856688782953
sz.002011,2025-04-10,51.9832,2025-04-22,58.4215,MA,9,0.123853,0.120636,,463,109.16856688782953
sz.002015,2022-04-28,58.1756,2022-05-11,67.0491,MA,7,0.152529,0.149262,,837,252.11351807853902
sz.002015,2024-02-07,38.8407,2024-02-23,44.5485,MA,7,0.146953,0.143696,,986,252.11351807853902
sz.002025,2024-01-24,199.4201,2024-02-02,183.4665,STOP,8,-0.08,-0.08286,,148,289.12843570804165
sz.002031,2024-06-11,23.9979,2024-06-27,25.6492,MA,13,0.068807,0.065687,,145,100.88811007566794
sz.002043,2018-10-22,26.8119,2018-11-05,29.324,MA,11,0.09369,0.090526,,282,104.0031379165332
sz.002043,2022-03-17,57.3766,2022-03-29,52.7865,STOP,9,-0.08,-0.08286,,122,104.0031379165332
sz.002044,2022-03-17,43.6987,2022-04-07,45.7156,MA,14,0.046154,0.043073,,122,187.07067849697503
sz.002044,2022-04-28,35.5566,2022-05-23,37.5734,MA,15,0.056723,0.053623,,837,187.07067849697503
sz.002044,2026-07-15,33.1012,2026-07-30,34.006,MA,12,0.027335,0.024287,,84,187.07067849697503
sz.002046,2017-05-25,37.3772,2017-06-15,38.3987,MA,14,0.027328,0.02428,,82,249.0399750482126
sz.002046,2020-02-05,20.8086,2020-02-20,23.5805,MA,12,0.133212,0.129979,,525,249.0399750482126
sz.002046,2022-04-28,34.6682,2022-05-11,39.1021,MA,7,0.127894,0.12467,,837,249.0399750482126
sz.002046,2024-02-07,32.1003,2024-02-23,36.5238,MA,7,0.137805,0.134564,,986,249.0399750482126
sz.002046,2025-04-10,55.3235,2025-04-24,59.389,MA,11,0.073487,0.070358,,463,249.0399750482126
sz.002048,2020-04-02,107.0972,2020-04-15,117.3484,MA,9,0.095719,0.092552,,63,135.57306591479372
sz.002048,2022-02-15,143.534,2022-02-24,132.0513,STOP,8,-0.08,-0.08286,,73,135.57306591479372
sz.002048,2025-04-10,107.2983,2025-04-25,115.5646,MA,12,0.07704,0.073906,,463,135.57306591479372
sz.002048,2026-07-28,155.971,2026-08-10,164.3583,MA,10,0.053775,0.050681,,79,135.57306591479372
sz.002051,2018-10-18,56.7381,2018-11-05,58.3313,MA,13,0.02808,0.025031,,78,110.45377916055153
sz.002051,2019-05-09,62.1253,2019-06-06,57.1553,STOP,21,-0.08,-0.08286,,144,110.45377916055153
sz.002051,2026-07-22,47.3861,2026-07-30,50.4653,MA,7,0.064982,0.061868,,84,110.45377916055153
sz.002056,2018-10-22,41.3319,2018-11-01,45.6514,MA,9,0.104508,0.101325,,282,353.00365179504945
sz.002056,2025-04-10,122.4383,2025-05-07,128.3901,MA,17,0.048611,0.045526,,463,353.00365179504945
sz.002065,2018-10-18,198.0288,2018-11-05,228.0056,MA,13,0.151376,0.148111,,78,211.6367993550741
sz.002065,2022-04-28,175.7754,2022-05-23,182.2971,MA,15,0.037102,0.034038,,837,211.6367993550741
sz.002065,2025-04-10,295.5831,2025-04-24,312.5009,MA,11,0.057235,0.054135,,463,211.6367993550741
sz.002074,2022-04-28,112.7042,2022-05-11,130.241,MA,7,0.1556,0.152328,,837,480.0203008507129
sz.002083,2024-02-07,9.9032,2024-02-28,11.318,MA,10,0.142857,0.139607,,986,108.74418227181275
sz.002085,2025-04-10,123.2043,2025-04-24,138.7874,MA,11,0.126482,0.123261,,463,225.47631179528466
sz.002091,2018-06-21,38.509,2018-07-10,40.6564,MA,14,0.055765,0.052668,,348,124.3289975448024
sz.002091,2018-10-22,30.2515,2018-11-01,33.7198,MA,9,0.11465,0.111449,,282,124.3289975448024
sz.002092,2018-07-09,28.6199,2018-07-23,30.9307,MA,11,0.080738,0.077597,,70,114.92657936664668
sz.002092,2020-02-05,18.8197,2020-02-18,21.1806,MA,10,0.125448,0.122228,,525,114.92657936664668
sz.002096,2018-07-09,31.5843,2018-07-25,32.2229,MA,13,0.020218,0.017182,,70,117.49398002854905
sz.002096,2022-03-17,53.0343,2022-03-31,55.2647,MA,11,0.042056,0.038982,,122,117.49398002854905
sz.002096,2022-05-05,53.53,2022-05-11,56.4543,MA,5,0.05463,0.051534,,87,117.49398002854905
sz.002129,2018-02-13,33.5993,2018-03-01,37.6681,MA,8,0.121099,0.117887,,103,373.6078332353893
sz.002129,2018-06-21,30.7469,2018-07-03,33.104,MA,9,0.07666,0.073526,,348,373.6078332353893
sz.002129,2018-10-18,23.4294,2018-11-05,27.2571,MA,13,0.163375,0.160089,,78,373.6078332353893
sz.002129,2024-02-07,61.0576,2024-02-28,70.4184,MA,10,0.15331,0.150042,,986,373.6078332353893
sz.002130,2018-10-18,63.7765,2018-11-01,69.2605,MA,11,0.085987,0.082837,,78,195.39965885448953
sz.002130,2019-05-08,95.6648,2019-05-28,102.9767,MA,15,0.076433,0.073299,,200,195.39965885448953
sz.002130,2022-10-12,121.5428,2022-10-20,130.813,MA,7,0.076271,0.073138,,81,195.39965885448953
sz.002130,2024-02-07,117.8856,2024-02-22,129.2805,MA,6,0.096661,0.093492,,986,195.39965885448953
sz.002130,2025-04-10,369.0089,2025-05-06,391.0362,MA,16,0.059693,0.056589,,463,195.39965885448953
sz.002131,2025-04-09,134.257,2025-04-22,161.556,MA,10,0.203333,0.199977,,136,303.23022128853484
sz.002138,2022-03-17,169.1225,2022-04-08,155.5927,STOP,15,-0.08,-0.08286,,122,372.07634723556714
sz.002138,2025-04-10,180.3632,2025-04-22,198.1188,MA,9,0.098444,0.095271,,463,372.07634723556714
sz.002139,2017-12-07,118.8766,2017-12-19,124.7936,MA,9,0.049774,0.046687,,156,107.23082570160926
sz.002139,2020-04-02,89.5355,2020-04-28,82.3727,STOP,18,-0.08,-0.08286,,63,107.23082570160926
sz.002139,2022-04-28,131.5905,2022-05-12,153.629,MA,8,0.167478,0.164185,,837,107.23082570160926
sz.002139,2024-02-07,120.9432,2024-02-20,135.2319,MA,4,0.118143,0.114937,,986,107.23082570160926
sz.002139,2025-04-10,213.8542,2025-04-24,231.3047,MA,11,0.0816,0.078457,,463,107.23082570160926
sz.002145,2019-05-09,12.0213,2019-05-27,12.9877,MA,13,0.080395,0.077254,,144,171.3847447046979
sz.002145,2022-04-28,21.9594,2022-05-10,25.6193,MA,6,0.166667,0.163375,,837,171.3847447046979
sz.002149,2018-06-21,23.1086,2018-06-26,21.2599,STOP,4,-0.08,-0.08286,,348,185.77152738348656
sz.002149,2019-05-08,23.7574,2019-05-22,27.8972,MA,11,0.174252,0.170947,,200,185.77152738348656
sz.002149,2020-02-05,19.6761,2020-02-18,23.5176,MA,10,0.195238,0.191896,,525,185.77152738348656
sz.002149,2022-04-28,29.5048,2022-05-12,35.067,MA,8,0.188516,0.185186,,837,185.77152738348656
sz.002149,2024-01-24,42.6465,2024-02-01,39.2348,STOP,7,-0.08,-0.08286,,148,185.77152738348656
sz.002149,2024-02-07,37.5237,2024-02-23,41.4392,MA,7,0.104348,0.101165,,986,185.77152738348656
sz.002151,2018-02-13,159.0087,2018-03-02,165.369,MA,9,0.04,0.03693,,103,129.26247489222231
sz.002151,2021-02-10,242.2791,2021-02-26,265.129,MA,8,0.094312,0.091147,,65,129.26247489222231
sz.002151,2022-04-28,156.461,2022-05-18,171.4617,MA,12,0.095875,0.092707,,837,129.26247489222231
sz.002151,2024-02-07,135.5028,2024-02-22,149.4841,MA,6,0.103181,0.100001,,986,129.26247489222231
sz.002152,2018-06-25,91.3401,2018-07-23,91.0213,MA,21,-0.00349,-0.006484,,110,250.23548897970517
sz.002152,2022-04-28,138.7807,2022-05-18,152.3931,MA,12,0.098086,0.094914,,837,250.23548897970517
sz.002153,2024-02-07,286.6308,2024-02-23,339.7926,MA,7,0.185471,0.182147,,986,133.77841039128646
sz.002153,2025-01-07,288.4133,2025-01-27,299.5061,MA,15,0.038462,0.035394,,128,133.77841039128646
sz.002155,2026-03-25,107.2488,2026-04-09,111.3225,MA,11,0.037983,0.034917,,73,379.909072498715
sz.002157,2018-02-09,70.7385,2018-03-06,75.7158,MA,13,0.070362,0.067239,,234,230.25783421209746
sz.002157,2020-02-05,187.3451,2020-02-17,225.5193,MA,9,0.203764,0.200408,,525,230.25783421209746
sz.002158,2018-10-18,26.4155,2018-10-19,24.3023,STOP,2,-0.08,-0.08286,,78,144.04885759098624
sz.002158,2022-03-17,74.6588,2022-04-08,68.6861,STOP,15,-0.08,-0.08286,,122,144.04885759098624
sz.002158,2022-04-28,57.399,2022-05-11,64.3832,MA,7,0.121678,0.118465,,837,144.04885759098624
sz.002167,2018-10-22,38.353,2018-11-06,41.4181,MA,12,0.079918,0.076778,,282,126.82445810453676
sz.002167,2019-05-09,49.1202,2019-05-22,54.1501,MA,10,0.1024,0.099221,,144,126.82445810453676
